,date,region,median_prev,prev_upper_50,prev_lower_50,median_I_smooth,I_smooth_upper_50,I_smooth_lower_50,ne_median,ne_median_lower_95,ne_median_upper_95
198,2022-11-21,Western Europe,10.507254,12.16713,8.971931,2.500404,2.890246,2.1398723,3.09453225217056,2.9343085171548555,3.2429873066050607
199,2022-11-22,Western Europe,9.923204,11.464994,8.4194565,2.3598037,2.7321653,2.005859,3.0380260878674905,2.8718709764578945,3.1803551603931237
200,2022-11-23,Western Europe,9.360306,10.864417,7.9277687,2.2254372,2.5774767,1.8822541,2.9798553932679432,2.8151260145030195,3.1310278298034255
201,2022-11-24,Western Europe,8.816889,10.29451,7.514024,2.0989199,2.4446764,1.7787943,2.9187681137778707,2.764459326567195,3.0761615438640875
202,2022-11-25,Western Europe,8.345623,9.767153,7.108329,1.9775985,2.3115292,1.6837568,2.8684440092733356,2.7083597222941016,3.026993565258004
203,2022-11-26,Western Europe,7.8909464,9.218058,6.6946535,1.8713782,2.1938806,1.5930922,2.8116098086157506,2.6437943574952665,2.9635096528481677
204,2022-11-27,Western Europe,7.4389305,8.731142,6.283619,1.7668171,2.0727017,1.4961511,2.751127317255786,2.579849119081252,2.911792243240865
205,2022-11-28,Western Europe,7.023797,8.275712,5.9010396,1.6663818,1.9610174,1.4062605,2.694806040290581,2.516175843389691,2.8600393189567894
206,2022-11-29,Western Europe,6.626363,7.8310776,5.553382,1.5747199,1.8556168,1.3191437,2.634887577369183,2.4586842285429182,2.8048359220190244
207,2022-11-30,Western Europe,6.264105,7.4149065,5.228786,1.4862905,1.7599883,1.2426865,2.5802408429989714,2.3979355086344096,2.7485303900097806
208,2022-12-01,Western Europe,5.914316,7.023492,4.902634,1.4025912,1.6637441,1.1677511,2.5232831414731014,2.331318280474364,2.696303335434885
209,2022-12-02,Western Europe,5.5803776,6.647863,4.6289825,1.3259983,1.573412,1.0949465,2.463200098437663,2.2808214788683667,2.642197209039141
210,2022-12-03,Western Europe,5.2577677,6.294079,4.36082,1.2488308,1.4915476,1.0367177,2.4040581559180243,2.2161133809765836,2.586257281196126
211,2022-12-04,Western Europe,4.9816675,6.0029807,4.112363,1.1786447,1.4135982,0.9762979,2.354016949079873,2.1588359381044397,2.5452267091729692
212,2022-12-05,Western Europe,4.7273064,5.6872168,3.8825545,1.1173093,1.343761,0.9209598,2.3026405729354225,2.1021783379064702,2.4878223997946978
213,2022-12-06,Western Europe,4.4781547,5.408887,3.6643376,1.058039,1.2772492,0.8703005,2.248857753184478,2.043064708722894,2.438230799684453
214,2022-12-07,Western Europe,4.240571,5.145362,3.4613426,1.0032098,1.2148643,0.82107925,2.193044019827262,1.9873015619761745,2.3884118888944155
215,2022-12-08,Western Europe,4.0259743,4.887182,3.2577026,0.9488495,1.1547362,0.77362996,2.144891787756067,1.9255588730434074,2.3362126183337835
216,2022-12-09,Western Europe,3.8150651,4.6468906,3.082843,0.9016789,1.0974193,0.7288636,2.088265086056128,1.8748259359102348,2.286288102439231
217,2022-12-10,Western Europe,3.6255877,4.4117093,2.8990157,0.85683924,1.0429511,0.68883485,2.037390580625779,1.8083490825213244,2.233322949978137
218,2022-12-11,Western Europe,3.4346375,4.188054,2.7406125,0.81269354,0.99156415,0.647147,1.9820767871272367,1.7583974983840895,2.179796826421665
219,2022-12-12,Western Europe,3.262056,3.9864867,2.6074176,0.7712704,0.94046736,0.6134567,1.9312844158520202,1.7122190278949947,2.134051788617457
220,2022-12-13,Western Europe,3.096622,3.7936273,2.4689374,0.73038316,0.8945379,0.5841824,1.8816625051503475,1.6519705468855628,2.08494609159942
221,2022-12-14,Western Europe,2.9403176,3.6080666,2.3381793,0.6933781,0.85267234,0.55228186,1.8300678546255358,1.5992946656981781,2.032576873358109
222,2022-12-15,Western Europe,2.7980523,3.4197285,2.2246585,0.65953374,0.81021166,0.52350146,1.7809221035865743,1.5532751205795488,1.976434900165627
223,2022-12-16,Western Europe,2.6564128,3.284555,2.1056256,0.6263324,0.769825,0.49597055,1.7286801602807544,1.4973167887193568,1.946907239190318
224,2022-12-17,Western Europe,2.5192575,3.1439695,2.0073216,0.5960909,0.73765785,0.4711114,1.6721433567087285,1.4531161066054636,1.9021003462160853
225,2022-12-18,Western Europe,2.4085684,3.0026002,1.9255494,0.56508875,0.7078479,0.4504643,1.6356903921726647,1.4147519290320438,1.8513361515263342
226,2022-12-19,Western Europe,2.3040853,2.8691425,1.8322845,0.54063666,0.67584264,0.42980647,1.5912281827741102,1.3624001587233845,1.8066742398219184
227,2022-12-20,Western Europe,2.2006936,2.7673066,1.7552986,0.51690435,0.64407283,0.41106817,1.5442954175084227,1.3211270037236418,1.78254528983645
228,2022-12-21,Western Europe,2.094275,2.6545,1.6815002,0.4928315,0.62299865,0.39335662,1.4928556306477712,1.2792642102724148,1.7325763726544543
229,2022-12-22,Western Europe,2.01426,2.5455375,1.6087071,0.46987748,0.595922,0.375755,1.4626398831320644,1.2365323889696895,1.6931819646676711
230,2022-12-23,Western Europe,1.9269967,2.4458544,1.5380123,0.45172358,0.57175815,0.3594866,1.4134630081832418,1.1909129328488242,1.6546810306128727
231,2022-12-24,Western Europe,1.8467672,2.356618,1.4708571,0.43240792,0.5511416,0.34392208,1.3721119985360914,1.1458835625362989,1.6170714157703345
232,2022-12-25,Western Europe,1.7741907,2.272598,1.4200671,0.414626,0.5302343,0.32852513,1.3339199399229567,1.1214030122202465,1.5831364549951017
233,2022-12-26,Western Europe,1.6974683,2.1966448,1.3523686,0.39822838,0.5115977,0.3174851,1.285858250123477,1.0578923575229238,1.5509317350679361
234,2022-12-27,Western Europe,1.6437603,2.119474,1.3019795,0.3815343,0.49417987,0.302122,1.264380309650307,1.0315487864222042,1.5140444275766372
235,2022-12-28,Western Europe,1.6031699,2.0452247,1.2526219,0.36948448,0.47694373,0.29075325,1.246465075186548,0.9926108782786885,1.47822490336798
236,2022-12-29,Western Europe,1.556726,1.986611,1.2148614,0.36014128,0.46033219,0.2810221,1.2132814953497826,0.9654347769171716,1.4555200611562504
237,2022-12-30,Western Europe,1.5124328,1.9235212,1.1740291,0.35003385,0.44753474,0.27185667,1.1840171946970686,0.9302161358448185,1.4191688618849758
238,2022-12-31,Western Europe,1.479838,1.8803375,1.1379269,0.3399232,0.43383998,0.26295525,1.1697536333310676,0.9010404290933361,1.4048349060022072
239,2023-01-01,Western Europe,1.4408937,1.8363099,1.1092802,0.33144528,0.42315608,0.2547555,1.1416724624544985,0.8817265097768112,1.3823831415908285
240,2023-01-02,Western Europe,1.4067116,1.8036497,1.0860587,0.3236974,0.41303134,0.2489191,1.1173085336459687,0.8625906975799629,1.3707090709314382
241,2023-01-03,Western Europe,1.3783568,1.772284,1.067409,0.31726724,0.40554532,0.24403599,1.0966477814137943,0.8477608171767751,1.3539136882990208
242,2023-01-04,Western Europe,1.3471249,1.7344428,1.0343087,0.3094566,0.3984257,0.23925167,1.0757354777067833,0.8045586496717462,1.328459484921146
243,2023-01-05,Western Europe,1.3216243,1.7042283,1.0125957,0.30422956,0.39165908,0.23237824,1.0545485712442544,0.7912757775986532,1.3104411275244046
244,2023-01-06,Western Europe,1.2980838,1.6781975,0.99497724,0.2974226,0.38381737,0.22656757,1.0412324294749198,0.7814940427784935,1.2998818594486279
245,2023-01-07,Western Europe,1.2649567,1.6620648,0.96507597,0.29168198,0.37741786,0.222976,1.009019783943046,0.7364470453658017,1.297376512498842
246,2023-01-08,Western Europe,1.2453196,1.6363754,0.9547584,0.28412962,0.37337747,0.21610023,1.0039619635337786,0.7462718609867949,1.276985554496375
247,2023-01-09,Western Europe,1.237305,1.635837,0.9339864,0.27862906,0.36649683,0.2132113,1.0105979898391082,0.7157376018845905,1.2949274264489752
248,2023-01-10,Western Europe,1.2257929,1.6295401,0.9252403,0.27731305,0.36494097,0.20891154,0.9966368857969095,0.7172936067951954,1.2914681394829344
249,2023-01-11,Western Europe,1.2113805,1.6218023,0.91785955,0.27500105,0.36621675,0.20743543,0.9813544192958695,0.7083661964823473,1.278458850604352
250,2023-01-12,Western Europe,1.2108912,1.6383047,0.89323676,0.27270454,0.36435255,0.2054967,0.9889323952376305,0.6633709140756672,1.3038101309002852
251,2023-01-13,Western Europe,1.2180673,1.6607678,0.87132514,0.2717141,0.36809832,0.20053038,1.0043885324171251,0.6381621885092259,1.320818073134511
252,2023-01-14,Western Europe,1.21398,1.6766318,0.8717816,0.273466,0.37082148,0.19541278,0.9912392348042921,0.6650612663358515,1.3324611376030833
253,2023-01-15,Western Europe,1.2375224,1.7318715,0.8599011,0.27338412,0.37521788,0.19526792,1.0299528918275183,0.638359741449194,1.385506459245328
254,2023-01-16,Western Europe,1.2431934,1.8085449,0.857805,0.27642453,0.3844026,0.1925889,1.028037045749227,0.6472932770141158,1.4479628561745908
255,2023-01-17,Western Europe,1.2625451,1.8419952,0.85276735,0.28032926,0.40113455,0.19298638,1.04490246614719,0.6334514580541674,1.442009855168745
256,2023-01-18,Western Europe,1.292908,1.8688467,0.84553623,0.28273565,0.41166738,0.1907251,1.0838836260600002,0.6282064517765915,1.4450354105111805
257,2023-01-19,Western Europe,1.3249458,1.9421475,0.8541966,0.2893958,0.41717136,0.19038753,1.1095559029974902,0.6503586700768771,1.5086996650044324
258,2023-01-20,Western Europe,1.3370116,2.021308,0.8423139,0.2969004,0.43502605,0.19008133,1.1020853178439811,0.6239510024921778,1.5466918372928586
259,2023-01-21,Western Europe,1.38955,2.1709256,0.84181386,0.3000388,0.44804797,0.18942985,1.1686562062354384,0.6261966110060532,1.6600150366210287
260,2023-01-22,Western Europe,1.4409415,2.3403406,0.8459463,0.30822945,0.47291136,0.18916483,1.2143570640378056,0.637390553897274,1.7562930757348878
261,2023-01-23,Western Europe,1.4943367,2.5574026,0.83731526,0.32070142,0.5121055,0.18910143,1.2474624228352587,0.6172153112699204,1.8540617080254491
262,2023-01-24,Western Europe,1.5612392,2.7922585,0.81583977,0.33376455,0.5487947,0.18895938,1.2951320239517645,0.5660014199095105,1.960585212639944
263,2023-01-25,Western Europe,1.6240966,3.0947204,0.8220573,0.34684312,0.6045085,0.18442059,1.3356389699095976,0.6054987774446368,2.0695874928563067
264,2023-01-26,Western Europe,1.689874,3.4004512,0.8158119,0.36313492,0.662401,0.18534747,1.3691415926576576,0.5852328881772211,2.1665532430900893
265,2022-05-10,North America,12.386408,14.179571,10.616728,3.1601477,3.678673,2.6500995,3.189433537207098,3.0571173738038664,3.3079052636515742
266,2022-05-11,North America,11.050711,12.54295,9.756121,3.3465486,3.8956504,2.8064244,2.903912812921728,2.83073136767093,3.0053096802404067
267,2022-05-12,North America,10.233192,11.425304,9.20236,3.4144068,3.9696722,2.8682833,2.7301221552611037,2.692059067739789,2.7998303869022507
268,2022-05-13,North America,9.854439,10.885749,8.982046,2.7090547,3.0955548,2.3727756,2.8860970917198037,2.8332478023136085,2.951794677719336
269,2022-05-14,North America,9.895592,10.821201,9.043947,1.9569147,2.147151,1.7840586,3.2196625300211146,3.1321533266075123,3.3057255031426416
270,2022-05-15,North America,10.101447,11.021315,9.306498,1.7707487,1.934032,1.6310503,3.3608077297652508,3.279054388006576,3.446908126725898
271,2022-05-16,North America,10.537327,11.445658,9.725675,1.9017073,2.0747476,1.7608192,3.373948569074382,3.2906122558072948,3.452234199923475
272,2022-05-17,North America,11.073013,12.008965,10.278111,2.126483,2.3092968,1.9656835,3.3614051516017716,3.2910457740064447,3.441216665221584
273,2022-05-18,North America,11.649304,12.613033,10.8440075,2.3532085,2.5509794,2.1711729,3.361565974811317,3.2988105375222623,3.439836744477279
274,2022-05-19,North America,12.233294,13.210413,11.417236,2.565915,2.7750592,2.3763318,3.3728601815391914,3.3115430680444002,3.4481915036145
275,2022-05-20,North America,12.829654,13.832577,11.983745,2.7575288,2.9703302,2.560768,3.3960363235466073,3.3336479022942145,3.472232619104198
276,2022-05-21,North America,13.4081135,14.426615,12.51957,2.9135504,3.142609,2.7200658,3.4292004308058788,3.3607827883167287,3.49994900186525
277,2022-05-22,North America,13.979402,14.972914,13.054459,3.061428,3.2974749,2.8595407,3.4631412666588264,3.39445132437285,3.5261814966211222
278,2022-05-23,North America,14.5827675,15.551414,13.606712,3.1922479,3.428649,2.982584,3.50580852672638,3.435189181371397,3.5629896473374045
279,2022-05-24,North America,15.175825,16.1669,14.201462,3.31317,3.542906,3.0970364,3.5483547868312315,3.483096999316222,3.6078374094186643
280,2022-05-25,North America,15.852608,16.851458,14.828684,3.437193,3.6622567,3.2165942,3.598865728275356,3.5316565478480846,3.657647639827439
281,2022-05-26,North America,16.554882,17.544865,15.498352,3.5682807,3.792446,3.3394642,3.648131022727754,3.5825098358654714,3.703364254941184
282,2022-05-27,North America,17.378845,18.41708,16.253746,3.7120621,3.941197,3.4786153,3.705772598995707,3.636865317709263,3.76192532499728
283,2022-05-28,North America,18.262934,19.323427,17.121311,3.8834114,4.1158905,3.6288283,3.7598859079727815,3.698590895406929,3.8146339933338966
284,2022-05-29,North America,19.263367,20.364914,18.138798,4.0718765,4.3145113,3.8193154,3.8191592884629206,3.762887987718148,3.8724957937219657
285,2022-05-30,North America,20.37552,21.537624,19.158777,4.2914305,4.540788,4.037031,3.87890105274604,3.8168651778446674,3.9333549726408075
286,2022-05-31,North America,21.613247,22.776348,20.32873,4.534186,4.798907,4.265482,3.941820072304271,3.880367944849655,3.989909893989655
287,2022-06-01,North America,22.955112,24.160686,21.592356,4.8121653,5.077532,4.522684,4.0027869838978525,3.942425922854352,4.051481036079873
288,2022-06-02,North America,24.362343,25.648466,22.980362,5.112458,5.3899183,4.809605,4.06124975422878,4.005517909526748,4.111290121853787
289,2022-06-03,North America,25.98656,27.301453,24.471594,5.4312296,5.7136097,5.1187115,4.129846228044501,4.068976104860548,4.177881672315365
290,2022-06-04,North America,27.707375,29.05565,26.137272,5.7841835,6.0900636,5.4488435,4.195122856124551,4.138174118353179,4.238620207706001
291,2022-06-05,North America,29.615786,31.036457,28.023035,6.173311,6.478533,5.8187823,4.26323255656957,4.21181550745601,4.30868381511253
292,2022-06-06,North America,31.701483,33.224007,30.032965,6.5956993,6.9156013,6.2290335,4.333161928263893,4.2822228585522595,4.379618336249785
293,2022-06-07,North America,33.934982,35.485973,32.231102,7.0621185,7.398189,6.6824794,4.4010005415851525,4.353227507071791,4.443892562186186
294,2022-06-08,North America,36.384785,38.083633,34.639877,7.5506706,7.9063168,7.166683,4.473517824437728,4.427420959666609,4.518760004104531
295,2022-06-09,North America,39.0558,40.921352,37.189636,8.092136,8.469736,7.6960983,4.545942879123864,4.498199573912747,4.59365744132465
296,2022-06-10,North America,42.055714,43.924477,40.03209,8.681803,9.08996,8.265183,4.623614119519348,4.574163711818214,4.66462576638679
297,2022-06-11,North America,45.256508,47.32057,43.11529,9.329584,9.770137,8.890907,4.698355358945053,4.649579131529597,4.741412500334364
298,2022-06-12,North America,48.77314,51.03244,46.523872,10.058651,10.511168,9.573101,4.772779262171366,4.727826747434552,4.819337526358045
299,2022-06-13,North America,52.670414,55.026222,50.24572,10.825411,11.328512,10.323127,4.853064366057648,4.806316839771692,4.89514975627629
300,2022-06-14,North America,56.843727,59.48469,54.371284,11.684309,12.217561,11.145252,4.929217731042586,4.887511535508835,4.975416413486361
301,2022-06-15,North America,61.38725,64.36767,58.911644,12.621927,13.184359,12.046995,5.005821597580744,4.97011509243841,5.057044593514388
302,2022-06-16,North America,66.55869,69.6825,63.732338,13.61034,14.280231,13.056789,5.092191251115333,5.046928780403809,5.1358751065917465
303,2022-06-17,North America,72.06038,75.504555,69.12141,14.741032,15.446927,14.135093,5.171226678939847,5.129921296089925,5.2178287066777544
304,2022-06-18,North America,78.194046,81.89845,74.879265,15.976603,16.753193,15.30247,5.254114493013049,5.210592598994933,5.299224082792317
305,2022-06-19,North America,84.759186,88.802795,81.24938,17.322197,18.151037,16.600254,5.334492336309953,5.2924812038128035,5.3809613748311405
306,2022-06-20,North America,92.00025,96.36047,88.11091,18.776867,19.682045,18.007236,5.417809774861392,5.373271865973035,5.46333813116751
307,2022-06-21,North America,100.04855,104.45291,95.84657,20.388983,21.353437,19.515942,5.503169249830684,5.461118516952349,5.543112804784708
308,2022-06-22,North America,108.81825,113.49282,104.267235,22.162107,23.14632,21.216301,5.587826999505113,5.54599735964242,5.628496164843892
309,2022-06-23,North America,118.32451,123.1898,113.314026,24.09807,25.146626,23.085922,5.6715829344318855,5.627955736135808,5.709581597891812
310,2022-06-24,North America,128.60202,133.87842,123.22455,26.20578,27.312069,25.080982,5.7543178609183085,5.712759551193742,5.793388276349325
311,2022-06-25,North America,140.05188,145.68625,134.15257,28.507471,29.678009,27.312397,5.840712476953835,5.797467586453333,5.879357159102405
312,2022-06-26,North America,152.58488,158.325,145.8483,31.012245,32.278496,29.662912,5.927912755691966,5.88208938905347,5.9617513342459745
313,2022-06-27,North America,165.97739,172.14243,158.91747,33.779934,35.109344,32.31254,6.010689010402232,5.96816745098104,6.045029944646964
314,2022-06-28,North America,180.20876,187.61386,172.89948,36.798286,38.160255,35.188187,6.089633464727404,6.051563160083901,6.133830119372563
315,2022-06-29,North America,195.74857,204.16083,188.41371,39.98365,41.566437,38.306137,6.172044258103088,6.138522961493245,6.217375911872129
316,2022-06-30,North America,212.87262,222.13394,204.95389,43.44133,45.214294,41.731102,6.256829444640636,6.221176171343836,6.302000610203271
317,2022-07-01,North America,231.25578,241.70938,223.03291,47.185944,49.274513,45.43604,6.339805509158469,6.305185874805726,6.384918040551326
318,2022-07-02,North America,251.30373,262.65002,242.63765,51.30115,53.579784,49.444157,6.422464224874081,6.38914728451646,6.4673258337805635
319,2022-07-03,North America,273.2088,285.39392,263.66483,55.77417,58.30839,53.812496,6.50601463647623,6.47070453800286,6.5488476283956745
320,2022-07-04,North America,296.9192,310.26257,286.60394,60.625916,63.37687,58.5234,6.589050456852757,6.553628670546296,6.632591729014898
321,2022-07-05,North America,322.49893,336.51544,311.13037,65.92841,68.9467,63.63663,6.670482999894569,6.63408761245461,6.710807141381139
322,2022-07-06,North America,350.21106,365.4085,337.82565,71.673965,74.80628,69.12132,6.751797250568699,6.716049465895209,6.793982792468143
323,2022-07-07,North America,379.8545,396.32678,366.24594,77.808685,81.241196,75.038284,6.832176331416759,6.7954645326986,6.873908506989698
324,2022-07-08,North America,411.2246,429.70154,396.7704,84.48813,88.17034,81.48097,6.908520842825498,6.873198875098499,6.95376394350218
325,2022-07-09,North America,445.44086,464.8894,429.50046,91.50676,95.647804,88.30709,6.988568946864983,6.951278045475916,7.029779138189598
326,2022-07-10,North America,481.89337,502.3992,464.75812,99.16452,103.58416,95.6815,7.0655182614367185,7.028862048518963,7.105258442649381
327,2022-07-11,North America,520.90094,542.5413,502.76422,107.39332,112.08175,103.51703,7.141474615329617,7.107359304583962,7.180152726784356
328,2022-07-12,North America,562.7742,585.71313,542.07684,116.10156,121.02473,112.01836,7.218144458077901,7.17900555822589,7.25651817548962
329,2022-07-13,North America,607.43005,631.4481,584.66003,125.492584,130.70932,121.077774,7.293080203352059,7.252480785999342,7.329908399292472
330,2022-07-14,North America,654.66724,680.1544,630.0539,135.68767,141.06125,130.50735,7.3647512709428025,7.3270340149871735,7.402298288661356
331,2022-07-15,North America,705.832,730.641,678.301,146.27103,152.01671,140.69647,7.440146046466275,7.399430228925683,7.470706832516728
332,2022-07-16,North America,757.5459,786.1306,728.4686,157.61789,163.5823,151.6225,7.506847392444584,7.467347985240741,7.5437824646081895
333,2022-07-17,North America,813.56433,843.2947,781.2528,169.69357,175.71658,162.99188,7.575708541493273,7.534950005913446,7.612613426758484
334,2022-07-18,North America,870.51117,903.78314,836.0666,182.21268,188.85983,175.03773,7.639839424846496,7.599267818721637,7.679026604210376
335,2022-07-19,North America,930.2117,966.0857,894.7221,195.29056,202.57935,187.60529,7.703188707921381,7.665538919502423,7.742226251062621
336,2022-07-20,North America,994.2191,1033.4299,956.5757,208.78555,216.83395,200.8029,7.769460380611804,7.731248846408648,7.808998064296872
337,2022-07-21,North America,1060.0872,1100.3284,1019.6335,223.28772,232.08197,214.7417,7.830604551135801,7.791813964883519,7.8664901105810365
338,2022-07-22,North America,1128.4137,1171.4436,1085.9648,238.50142,247.61761,229.29053,7.889613795528698,7.852311104927676,7.926951385146102
339,2022-07-23,North America,1198.7095,1244.9641,1153.4615,253.95178,263.40308,244.3328,7.947710093831588,7.909366989788511,7.986891283240414
340,2022-07-24,North America,1272.0618,1321.0048,1224.288,269.96155,280.38065,259.7053,8.005361933241025,7.967534751841528,8.04300055147327
341,2022-07-25,North America,1348.9846,1397.7355,1297.0703,286.60284,297.76132,275.80722,8.062970275371836,8.022877445737752,8.09577800553123
342,2022-07-26,North America,1427.1918,1480.0071,1370.5607,304.17102,315.50293,292.43835,8.11619074301226,8.07454935454789,8.152289178743535
343,2022-07-27,North America,1506.5166,1563.0518,1444.0212,322.16818,333.86188,309.33823,8.166889866964537,8.12279154727676,8.204916387459942
344,2022-07-28,North America,1586.9866,1645.9491,1519.1193,340.37894,353.22675,326.53122,8.215977846817847,8.170099331128425,8.251887532067416
345,2022-07-29,North America,1667.8899,1729.1896,1595.3525,359.00543,372.37982,343.58307,8.262144452809727,8.21712389082595,8.297754741416457
346,2022-07-30,North America,1749.6426,1813.8146,1674.6785,377.6536,391.5246,361.14383,8.307209081067267,8.26432949047866,8.343179311494453
347,2022-07-31,North America,1831.3804,1897.7754,1752.7817,396.28772,410.85428,379.21198,8.350362863192696,8.306676152308425,8.385489491846146
348,2022-08-01,North America,1915.3066,1980.4017,1832.6577,415.20905,430.42975,397.48312,8.393336677577532,8.348745326369878,8.42417865503275
349,2022-08-02,North America,1997.3444,2065.8008,1912.1992,434.58075,449.5847,415.67288,8.431618600671143,8.388972759234903,8.465075005351988
350,2022-08-03,North America,2077.2886,2150.351,1988.269,453.44342,468.97858,433.9765,8.46761984988849,8.423901814138958,8.503068450900312
351,2022-08-04,North America,2156.294,2231.839,2063.2175,472.06757,488.82367,451.7981,8.502023260057944,8.457661293817452,8.536013364607587
352,2022-08-05,North America,2232.8955,2313.4458,2138.0952,490.19037,507.67877,468.94186,8.534167899012926,8.491715260942144,8.569990675125478
353,2022-08-06,North America,2306.8916,2394.2437,2213.77,508.20636,526.16565,486.2396,8.563277773154827,8.525055759911035,8.602882086514313
354,2022-08-07,North America,2382.1707,2473.4004,2285.9014,525.22314,544.9625,503.779,8.594564438208314,8.553746562230042,8.632834160540897
355,2022-08-08,North America,2452.817,2548.456,2353.8342,542.5266,563.337,520.6708,8.620600580865547,8.579336543269045,8.65946072048284
356,2022-08-09,North America,2520.9985,2620.8916,2419.2632,559.22845,580.6632,536.4787,8.645115417934338,8.604262579893382,8.685221609278639
357,2022-08-10,North America,2585.1597,2689.6533,2481.7651,574.7853,597.6416,551.531,8.667941368737651,8.62760541172591,8.708196735326112
358,2022-08-11,North America,2647.2993,2753.0178,2538.9248,589.64,613.6235,566.0377,8.689931172734175,8.647184062293682,8.728377213145569
359,2022-08-12,North America,2702.5615,2812.5784,2593.687,603.958,628.5012,579.5248,8.707258772269222,8.666315751117368,8.74722872546313
360,2022-08-13,North America,2755.3206,2868.0042,2642.2168,616.94055,642.1848,592.2102,8.724658323604393,8.68173826153363,8.764720039010971
361,2022-08-14,North America,2802.0205,2916.6172,2686.121,629.2506,655.0232,603.4337,8.738515318054796,8.695923493027639,8.778541625664198
362,2022-08-15,North America,2843.915,2956.2654,2729.1648,640.09064,666.624,613.5115,8.751116834102357,8.711155625169893,8.78799077367217
363,2022-08-16,North America,2880.7434,2994.9421,2766.0044,649.8222,675.74536,623.5783,8.76176136207331,8.72169668674569,8.800396857036388
364,2022-08-17,North America,2915.2817,3030.0396,2795.8472,658.53406,684.68396,632.3179,8.772280040368738,8.729241450151516,8.810557395355419
365,2022-08-18,North America,2943.2646,3057.042,2821.633,666.4584,692.91833,639.18555,8.779424402270823,8.736800180317237,8.81634679863529
366,2022-08-19,North America,2966.0125,3079.9895,2839.628,672.9245,699.2197,645.32404,8.78516715457649,8.739956914522491,8.82225075418023
367,2022-08-20,North America,2979.946,3096.2188,2853.2922,678.15906,704.5056,649.41736,8.786791874304233,8.743234756712107,8.825230347327196
368,2022-08-21,North America,2989.0825,3108.421,2863.9475,681.68756,708.29034,652.73474,8.787724915949122,8.745594383964042,8.827739043461419
369,2022-08-22,North America,2989.9265,3115.288,2867.6992,683.72253,710.8449,655.2459,8.785308810299247,8.744372863947032,8.82855232250652
370,2022-08-23,North America,2989.4014,3115.8728,2865.1152,683.95526,712.71826,656.0796,8.784617204659527,8.741298371922923,8.8262957935647
371,2022-08-24,North America,2984.9048,3108.9263,2856.808,683.6885,712.7308,655.4251,8.781996679946158,8.736489179910306,8.821814438739176
372,2022-08-25,North America,2968.6533,3094.3274,2843.8254,682.8096,710.9141,653.42523,8.772364158106397,8.730435500878723,8.814952899180911
373,2022-08-26,North America,2951.3706,3074.0315,2827.6418,678.71954,707.82104,650.4494,8.766694729021255,8.723586024915727,8.806151868621047
374,2022-08-27,North America,2927.6611,3051.3403,2806.7139,674.7982,703.1747,646.66473,8.756357383922358,8.714564145711195,8.797919883496405
375,2022-08-28,North America,2899.608,3021.831,2779.3254,669.4352,697.7736,641.7295,8.745080116489712,8.702612974836459,8.786194560671648
376,2022-08-29,North America,2870.3516,2988.8044,2746.4521,662.97485,691.18115,635.4463,8.734495383530462,8.688655657278149,8.773708314126479
377,2022-08-30,North America,2834.9902,2950.6016,2710.9683,655.9418,683.06335,627.7317,8.720368272675477,8.674862286215907,8.759793933100113
378,2022-08-31,North America,2795.3218,2907.748,2672.0764,647.7937,674.47144,619.62915,8.704685564233806,8.658953919646672,8.743191841968361
379,2022-09-01,North America,2752.0317,2860.77,2630.92,638.59595,664.38153,610.5026,8.687770316942087,8.642748014871161,8.72568843829975
380,2022-09-02,North America,2704.6821,2811.1846,2584.8472,628.56055,653.4656,600.77747,8.668899778094643,8.623471569581271,8.707285406054396
381,2022-09-03,North America,2653.9185,2759.593,2538.0796,617.51587,641.8893,590.1791,8.648733062975133,8.60475279140444,8.688113928662839
382,2022-09-04,North America,2602.6501,2703.5798,2486.9353,605.7273,629.849,579.292,8.628993882927459,8.58265900757434,8.666036762680273
383,2022-09-05,North America,2547.6226,2645.662,2434.1802,593.8203,617.00885,567.43085,8.606107850204383,8.560464538365395,8.643322645100623
384,2022-09-06,North America,2491.481,2582.3499,2381.9658,581.04175,603.38135,555.04065,8.583295389834293,8.539174249391639,8.617213556039333
385,2022-09-07,North America,2430.5913,2520.0598,2326.041,567.9876,588.73914,543.0128,8.556532912077465,8.513565846540798,8.592945440904714
386,2022-09-08,North America,2371.2263,2458.0854,2270.2832,553.8563,574.28503,530.1979,8.532272605562314,8.488922207168702,8.568003044858283
387,2022-09-09,North America,2308.0938,2395.06,2213.3943,540.11707,560.1061,517.1226,8.50342144318234,8.463137832920946,8.5410537128178
388,2022-09-10,North America,2244.3984,2331.4675,2155.359,525.44604,545.4181,504.0356,8.47499089953654,8.435631074923647,8.513806516181848
389,2022-09-11,North America,2181.5427,2267.383,2095.0698,510.83435,530.76807,490.66324,8.44638258220757,8.4057790909867,8.485290837237308
390,2022-09-12,North America,2117.979,2202.143,2032.6875,496.24646,515.95447,476.63492,8.416215343161424,8.374330164650026,8.455206806559291
391,2022-09-13,North America,2055.0283,2137.3943,1971.3787,481.64343,500.79843,462.17517,8.385738547189957,8.343885693712686,8.425334633234728
392,2022-09-14,North America,1991.0024,2070.461,1910.6038,466.99243,485.9086,448.09903,8.353326790728405,8.31218775582156,8.391885412626335
393,2022-09-15,North America,1928.3217,2005.284,1852.349,452.3092,470.35492,434.18616,8.32129743887696,8.28179912197002,8.360447211971529
