,date,region,median_prev,prev_upper_50,prev_lower_50,median_I_smooth,I_smooth_upper_50,I_smooth_lower_50,ne_median,ne_median_lower_95,ne_median_upper_95
15,2022-05-22,Western Europe,51.510277,54.574112,48.630333,10.032724,10.679133,9.4537525,4.884563351413775,4.828936010841006,4.9376804312129225
16,2022-05-23,Western Europe,57.51634,60.910915,54.32891,11.265605,11.9597435,10.623229,4.989236703521599,4.933922796438861,5.044131291434662
17,2022-05-24,Western Europe,64.168205,67.78177,60.732536,12.601476,13.371283,11.90311,5.09605454708283,5.0430122442118375,5.146330031294916
18,2022-05-25,Western Europe,71.42324,75.22951,67.661545,14.0854225,14.90091,13.3018875,5.1989590352738295,5.147982872696217,5.24651768291184
19,2022-05-26,Western Europe,79.34061,83.31717,74.91418,15.705622,16.568552,14.866573,5.3003342889847875,5.240423932943822,5.344655679426656
20,2022-05-27,Western Europe,87.91108,92.405,83.21811,17.461002,18.37336,16.506794,5.3995345805178925,5.346010750526836,5.448313209500443
21,2022-05-28,Western Europe,97.10129,101.84337,92.051544,19.358051,20.354815,18.32532,5.495253735110832,5.4432664713990215,5.540407415852381
22,2022-05-29,Western Europe,107.00018,112.164055,101.79056,21.450632,22.509491,20.294308,5.58675974403758,5.542347104742471,5.632840929632915
23,2022-05-30,Western Europe,117.58536,123.481735,112.193924,23.681356,24.805256,22.479464,5.676493823388449,5.634708314764334,5.727983754027769
24,2022-05-31,Western Europe,128.94952,135.34781,123.2636,26.061638,27.332167,24.835674,5.765230414663356,5.723222035456506,5.814484203798126
25,2022-06-01,Western Europe,141.443,148.23924,135.34656,28.62553,30.064371,27.319643,5.856347460596485,5.814924052469002,5.901166946789663
26,2022-06-02,Western Europe,154.62311,162.03589,148.08298,31.37788,32.941628,30.014097,5.942730848407118,5.900731232786152,5.987751380528536
27,2022-06-03,Western Europe,168.83545,176.27905,161.49849,34.389,36.085533,32.919285,6.026965217560666,5.981785748734215,6.065097283955857
28,2022-06-04,Western Europe,183.89334,191.52759,175.65288,37.62744,39.34892,35.953083,6.107831079215505,6.061657530592681,6.144448033651184
29,2022-06-05,Western Europe,199.5835,207.93088,190.00255,41.02542,42.71219,39.225555,6.185126335115812,6.131599358027589,6.226779893418635
30,2022-06-06,Western Europe,216.05318,224.95517,205.57466,44.569725,46.479996,42.491394,6.2608471647396,6.209169812048007,6.299633068771251
31,2022-06-07,Western Europe,232.63934,242.24908,221.71082,48.34501,50.35871,45.979813,6.327468523337451,6.2813982073436945,6.367614132227995
32,2022-06-08,Western Europe,250.34167,260.33002,238.6254,52.23939,54.356293,49.692413,6.396669341026342,6.3507904705558,6.435192693642759
33,2022-06-09,Western Europe,268.3868,279.3758,256.3104,56.16838,58.49485,53.550797,6.463357301450492,6.419000559360576,6.503029761062333
34,2022-06-10,Western Europe,286.6093,298.9314,274.49442,60.386482,62.800743,57.579445,6.5223274760439205,6.483549038814175,6.56731414608398
35,2022-06-11,Western Europe,305.5807,319.23486,292.4309,64.58951,67.37831,61.81495,6.583228607433675,6.539164373740192,6.628383803680661
36,2022-06-12,Western Europe,324.6828,339.5119,310.72504,68.99185,72.03083,65.96123,6.638561849224273,6.59560248498279,6.684776593490338
37,2022-06-13,Western Europe,344.08945,359.87662,329.35867,73.377686,76.69667,70.18489,6.693036240771134,6.650014452379315,6.738517028885971
38,2022-06-14,Western Europe,363.65344,380.79703,348.77362,77.805176,81.38826,74.46222,6.745047513307862,6.705407053655803,6.792154789911456
39,2022-06-15,Western Europe,383.46582,401.69174,367.68866,82.33402,86.19096,78.93212,6.794569412171109,6.752737671783409,6.841657476749514
40,2022-06-16,Western Europe,403.02856,423.0734,387.00317,86.95112,91.0315,83.38139,6.839521553600615,6.800293444883339,6.890738591877724
41,2022-06-17,Western Europe,422.91595,443.81195,406.05692,91.45926,96.002884,87.80435,6.8853061112901495,6.8447284692458945,6.9332764601157315
42,2022-06-18,Western Europe,442.6933,463.74695,424.74353,95.973785,100.79364,92.19779,6.928532148622161,6.885887714688671,6.972455635192691
43,2022-06-19,Western Europe,462.35754,483.61633,442.8413,100.600525,105.47795,96.517166,6.96837231886507,6.92355487407352,7.010934664601875
44,2022-06-20,Western Europe,481.00043,503.4781,460.42426,105.160904,110.11624,100.7599,7.0030975513433384,6.95840909795276,7.048396715680903
45,2022-06-21,Western Europe,498.78873,522.80615,477.9359,109.556404,114.68008,104.873695,7.03477853643069,6.993049344276648,7.083127971355017
46,2022-06-22,Western Europe,515.4712,541.0176,494.75092,113.65518,119.20001,108.83926,7.063846559263798,7.025089592531007,7.112953602245833
47,2022-06-23,Western Europe,533.4133,558.39813,510.6185,117.59511,123.40337,112.78348,7.098198458113241,7.05262841707239,7.141538803956642
48,2022-06-24,Western Europe,548.938,574.33136,525.75214,121.640015,127.440384,116.512924,7.121757838371055,7.078510386865241,7.165617164632616
49,2022-06-25,Western Europe,563.59265,589.88184,539.95734,125.32731,131.21565,119.99011,7.14458750193484,7.102423769596427,7.189855157819941
50,2022-06-26,Western Europe,578.4047,604.757,552.8115,128.75668,134.81989,123.329834,7.169475991098953,7.122024626687125,7.212566528826081
51,2022-06-27,Western Europe,590.756,617.1585,564.2745,132.11252,138.28363,126.3148,7.186004980910586,7.13915728608378,7.227797711814088
52,2022-06-28,Western Europe,601.7479,629.22766,575.48175,135.09119,141.16783,128.96158,7.200579961226551,7.157753321103639,7.245889614805461
53,2022-06-29,Western Europe,612.3377,639.87537,585.35535,137.6865,143.93745,131.60327,7.216441313154791,7.171499150262797,7.260020835263237
54,2022-06-30,Western Europe,621.72644,649.4459,593.5944,139.96597,146.41357,133.82336,7.230453875649423,7.1827246137389,7.272656606550102
55,2022-07-01,Western Europe,628.8785,657.25183,600.8679,142.24759,148.60126,135.7727,7.237159837160513,7.19262087553831,7.281720703923229
56,2022-07-02,Western Europe,634.89325,663.969,606.72675,143.93643,150.45976,137.41966,7.244394824717528,7.199970413927544,7.289628069696757
57,2022-07-03,Western Europe,640.29407,668.9091,611.3269,145.26126,151.96597,138.81839,7.252174015594236,7.2049499686421745,7.294492558151945
58,2022-07-04,Western Europe,644.4998,672.9465,615.6331,146.54495,153.13217,139.8081,7.256469636228054,7.2118843898050375,7.2988830781183855
59,2022-07-05,Western Europe,647.5773,675.0325,618.4718,147.40347,153.98343,140.79675,7.2601556359530885,7.214038651596138,7.299529495941225
60,2022-07-06,Western Europe,648.36145,676.3485,620.2615,148.1358,154.54385,141.42548,7.257620066922848,7.215362210813399,7.299791896093145
61,2022-07-07,Western Europe,649.4175,676.24414,621.2152,148.3144,154.75127,141.90569,7.259670089053321,7.2150452569075565,7.298142030501418
62,2022-07-08,Western Europe,647.9771,674.97186,620.6144,148.48196,154.68047,142.0151,7.254100062501548,7.2123393396574755,7.294833316403683
63,2022-07-09,Western Europe,645.60645,673.463,619.02216,148.16827,154.3059,141.8216,7.248884447289701,7.208565033162604,7.292781938490752
64,2022-07-10,Western Europe,641.93494,670.37305,617.0773,147.5638,153.94939,141.53781,7.24156611278858,7.204274528947064,7.285897604361162
65,2022-07-11,Western Europe,637.7257,666.4995,613.49915,146.711,153.3015,140.9599,7.234204661326126,7.196735123987417,7.278525027736214
66,2022-07-12,Western Europe,632.90576,661.551,609.4403,145.69525,152.22928,140.07413,7.22597877341307,7.1897630269371255,7.270639170243061
67,2022-07-13,Western Europe,627.7897,656.92035,604.95386,144.56262,151.0781,139.11758,7.21755052490671,7.181837725919451,7.264181454310689
68,2022-07-14,Western Europe,621.98047,650.2586,599.45636,143.26321,149.9388,138.10002,7.207986638756797,7.17092096984815,7.25136586844591
69,2022-07-15,Western Europe,614.927,642.7375,592.91986,141.9162,148.41841,136.75703,7.194623200033952,7.158765464833222,7.238290236339715
70,2022-07-16,Western Europe,607.7586,634.8705,585.5161,140.30229,146.63115,135.21173,7.182609037600942,7.144998260289194,7.22577465178569
71,2022-07-17,Western Europe,600.1293,626.6293,577.8634,138.57553,144.80606,133.51833,7.169727563496519,7.131289064777402,7.212167764972453
72,2022-07-18,Western Europe,591.59766,618.107,569.71405,136.7825,142.87766,131.72797,7.15411429731832,7.116382993196237,7.198187243084421
73,2022-07-19,Western Europe,583.0213,609.3196,561.2227,134.79428,140.92555,129.7923,7.139550496788685,7.1011529318596684,7.183306932292418
74,2022-07-20,Western Europe,573.7534,599.75085,552.69403,132.77863,138.86981,127.88341,7.122568888587464,7.08534294450205,7.166344581867755
75,2022-07-21,Western Europe,564.603,589.8987,543.64716,130.66147,136.59503,125.828476,7.1064886981198345,7.068534008450402,7.1497339110535245
76,2022-07-22,Western Europe,555.85706,579.63715,534.7963,128.56662,134.2479,123.71915,7.091427955605037,7.052610595458514,7.1319693372729205
77,2022-07-23,Western Europe,545.7888,569.6145,525.5853,126.46605,131.93443,121.70212,7.0713431021924755,7.034301397198851,7.114467395164177
78,2022-07-24,Western Europe,536.2257,559.18823,516.24506,124.189606,129.61914,119.59519,7.054153650103665,7.015903346567959,7.0952246467860425
79,2022-07-25,Western Europe,526.1369,548.6224,506.72205,121.93965,127.24096,117.40428,7.034449459296656,6.997154712969654,7.075591025543619
80,2022-07-26,Western Europe,516.133,537.66565,496.84598,119.63902,124.79675,115.24518,7.015102745366691,6.976351117906699,7.054640202648014
81,2022-07-27,Western Europe,506.06488,526.44684,487.1478,117.33032,122.23635,112.98374,6.995189379481403,6.956744040483408,7.033197069391602
82,2022-07-28,Western Europe,495.80453,515.8866,477.30374,115.04283,119.64847,110.693146,6.973911838246893,6.9363970161758415,7.014068740238311
83,2022-07-29,Western Europe,485.1397,505.29822,467.32904,112.64572,117.2435,108.483604,6.951478928467014,6.914320957102636,6.992897430014277
84,2022-07-30,Western Europe,474.8265,495.22824,457.65063,110.25107,114.833336,106.16579,6.929991548248596,6.894063043442223,6.973408488848458
85,2022-07-31,Western Europe,464.74457,485.1217,448.0063,107.85599,112.53787,103.937485,6.909031793709958,6.872677796436635,6.9523626068087285
86,2022-08-01,Western Europe,455.48077,475.52826,438.3677,105.53969,110.19511,101.72245,6.890472725672328,6.850720905275116,6.933452922363647
87,2022-08-02,Western Europe,445.78973,465.2378,429.22528,103.41324,108.04553,99.53274,6.867814586041263,6.830330002776045,6.90939745251415
88,2022-08-03,Western Europe,436.1587,455.36667,420.1188,101.196396,105.66105,97.416626,6.845802011761322,6.80893098205435,6.888822415308651
89,2022-08-04,Western Europe,426.57568,445.38763,411.08243,98.978874,103.40076,95.3092,6.823525977025662,6.7873139841836325,6.866130470594209
90,2022-08-05,Western Europe,416.84793,435.9946,402.0332,96.77925,101.06715,93.25474,6.799863165698441,6.764587275655939,6.846327387931953
91,2022-08-06,Western Europe,407.89618,426.42322,392.7562,94.60163,98.9711,91.23315,6.779203475565109,6.73981262783224,6.822889585671904
92,2022-08-07,Western Europe,398.92017,417.1947,383.64124,92.56738,96.780876,89.08794,6.756438651035745,6.716644537762517,6.801509445272354
93,2022-08-08,Western Europe,390.0595,407.75153,375.03906,90.5143,94.67294,87.03949,6.733943553345956,6.694551256816858,6.777740592123498
94,2022-08-09,Western Europe,381.24124,398.46002,366.6781,88.44789,92.4936,85.093445,6.7113039556212035,6.6720715167552695,6.754927700452387
95,2022-08-10,Western Europe,372.87555,389.42508,358.56854,86.46777,90.379326,83.1528,6.689570511809284,6.650412594807446,6.7321802681742735
96,2022-08-11,Western Europe,364.7596,380.9029,350.6416,84.5717,88.34893,81.3133,6.667730137063839,6.628072462999602,6.710647705675031
97,2022-08-12,Western Europe,356.6869,372.5196,342.60098,82.699875,86.37661,79.5016,6.64535146120041,6.604208564925368,6.688715205643318
98,2022-08-13,Western Europe,348.59775,364.49725,334.96277,80.85072,84.500084,77.63143,6.622085685428471,6.582919231120146,6.667138304671847
99,2022-08-14,Western Europe,340.79877,356.6908,327.0959,79.03707,82.64006,75.93792,6.599520208113039,6.557443455201545,6.646096868688615
100,2022-08-15,Western Europe,333.20218,349.04694,320.2035,77.2502,80.86209,74.15934,6.577302220445451,6.538550260240847,6.624520531869533
101,2022-08-16,Western Europe,325.74762,340.78912,313.32495,75.523285,79.14222,72.57103,6.554657619661501,6.516768674895674,6.598134071447849
102,2022-08-17,Western Europe,318.59473,332.64407,305.99557,73.855286,77.271805,70.98198,6.532584947945718,6.491568026875833,6.573669797088578
103,2022-08-18,Western Europe,311.5122,325.60678,298.8653,72.20763,75.44083,69.340836,6.51018410603375,6.467804763146992,6.554885093069306
104,2022-08-19,Western Europe,304.545,318.36148,291.94543,70.62634,73.83808,67.7248,6.487087375666745,6.444534187075947,6.531353165254512
105,2022-08-20,Western Europe,297.99817,311.656,285.31512,69.05845,72.19617,66.15978,6.466074263075363,6.421968601323409,6.511265852911677
106,2022-08-21,Western Europe,291.45612,304.9747,279.02567,67.57042,70.64409,64.656456,6.443461431573238,6.400372427933931,6.489656010307456
107,2022-08-22,Western Europe,284.9242,298.61926,272.947,66.076355,69.13512,63.221886,6.420488212123206,6.378757555052753,6.469128736925904
108,2022-08-23,Western Europe,278.90997,292.31323,267.1071,64.59389,67.71122,61.871883,6.400511078316589,6.357086378712063,6.4472527877074715
109,2022-08-24,Western Europe,273.2549,286.16425,261.08356,63.23272,66.27268,60.54451,6.3808410491244,6.333155041102888,6.426206966879157
110,2022-08-25,Western Europe,267.62347,280.37906,255.50357,61.949074,64.845825,59.183174,6.359702218892578,6.3126883052198375,6.407125236770692
111,2022-08-26,Western Europe,261.80615,274.5565,250.05153,60.680775,63.5663,57.906403,6.33643458195213,6.2913588870009525,6.385083500839461
112,2022-08-27,Western Europe,256.29376,268.52118,244.45967,59.357265,62.23772,56.674564,6.315926869649577,6.267628008930597,6.3617511596704635
113,2022-08-28,Western Europe,250.9476,262.95636,238.99904,58.084293,60.89515,55.414154,6.295445841160081,6.244936841327618,6.341675460348919
114,2022-08-29,Western Europe,245.84451,257.51556,233.7793,56.8945,59.62687,54.17811,6.275052669626502,6.22333088292654,6.320906798965126
115,2022-08-30,Western Europe,240.69695,252.16539,228.88452,55.722206,58.4021,52.977627,6.253551427168122,6.203418320859432,6.299671334864918
116,2022-08-31,Western Europe,235.73651,246.71185,224.0586,54.574066,57.17337,51.893517,6.232723427700232,6.1814741999347556,6.277206701763638
117,2022-09-01,Western Europe,230.85661,241.67018,219.42334,53.468315,55.95304,50.8103,6.211357147683396,6.160759575946839,6.257487859955032
118,2022-09-02,Western Europe,226.16338,236.7659,214.8567,52.346825,54.809048,49.749485,6.191476850327886,6.139795296212096,6.237141308150086
119,2022-09-03,Western Europe,221.32335,231.68063,210.25783,51.295334,53.689247,48.712654,6.168502535304409,6.117583066451864,6.21435973698524
120,2022-09-04,Western Europe,216.42941,227.15218,205.84369,50.187984,52.55251,47.668266,6.145606070880177,6.096821114678974,6.196280337907183
121,2022-09-05,Western Europe,211.91985,222.44861,201.7905,49.08275,51.52734,46.686913,6.1257614444957635,6.077848990580965,6.17413249612227
122,2022-09-06,Western Europe,207.75449,218.17763,197.2658,48.07039,50.45728,45.77426,6.106900516432906,6.05223501086406,6.156344876802644
123,2022-09-07,Western Europe,203.26607,213.96367,192.65828,47.12858,49.512314,44.72225,6.083004829373722,6.028217778089978,6.136243881635735
124,2022-09-08,Western Europe,199.1094,209.88289,188.7791,46.127174,48.53994,43.68405,6.0631594302222105,6.011024869383907,6.117565272230131
125,2022-09-09,Western Europe,194.51663,205.73677,184.55058,45.127052,47.628304,42.81489,6.038406251514338,5.985814024659847,6.096620685377835
126,2022-09-10,Western Europe,190.53308,201.43558,180.87093,44.13224,46.684982,41.85756,6.019313893897218,5.968147759599188,6.074369547142721
127,2022-09-11,Western Europe,186.37112,197.02744,176.85713,43.230133,45.70355,41.03069,5.9957949534488675,5.943216959146818,6.051362860788169
128,2022-09-12,Western Europe,182.39926,193.07658,172.8927,42.301025,44.72368,40.11355,5.974437543231833,5.920480978689657,6.032523499716179
129,2022-09-13,Western Europe,178.37825,189.16452,169.00467,41.407135,43.842514,39.230133,5.951212201809093,5.897260364316547,6.0114830587648145
130,2022-09-14,Western Europe,174.48016,185.2608,164.97638,40.478188,42.947884,38.335857,5.929711636115578,5.872071771405866,5.990394562956451
131,2022-09-15,Western Europe,170.4104,181.30489,161.2723,39.593372,42.056587,37.438454,5.904610379718812,5.8503429427936995,5.968196976973745
132,2022-09-16,Western Europe,166.50975,177.51021,157.43631,38.678757,41.161182,36.615463,5.881670017370987,5.824424172974722,5.94741344846128
133,2022-09-17,Western Europe,162.57768,173.61258,153.60138,37.79837,40.318108,35.73134,5.856898676074829,5.799546254705939,5.923704651458199
134,2022-09-18,Western Europe,158.6607,169.6337,149.67912,36.914055,39.42687,34.86076,5.831796366234865,5.772478583573293,5.899688068781611
135,2022-09-19,Western Europe,154.61699,165.82684,145.96779,36.018196,38.537506,33.97072,5.804730617478032,5.748125804181154,5.8771090933053625
136,2022-09-20,Western Europe,151.05478,161.93211,142.50034,35.115448,37.682877,33.14071,5.7834967767950545,5.724779154751964,5.852001365787947
137,2022-09-21,Western Europe,147.2985,158.08034,139.12901,34.296246,36.783623,32.339954,5.756739197556649,5.701352652041708,5.828006870106987
138,2022-09-22,Western Europe,143.69058,154.24655,135.48602,33.440125,35.933445,31.573797,5.73242076859299,5.672262174822338,5.802288934525168
139,2022-09-23,Western Europe,140.08914,150.44519,132.00269,32.630585,35.054443,30.754866,5.706160649265641,5.646449196137544,5.777148115845299
140,2022-09-24,Western Europe,136.52072,146.81606,128.79143,31.814941,34.17621,29.97018,5.679869593182447,5.623038480502453,5.753684052941424
141,2022-09-25,Western Europe,133.00345,143.1043,125.36014,31.012463,33.36938,29.234547,5.65321379896005,5.593883122719787,5.726361576467429
142,2022-09-26,Western Europe,129.538,139.45201,121.89139,30.189533,32.52207,28.455229,5.627306093317233,5.5647816842773725,5.700374939125681
143,2022-09-27,Western Europe,125.99483,136.01479,118.31489,29.426117,31.680916,27.664034,5.597451954823867,5.533418920475904,5.67666559841682
144,2022-09-28,Western Europe,122.473595,132.15189,114.95578,28.609991,30.906277,26.87565,5.568887738413236,5.504727212591551,5.643797402763048
145,2022-09-29,Western Europe,118.94797,128.38902,111.64015,27.806946,30.015966,26.09024,5.538939315055647,5.475853025950259,5.615253126507367
146,2022-09-30,Western Europe,115.429245,124.97366,108.39787,27.00444,29.157923,25.345016,5.508167012200378,5.445887594959715,5.590332132741047
147,2022-10-01,Western Europe,111.78897,121.37785,105.093124,26.185135,28.396832,24.600847,5.474886731169487,5.4137656508730005,5.55839204435734
148,2022-10-02,Western Europe,108.26065,117.53753,101.80506,25.368916,27.545681,23.847649,5.44241166520297,5.381286797759309,5.524522439322443
149,2022-10-03,Western Europe,105.0014,113.75998,98.39021,24.5728,26.689644,23.093021,5.413160046089905,5.345204983249525,5.490758774933931
150,2022-10-04,Western Europe,101.77809,110.024506,95.06525,23.82742,25.835936,22.315508,5.381605511118751,5.310697952537064,5.456492674033372
151,2022-10-05,Western Europe,98.58365,106.32486,92.032715,23.094547,24.985254,21.564053,5.349067143100399,5.280113327384025,5.421565257438339
152,2022-10-06,Western Europe,95.48439,102.688126,89.069824,22.362083,24.13826,20.884722,5.317411575326062,5.246676135504002,5.386447669793476
153,2022-10-07,Western Europe,92.2068,99.23593,85.95958,21.660011,23.301294,20.193403,5.279452831127665,5.209251224069307,5.353344216517332
154,2022-10-08,Western Europe,89.2229,95.77584,82.97427,20.921875,22.507744,19.492144,5.248333023298084,5.173902426313201,5.317014313875972
155,2022-10-09,Western Europe,86.16394,92.46778,79.96095,20.246227,21.739061,18.807613,5.21138788559329,5.135667865768655,5.281462649982207
156,2022-10-10,Western Europe,83.115204,89.16826,77.07048,19.53495,20.976866,18.124634,5.1751029412749086,5.099021467756304,5.244482901326868
157,2022-10-11,Western Europe,80.07585,85.92018,74.18336,18.839458,20.233934,17.465055,5.136847940257705,5.059730524557707,5.206329174959043
158,2022-10-12,Western Europe,76.95372,82.76581,71.23247,18.140007,19.48418,16.814075,5.09514139325824,5.016533993747211,5.169280072008705
159,2022-10-13,Western Europe,74.12715,79.533005,68.61486,17.447556,18.76089,16.131605,5.059216961819695,4.9830906869220435,5.127422621100818
160,2022-10-14,Western Europe,71.39163,76.44153,65.94031,16.800617,18.028624,15.540665,5.021798478681102,4.940892560375524,5.087944372126864
161,2022-10-15,Western Europe,68.4748,73.420715,63.377007,16.1728,17.31527,14.9316635,4.976453589410114,4.901571054233806,5.04767628131542
162,2022-10-16,Western Europe,65.58983,70.69707,60.844505,15.50058,16.636662,14.346568,4.932816683747642,4.85998509226088,5.0120522637877025
163,2022-10-17,Western Europe,62.805645,67.87795,58.391544,14.855598,16.025536,13.776119,4.888565971468506,4.818258403240397,4.9680918485676155
164,2022-10-18,Western Europe,60.298016,65.05974,55.94809,14.230154,15.369101,13.21052,4.850087987262177,4.774687930667184,4.925105603618473
165,2022-10-19,Western Europe,57.78282,62.44382,53.494022,13.649176,14.72666,12.6574955,4.8065566652561404,4.727743068780659,4.885727907824765
166,2022-10-20,Western Europe,55.40324,59.892296,51.17332,13.0791645,14.138649,12.090591,4.765108503193244,4.684861877591277,4.843036473075967
167,2022-10-21,Western Europe,53.04372,57.469418,48.956474,12.538835,13.553995,11.557245,4.720255149591962,4.641403541671875,4.8026773725121465
168,2022-10-22,Western Europe,50.81692,55.018105,46.761192,11.995527,13.004475,11.075607,4.678777729130185,4.592214953189058,4.756883916207515
169,2022-10-23,Western Europe,48.605507,52.859592,44.60489,11.499429,12.463283,10.56797,4.632029111965962,4.544712079525497,4.719344238929573
170,2022-10-24,Western Europe,46.389137,50.54882,42.560604,10.984894,11.951219,10.070401,4.5844623940588765,4.499110365575208,4.67189874183582
171,2022-10-25,Western Europe,44.28827,48.263924,40.626884,10.485042,11.425729,9.608218,4.5383428622440505,4.453094075412719,4.6243538101847435
172,2022-10-26,Western Europe,42.26996,46.27137,38.7304,10.009989,10.924023,9.168798,4.491422661575909,4.404296264139796,4.584935332971704
173,2022-10-27,Western Europe,40.30079,44.06629,36.80105,9.54348,10.444669,8.727472,4.443736764097986,4.351429822450999,4.532151296853145
174,2022-10-28,Western Europe,38.45682,42.043133,35.06584,9.107188,9.953255,8.313862,4.396860934476069,4.3033834516821825,4.486345321077495
175,2022-10-29,Western Europe,36.656487,40.098755,33.20568,8.683602,9.493789,7.899339,4.348597222500382,4.2455156256068305,4.438905597018774
176,2022-10-30,Western Europe,34.924904,38.269268,31.488739,8.27717,9.065383,7.4779563,4.299752009689003,4.194153266415861,4.391684069714003
177,2022-10-31,Western Europe,33.265335,36.483234,29.888708,7.8765416,8.643725,7.0930376,4.251995622732368,4.142700636638561,4.343724820461751
178,2022-11-01,Western Europe,31.620428,34.857376,28.379007,7.499486,8.245962,6.735031,4.199625069432828,4.09082977014839,4.299658722941117
179,2022-11-02,Western Europe,30.005253,33.08541,26.993689,7.1318865,7.8608103,6.3991833,4.14502196642324,4.041888642476125,4.243147926129548
180,2022-11-03,Western Europe,28.513376,31.496181,25.584188,6.7662916,7.4707093,6.0837526,4.095646273179067,3.985180118721258,4.195595472430011
181,2022-11-04,Western Europe,27.099373,29.982986,24.240194,6.4284105,7.1106806,5.7523336,4.045146694544993,3.933271532423559,4.146515030770026
182,2022-11-05,Western Europe,25.685555,28.553593,22.926815,6.1018124,6.7738185,5.4513063,3.990124520892862,3.8756119238503497,4.097353414167484
183,2022-11-06,Western Europe,24.403137,27.157642,21.726145,5.7893076,6.4327655,5.1625338,3.940263499716457,3.8224580619996456,4.048765240482084
184,2022-11-07,Western Europe,23.08051,25.87167,20.498415,5.4958224,6.1193924,4.876615,3.880841656351586,3.7630966199648905,4.001687104192987
185,2022-11-08,Western Europe,21.915533,24.50244,19.340712,5.193446,5.829936,4.6032677,3.8338466830531313,3.704511007050648,3.9413922056964092
186,2022-11-09,Western Europe,20.794985,23.19868,18.240494,4.936529,5.520629,4.339406,3.779614070515173,3.6464034822797866,3.886551777371154
187,2022-11-10,Western Europe,19.68692,22.0001,17.21229,4.674263,5.223406,4.098765,3.7246902278546874,3.587414437706932,3.835797137508435
188,2022-11-11,Western Europe,18.60941,20.906963,16.234266,4.4304857,4.9641314,3.86338,3.665678336099362,3.529558758588277,3.7847790046212664
189,2022-11-12,Western Europe,17.605759,19.821762,15.318127,4.183349,4.70735,3.644939,3.612192826376958,3.471586986078497,3.7312885525480284
190,2022-11-13,Western Europe,16.667454,18.821997,14.478451,3.9555988,4.4614677,3.4384418,3.558636737682305,3.417157227985116,3.6814275049230423
191,2022-11-14,Western Europe,15.762833,17.86303,13.656776,3.742314,4.243132,3.250874,3.502458337078841,3.356400553607951,3.6270175714690964
192,2022-11-15,Western Europe,14.87748,16.92765,12.833525,3.5415816,4.0231295,3.0576372,3.441976732857842,3.2933321337632435,3.5726894963999367
193,2022-11-16,Western Europe,14.0686245,16.032076,12.0849495,3.3396225,3.8112054,2.8743224,3.3888892530978914,3.2349575307512937,3.5180902332060007
194,2022-11-17,Western Europe,13.280651,15.178463,11.360896,3.1625528,3.6120424,2.7058244,3.3280895977358753,3.171800751472059,3.4623344756938375
195,2022-11-18,Western Europe,12.539455,14.354644,10.705435,2.982821,3.418616,2.5435386,3.27174346908314,3.1147996712023507,3.405764055720815
196,2022-11-19,Western Europe,11.854284,13.578401,10.110099,2.8154151,3.2330863,2.398023,3.2171217511565158,3.0592778220932284,3.350376364602592
197,2022-11-20,Western Europe,11.152916,12.838916,9.560205,2.6587272,3.0593338,2.2638164,3.1524072841592887,3.0050190984899796,3.2936173816407015
