# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 18 14:00:30 PST 2022 [seed=1668808815142]
# -threads 15 -save_every 2000000 -beagle hmpxv_unmasked.xml
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	skyline
250000	-258469.3748679756	-3386.850308149822	-255082.52455982578	2.7453390141090406	2020.0519212598635	296.6043223336835	154.60799845422434	272.2562743568151	420.666111126921	281.69684609032964	370.55985522982496	35.73223455127119	27.900677309260566	76.92325267799266	2.0942460575767483	0.16300331273234578	15.0	14.0	2.0	14.0	18.0	19.0	68.0	22.0	53.0	9.0	30.623033008218435	0.3352408329177361	0.1647298055277229	0.16366572613183394	0.3363636354227075	0.040865961633270186	7.712114218538199E-6	7.7121142185382E-6	-255082.52455982578	0.0	-1025.9243612783566
275000	-258391.2756514532	-3398.8222169326214	-254992.45343452058	4.127200955034139	2018.6700593189385	299.2537641620717	166.07926902695237	318.91790965405164	426.16893302194717	266.2464681841933	366.546800311482	180.28117329107812	44.24394561866335	28.04657741430945	2.552318290929971	0.539938841393569	20.0	8.0	14.0	1.0	9.0	11.0	81.0	27.0	55.0	8.0	26.127347091448915	0.33660725582951906	0.16593672535952983	0.16298768233605374	0.3344683364748979	0.027301412905397667	7.5640898790738235E-6	7.564089879073813E-6	-254992.45343452058	0.0	-1038.9035130800721
300000	-258239.71531097707	-3357.4410548377923	-254882.2742561393	3.9094255082422738	2018.8878347657303	273.9101617967739	190.18973364685445	274.5724706742529	101.20660907754197	267.60279582023554	685.006911242184	23.029063386163212	42.47355459664473	24.262979865175467	2.0718915562226106	0.506512061125084	23.0	5.0	12.0	6.0	4.0	16.0	77.0	28.0	51.0	12.0	24.413667819448445	0.3338366780491466	0.16589181161416552	0.1642281756095906	0.3360433347270978	0.04915960908809899	7.75344130811524E-6	7.753441308115234E-6	-254882.2742561393	0.0	-997.9176839189809
325000	-258225.9844318327	-3358.6533607421925	-254867.3310710905	2.7729320542331077	2020.0243282197396	291.00320105633415	268.58010728872114	245.28331825227167	241.103427444807	358.3009708693864	387.91668328469115	25.549498841060373	44.50860459828925	29.989271900619585	2.8785780324646124	0.4167990384702658	24.0	7.0	4.0	8.0	8.0	18.0	79.0	19.0	54.0	13.0	26.82003118367836	0.33467862140250293	0.1637439472158667	0.16478509948475045	0.33679233189688035	0.01640261237527184	7.2868602731712775E-6	7.2868602731712775E-6	-254867.3310710905	0.0	-999.7142881861445
350000	-258233.29067546502	-3388.073047683839	-254845.21762778118	4.134865011772833	2018.6623952621997	260.4446801969339	203.81139851473824	244.28394529086552	356.20787965129927	210.31800403582238	132.85629730251497	105.93037111842524	29.50965018832372	44.98385233690261	3.159456083466859	1.3990498647294853	26.0	21.0	2.0	18.0	15.0	12.0	67.0	10.0	43.0	20.0	27.346535291449026	0.3379460883894283	0.1642615067779761	0.1619528048786714	0.33583959995392465	0.02412098962634485	8.22237777853065E-6	8.222377778530645E-6	-254845.21762778118	0.0	-1029.5259407523051
375000	-258089.36394958824	-3347.2458484185836	-254742.11810116965	2.841242042121648	2019.956018231851	231.73127704070424	174.75509601165655	221.7491917951874	68.77413629329702	281.05820282620533	156.38213287834165	121.03188209036458	16.789223489834136	3.056477653487175	2.1084000797032845	0.5223440573212847	35.0	21.0	19.0	6.0	19.0	11.0	64.0	5.0	35.0	19.0	32.651761738621886	0.3361367217020752	0.16420473144932546	0.16403135886485604	0.33562718798374375	0.009463061870290033	9.113501589218432E-6	9.113501589218434E-6	-254742.11810116965	0.0	-992.136837325353
400000	-258042.6831552815	-3329.4122702311724	-254713.27088505033	2.5590991105771397	2020.2381611633955	236.71708072351987	238.69004415665154	101.84437413789868	116.21295947611047	131.04812479886823	207.15212441635626	33.729004395992966	21.69613659246441	1.0583153685451736	2.5539371722408695	0.275913424281714	28.0	26.0	31.0	3.0	13.0	11.0	60.0	5.0	39.0	18.0	36.37229884469764	0.3342210924849459	0.16521729096014365	0.1656143051445607	0.3349473114103503	0.004269891701793229	9.96212811287021E-6	9.962128112870233E-6	-254713.27088505033	0.0	-976.6344729237037
425000	-257949.04100604603	-3274.51000043624	-254674.53100560978	1.859020518327171	2020.9382397556453	216.7216159146447	103.81655508485665	222.51199087824494	177.13941265884418	105.35546285576675	113.93384189084992	5.840114596859292	16.726763465845035	3.6631527565132953	1.69929502239493	0.08433340134203336	17.0	13.0	32.0	15.0	24.0	16.0	62.0	3.0	38.0	14.0	39.9706090176643	0.3359955093310594	0.16520000987939734	0.16440208244710716	0.3344023983424367	0.04119018483837643	9.197880492310485E-6	9.197880492310486E-6	-254674.53100560978	0.0	-923.2509410410981
450000	-257903.6437276268	-3272.6263031725166	-254631.01742445427	1.94947491856141	2020.8477853554111	218.90911491254676	99.56561709941502	78.38770790482876	186.62078949548714	247.0742415795753	53.48143124775962	13.17528335435057	13.973256257376207	13.380095261452432	2.1324062832722337	0.03586240157890274	18.0	6.0	24.0	35.0	17.0	20.0	57.0	8.0	32.0	17.0	32.256793304421265	0.33570156738687146	0.16466437971459214	0.16428006849944687	0.3353539843990901	0.040450836965309905	1.0228956614478492E-5	1.0228956614478503E-5	-254631.01742445427	0.0	-921.8742158437401
475000	-257928.51247077374	-3284.632571108046	-254643.87989966568	1.786351273066291	2021.0109090009064	199.41502408663663	70.49281412464426	82.36320970724911	190.84194792309026	92.04529138140413	117.47267876609499	18.86877642222904	22.455044988905854	9.203711948160972	1.576910507761517	0.06311376910129315	38.0	10.0	26.0	21.0	12.0	16.0	53.0	11.0	30.0	17.0	28.019974659539994	0.3372658801776773	0.16598871630500783	0.1637646615982168	0.3329807419190987	0.009554415422920338	1.049379490583696E-5	1.0493794905836937E-5	-254643.87989966568	0.0	-934.8945374753566
500000	-257866.87442392783	-3232.281468437642	-254634.5929554902	1.7696114701290433	2021.0276488038435	192.44865993442647	71.18496352428937	329.6294063618491	99.27018348634077	211.8699145125252	18.694368659497623	83.5754742700848	10.266756191348799	14.62868387985355	4.672057747452815	0.027999684508527477	41.0	12.0	10.0	21.0	17.0	20.0	57.0	5.0	29.0	22.0	33.14510562124539	0.3358919053798591	0.16633551010727296	0.16331584408774633	0.3344567404251222	0.06611753454499275	1.0350554782967957E-5	1.035055478296796E-5	-254634.5929554902	0.0	-873.7168522137446
525000	-257820.41114227002	-3240.703713956984	-254579.70742831304	1.7050945283747718	2021.0921657455979	190.30024094402165	65.79729414812438	207.4869074819655	237.45744056386712	290.2286292479235	28.42770632037841	23.598484626779	17.48393482465457	7.83682300223431	8.384692190925328	0.08894433533940664	36.0	17.0	4.0	18.0	25.0	25.0	42.0	5.0	36.0	26.0	39.24056971100819	0.33581284682920953	0.16547347860139633	0.1637053600419342	0.33500831452746044	0.013381992130227798	1.116721125315186E-5	1.1167211253151858E-5	-254579.70742831304	0.0	-886.362444795661
550000	-257725.80138177896	-3145.931860356553	-254579.8695214224	1.582560741358228	2021.2146995326143	169.3498316551292	77.65784232475526	204.74325972040984	146.41601423726306	129.6947093920956	12.781194132185467	20.83749214694871	3.192408756428655	5.745455753737065	8.78241920747961	0.046741912650964765	38.0	23.0	3.0	15.0	12.0	36.0	50.0	5.0	25.0	27.0	38.237479735138386	0.33517320417265195	0.1656757813164643	0.16498163561399487	0.33416937889688925	0.042470825643483985	1.0427861288268777E-5	1.0427861288268777E-5	-254579.8695214224	0.0	-794.7263224056935
575000	-257793.7497143894	-3195.758087982286	-254597.99162640714	1.649184222597167	2021.1480760513755	170.61227743234966	54.84120148172361	246.10930822072277	92.90916837334514	170.74143829265532	135.73617433952305	35.56806974629966	5.699569256267934	4.88140741061043	5.576233050380318	0.06547557010110822	35.0	19.0	27.0	5.0	3.0	35.0	63.0	3.0	18.0	26.0	24.986427459010415	0.33669923241956523	0.16478829850135374	0.16539179362422987	0.3331206754548515	0.03776729063784404	1.0832107034832241E-5	1.0832107034832238E-5	-254597.99162640714	0.0	-843.0035949715764
600000	-257796.78385828764	-3196.572922570095	-254600.21093571754	1.5805507845001963	2021.2167094894724	171.61783816456543	42.10471906583631	364.2980483282888	90.86313350443181	114.64972757522781	58.64083414594552	14.598960333162445	7.887393665499828	10.071257701433442	4.315854134740184	0.04135476338554451	28.0	12.0	33.0	15.0	6.0	28.0	69.0	4.0	17.0	22.0	20.1542678517027	0.33464853191348193	0.16560960483393175	0.1644201032788148	0.33532175997377184	0.035317301055716066	1.1697851964218461E-5	1.1697851964218461E-5	-254600.21093571754	0.0	-842.5739771033243
625000	-257770.81810122996	-3200.652854763944	-254570.16524646603	1.4732623048375937	2021.323997969135	145.88662186120274	51.181380423980265	191.06313115451923	136.65150781197073	68.21771496111239	23.95061030532192	36.25524147348097	4.345927487067441	4.5921996109324255	5.469557667064256	0.0780612646433721	36.0	17.0	21.0	9.0	14.0	27.0	66.0	3.0	23.0	18.0	27.18199627422749	0.3367698241554433	0.16443880688038212	0.1633232903068582	0.33546807865731687	0.08847320774231728	1.3323543698044129E-5	1.3323543698044134E-5	-254570.16524646603	0.0	-851.3174648121291
650000	-257787.88219644892	-3225.5695068603018	-254562.3126895886	1.5796419611464767	2021.217618312826	147.1368178442578	58.13006850912767	80.87160969540182	138.70512112189698	81.92421608525305	24.76669388942367	52.34365770949013	4.650908854679766	9.384091892283617	3.251725977640633	0.04997077430484887	37.0	16.0	6.0	13.0	23.0	40.0	62.0	8.0	14.0	15.0	30.418793355597728	0.3355328228577955	0.16542710970142924	0.1635382904835294	0.33550177695724637	0.05744664609804743	1.3880147310998622E-5	1.3880147310998626E-5	-254562.3126895886	0.0	-876.3707210227386
675000	-257730.2337346361	-3188.8972428315647	-254541.33649180454	1.375901492765755	2021.421358781207	126.22186955729177	53.20358812094822	69.27341360035491	107.9470599686109	166.7934747152533	50.754021836729805	25.199572944971518	7.686084628368873	0.43183834501895435	2.832153649154957	0.06666322164363402	13.0	27.0	11.0	15.0	14.0	55.0	56.0	6.0	21.0	16.0	37.46985380437914	0.3346696758298979	0.1655960589583978	0.16431745533649955	0.3354168098752054	0.0051555594677454115	1.6225864046964407E-5	1.6225864046964404E-5	-254541.33649180454	0.0	-838.2899573627451
700000	-257651.2695427172	-3128.8671050227717	-254522.40243769443	1.2466243650427964	2021.5506359089297	102.30835596710547	32.41869656235788	104.43869681712673	30.482491464884784	58.58349393189973	55.30782651951606	35.8881916407422	4.241259445113772	7.952217093358989	3.094452646239654	0.0395626366859141	32.0	13.0	20.0	22.0	4.0	45.0	50.0	15.0	16.0	17.0	21.18866046990086	0.33525638860964685	0.16500248795939415	0.16342790877381902	0.33631321465714054	0.06111757328184139	2.1910201403619004E-5	2.1910201403619018E-5	-254522.40243769443	0.0	-782.3415339240617
725000	-257621.62026690613	-3116.7990831442803	-254504.82118376184	1.2407818241023145	2021.5564784498704	93.58968834653491	42.318093059579525	75.31647572620518	31.933463335066925	44.13109071158051	97.2251871211215	23.817008061089762	3.0234919779330425	5.155462114008228	2.5277780806952017	0.0424061402789476	29.0	18.0	7.0	32.0	2.0	55.0	58.0	7.0	10.0	16.0	30.036673239057084	0.33580266455284574	0.16515701890448703	0.16398854495215273	0.33505177159051486	0.009437978448922359	2.212061246494287E-5	2.2120612464942872E-5	-254504.82118376184	0.0	-771.4314489652548
750000	-257590.13745807353	-3093.9934789903855	-254496.14397908314	1.18941658175837	2021.6078436922141	95.15172624778792	25.37171892190791	78.01008440272935	42.57641340711704	29.188848432121866	21.106825461721446	27.21586844814891	5.51773449705434	1.188465208841304	3.4514869388054596	0.008930690441166438	35.0	17.0	8.0	27.0	14.0	41.0	56.0	15.0	6.0	15.0	23.800363830572493	0.3346334755735613	0.16507038691663994	0.1642160932677899	0.336080044242009	0.025129012844861593	1.771300260816536E-5	1.7713002608165374E-5	-254496.14397908314	0.0	-750.9593412566719
775000	-257642.97287501028	-3141.773309109492	-254501.19956590078	1.2654905651366823	2021.531769708836	103.43511116573124	47.259475781194176	98.76830541676946	321.8188836528422	40.282032890964295	99.87909669331222	14.881544231797625	4.6274089539959515	1.0923447796856094	3.7315078288833634	0.03679219932547882	33.0	8.0	3.0	38.0	15.0	40.0	57.0	10.0	15.0	15.0	24.1288005983257	0.33628290898933333	0.16470949479980104	0.1641422051635731	0.33486539104729274	0.019456288681535414	2.020796504187703E-5	2.0207965041877005E-5	-254501.19956590078	0.0	-791.69318264966
800000	-257524.92242331972	-3097.689019449715	-254427.23340387	1.2650697625297707	2021.5321905114429	93.54986039403052	25.929507197148226	71.42783027055742	86.95179115088544	23.57033095779959	28.14166743494743	45.94824713010833	2.3794471074231285	2.555005280527949	3.303558953146034	0.04775001924816344	41.0	5.0	9.0	43.0	2.0	39.0	56.0	8.0	16.0	15.0	21.708655275255744	0.3351571356290111	0.16400650869245081	0.16480368401089654	0.33603267166764167	0.07043276417262065	2.194578655884531E-5	2.19457865588453E-5	-254427.23340387	0.0	-753.7744961440238
825000	-257496.05270823443	-3050.6787676927374	-254445.3739405417	1.1715914664889728	2021.6256688074836	88.42928764446589	18.638580131638424	172.14319022540587	24.05393802633056	17.40494303246957	39.303275825358085	48.26424205890654	2.2537354590932828	6.753922865458075	3.251869177581327	0.05534910981319139	45.0	6.0	6.0	42.0	4.0	32.0	61.0	8.0	14.0	16.0	26.967535617598557	0.3329917198037091	0.16412418970926917	0.1658335242131357	0.337050566273886	0.03636316776274066	2.055819982824678E-5	2.0558199828246773E-5	-254445.3739405417	0.0	-698.7711495725368
850000	-257517.83157924216	-3076.6124086099317	-254441.21917063222	1.2117312832451297	2021.5855289907274	90.51216140336128	22.728092597743075	77.51119779766017	87.33263300764747	18.157510611270304	10.28839389734196	25.05797417720183	2.632095178272134	4.201975559117103	3.4126762765009535	0.02622341985338522	40.0	15.0	9.0	41.0	4.0	32.0	50.0	20.0	6.0	17.0	32.91254497804601	0.335579738908346	0.16519045899323134	0.16425664022108058	0.3349731618773419	0.043738029992238005	1.9204194747694358E-5	1.9204194747694372E-5	-254441.21917063222	0.0	-732.3806671342741
875000	-257548.08598830012	-3116.5121011445462	-254431.57388715557	1.1905587149157715	2021.6067015590568	91.05652385879642	38.7576361417553	65.24699736967632	8.556751090616617	17.737109829262813	25.526042467483947	32.906353600134054	4.358911260633413	3.348211525212254	4.1748809086450835	0.03911633394842203	37.0	26.0	13.0	52.0	11.0	9.0	48.0	3.0	20.0	15.0	20.367933133140085	0.33347160777389523	0.16544264539620063	0.16476223071456825	0.3363235161153357	0.007251359832805535	2.0032745705123584E-5	2.0032745705123563E-5	-254431.57388715557	0.0	-774.8125120949557
900000	-257474.36095648265	-3070.247463448811	-254404.11349303383	1.0939956722989859	2021.7032646016737	79.06207111268611	33.41149421501023	65.26636417543082	22.89432118893726	13.416910705661463	22.670790956889153	13.61193700331225	3.0509732235442417	3.0033181447188046	5.61890589044308	0.02297310876467161	40.0	20.0	14.0	50.0	11.0	16.0	39.0	3.0	24.0	17.0	34.7947049457594	0.33512166863977816	0.16666614526768425	0.1635973766629586	0.33461480942957866	0.09364130883944692	2.490086345068782E-5	2.4900863450687843E-5	-254404.11349303383	0.0	-728.3276256894621
925000	-257460.57982595667	-3056.876807635974	-254403.7030183207	1.0912735611590443	2021.7059867128135	73.37162161936857	14.873154481582308	64.1122038328715	19.474703698287804	14.353931535133393	9.92807974782875	14.017005715247482	1.479631662971511	4.1444203627572	6.9043769545219575	0.030161296967515953	39.0	19.0	23.0	55.0	10.0	28.0	29.0	4.0	10.0	17.0	30.100449051637717	0.3352994860353848	0.16481295526449338	0.16435468194084504	0.3355328767592767	0.0160160552086675	2.5367937642727583E-5	2.5367937642727566E-5	-254403.7030183207	0.0	-714.4417603628938
950000	-257467.43564979755	-3059.1073547756628	-254408.3282950219	1.0756694128454318	2021.7215908611272	69.66452223856653	19.101647725486636	30.8017573163015	34.42364377696921	15.361102782156125	16.776698568765866	8.182192857398867	3.524985489489721	1.9556272089391977	4.1598600742285985	0.025115186299012906	47.0	1.0	34.0	60.0	18.0	21.0	26.0	3.0	7.0	17.0	31.619137947335478	0.3364332188810099	0.16488471393752044	0.16442356730036065	0.3342584998811088	0.03153376155597786	2.7306913788144662E-5	2.7306913788144655E-5	-254408.3282950219	0.0	-720.6708577062843
975000	-257444.3067901745	-3018.733452009335	-254425.57333816518	1.0361638173354948	2021.761096456637	66.62654872200528	13.549306283775476	29.876415392079288	32.14873623604776	14.458944435753143	3.884444201985692	3.8901028701298697	4.1586587669898485	3.287380173958002	6.130537944760263	0.018174995771740924	44.0	2.0	48.0	56.0	15.0	12.0	18.0	12.0	9.0	18.0	40.292871572026066	0.33513734778866255	0.16588058459358893	0.16298538618971495	0.3359966814280334	0.11857944772854356	2.7426231511654195E-5	2.742623151165414E-5	-254425.57333816518	0.0	-680.6079531155043
1000000	-257394.4283421375	-2993.457482641268	-254400.9708594962	1.0055205245309713	2021.7917397494416	66.25739164966522	14.510314850815984	29.251278734674333	40.892869616347774	13.291786056399769	3.4725723667739725	5.182487970996595	1.6978768400007593	3.258156181427382	8.03221107450193	0.010631194198574395	38.0	13.0	43.0	51.0	20.0	3.0	28.0	3.0	17.0	18.0	26.26289804965786	0.33633888724211874	0.16470457696403848	0.16459392619238533	0.3343626096014574	0.0563009272413953	3.280485684436157E-5	3.280485684436156E-5	-254400.9708594962	0.0	-655.274530732146
1025000	-257411.8820701495	-2994.0642437882525	-254417.81782636125	1.0046741135615382	2021.792586160411	66.771040201523	20.756891265910163	46.83898466341812	33.62854726643328	11.399761724874166	4.127052735919999	4.385579982761565	0.799090086851265	2.346059255036403	7.002004967406821	0.0397117216445723	36.0	17.0	38.0	48.0	21.0	6.0	20.0	14.0	15.0	19.0	25.876324891082202	0.33441607095895826	0.16365460841997267	0.1642419075702902	0.3376874130507788	0.035902413277097964	2.8495736059255434E-5	2.8495736059255444E-5	-254417.81782636125	0.0	-655.6935190028993
1050000	-257392.3158402153	-2976.163770888459	-254416.15206932684	1.0121178804506512	2021.785142393522	71.56074748253923	10.790222012973137	21.17839522551365	55.506680065535846	7.390202954453239	2.4523005369936586	2.797509345559457	2.6349917641046403	5.988972636661129	4.384646153549078	0.019226536131364547	29.0	10.0	42.0	51.0	16.0	20.0	19.0	9.0	19.0	19.0	28.5294305198386	0.33550803048132744	0.16418724444989916	0.16433107429866395	0.3359736507701094	0.006564565765832688	2.5194057222959352E-5	2.519405722295937E-5	-254416.15206932684	0.0	-639.6585782348869
1075000	-257367.79360370126	-2992.2197173139757	-254375.57388638728	1.0341124546248603	2021.7631478193478	70.06205438786539	18.06045884844828	28.312005934778828	50.22323929198231	9.62188508238862	2.3962328867338942	1.738901168021025	3.0874183859542206	1.9916615072669315	6.155239370240315	0.021126407420594257	25.0	6.0	47.0	51.0	8.0	2.0	37.0	17.0	22.0	19.0	28.20248528707681	0.3361354949441469	0.1644265838332296	0.16423236517279746	0.3352055560498258	0.13342279749208028	2.5971852176610577E-5	2.5971852176610567E-5	-254375.57388638728	0.0	-655.2254974756279
1100000	-257432.24363545806	-3013.935853907904	-254418.30778155016	1.00688235522493	2021.7903779187477	74.86220457269935	28.001107647116495	21.65099352288666	68.3808754131269	15.774915375754349	3.088245009927195	2.680315699892321	4.576969965631827	1.643100170115319	4.302059779953935	0.03223441122629037	14.0	5.0	43.0	51.0	10.0	8.0	40.0	7.0	37.0	19.0	20.12773855527096	0.33405571298582254	0.1653486749264573	0.16480385078552798	0.33579176130219196	0.06799359909698159	2.8634009528260827E-5	2.863400952826082E-5	-254418.30778155016	0.0	-676.0412226571572
1125000	-257391.6967847048	-2986.178708757172	-254405.51807594762	1.0022172097841548	2021.7950430641883	71.5514782284298	7.884396701977468	22.992687250582687	67.47462847344231	13.989126966579853	22.080521167264227	5.042538082446257	1.615486737230483	2.923587184850547	4.091958242234512	0.019505740204589214	6.0	17.0	38.0	47.0	7.0	10.0	43.0	13.0	35.0	18.0	22.642152588287576	0.3348403218907244	0.1649630952110005	0.1649304172353585	0.33526616566291645	0.031910116770890326	2.6152493267675827E-5	2.6152493267675854E-5	-254405.51807594762	0.0	-647.1263559542557
1150000	-257346.36943770555	-2971.833691416036	-254374.5357462895	0.9986772086220694	2021.7985830653506	70.33528403394145	26.036732323918354	14.987326990823519	68.11696987483002	7.6049964546464475	10.071736111621659	1.6164449126418443	1.4736914422699554	1.6824053061152109	4.29996478580048	0.020593383148081217	16.0	6.0	43.0	40.0	25.0	4.0	40.0	4.0	37.0	19.0	37.4776966316054	0.33578303399819437	0.16563367216750463	0.16402281882824785	0.33456047500605307	0.1376024021522706	2.676963660102808E-5	2.6769636601028112E-5	-254374.5357462895	0.0	-632.5257240067368
1175000	-257367.4706488962	-2967.543204982312	-254399.9274439139	1.0000681389978674	2021.7971921349747	65.27304041764191	19.22942557719986	82.33826330433041	44.789139223266034	13.411847257052406	7.438193401825048	1.579071684394884	2.0435626279831207	2.108993881055353	3.965798792913788	0.04144812009678597	24.0	11.0	36.0	30.0	34.0	15.0	33.0	4.0	27.0	20.0	31.92788693834952	0.33484693271553306	0.1644580203154626	0.16699788059223564	0.33369716637676866	0.08539709552482679	2.6886294694716854E-5	2.688629469471687E-5	-254399.9274439139	0.0	-628.5915310868759
