strain	accession	date	date_submitted		clade_membership	host	country	recency	lineage	region	author		GA_CT_fraction	dinuc_context_fraction
MPXV_UK_2022_9000188	OP205133	6/29/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV/Germany/2022/RKI288	OP270477	8/31/22	8/22/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Friesen,J., Schaade,L., Nitsche,A."		1	
MpxV/human/USA/WA-UW-087619/2022	OP257262	8/31/22	8/19/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
MPXV/Germany/2022/ON/RKI311	OP355570	8/1/22	9/2/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI042	ON755248	6/1/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
Slovenia-MPXV-08-2022	OP605551	6/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
SI2022_S7	ON838178	6/1/22	6/24/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV22/human/USA-NE-230	OP604566	8/28/22	10/11/22		IIb	Homo sapiens	USA	Older		North America	"Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R."			
Slovenia-MPXV-09-2022	OP605552	6/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV_SI2022_S5	ON754986	6/1/22	6/14/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV_SI2022_S1_VEROE6	ON754987	5/23/22	6/14/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
SLO	ON609725	5/23/22	5/26/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Skubic,C., Rozman,D., Korva,M., Poljak,M., Avsic Zupanc,T."			
NJ-MPXV-046	OP879760	7/22/22	11/22/22		IIb	Homo sapiens	USA	Older		North America	"Palmateer,N.C."		1	
hMpxV/USA/NY-URMC-2207A101/2022	OP588945	7/31/22	10/5/22		IIb	Homo sapiens	USA	Older		North America	"Cameron,A., Howard,M., Maki,J., Connelly,S., DeLary,K., Hardy,D."		1	
MPXV/ITM_pt_31/Belgium/27-May-2022	ON950045	5/27/22	7/8/22		IIb	Homo sapiens	Belgium	Older		Europe	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M."			
MPXV/ITM_pt_25/Belgium/16-Jun-2022	OP144214	6/16/22	8/4/22		IIb	Homo sapiens	Belgium	Older		Europe	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."			
MPXV/ITM_pt_16/Belgium/10-Jun-2022	OP144212	6/10/22	8/4/22		IIb	Homo sapiens	Belgium	Older		Europe	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."			
MPXV/Human/USA/CA-LACPHL-MA00291/2022	OP890549	10/7/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		0.5	
MPX/Human/USA/CA-LACPHL-MA00138/2022	OP539923	8/8/22	9/27/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
MPXV/Human/USA/CA-LACPHL-MA00345/2022	OP920683	10/31/22	11/30/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J."			
Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022	OP748966	10/17/22	11/1/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
hMPX/USA/CA-LACPHL-MA00163/2022	OP580596	9/22/22	10/4/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		1	
ANT-LDSP-ANT-MPX-23106-L	OP477448	8/22/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
Slovenia-MPXV-28-2022	OP605570	7/9/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
Slovenia-MPXV-36-2022	OP605578	7/31/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		0.67	
Slovenia-MPXV-44-2022	OP605585	8/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
Slovenia-MPXV-40-2022	OP605581	8/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV/Germany/2022/ON/RKI456	OP615330	9/1/22	10/12/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MpxV/human/USA/WA-UW-074932/2022	OP184764	7/1/22	8/9/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	1
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022	ON792321	6/2/22	6/17/22		IIb	Homo sapiens	Switzerland	Older		Europe	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."			
MPXV/Germany/2022/RKI059	ON813256	6/1/22	6/22/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."		1	1
MPXV/Germany/2022/RKI023	ON694332	5/25/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."			
Monkeypox/PT0564/2022	OP555635	9/5/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	0.2
MPXV/Germany/2022/RKI032	ON755238	6/1/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/ON/RKI303	OP355564	8/1/22	9/2/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI022	ON694333	5/1/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."			
MPXV_USA_2022_IL0042	OP303785	6/1/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."			
MPXV/Germany/2022/ON/RKI324	OP355580	8/1/22	9/2/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/USA/WA-UW-088213/2022	OP310054	8/31/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		0.83	
MPXV/Germany/2022/RKI122	ON929077	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
hMpxV/UK/LMO-031a/2022	OP390196	7/8/22	9/8/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		0.33	
MpxV/human/USA/WA-UW-074978/2022	OP434519	7/1/22	9/14/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
MPXV/Germany/2022/RKI065	ON813265	6/1/22	6/22/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI017	ON694338	5/1/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI132	ON929087	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI014	ON694340	5/1/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI044	ON755250	6/1/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
hMPXV-IHU00002	OP382479	7/1/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."			
MPXV/Germany/2022/RKI025	ON694329	5/1/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
hMPXV-IHU00011	OP382488	7/19/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."		1	
MPXV/Germany/2022/RKI020	ON694337	5/25/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
Monkeypox/PT0392/2022	OP555488	7/13/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV/Germany/2022/ON/RKI301	OP494257	9/30/22	9/22/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		0.75	
Monkeypox/PT0592/2022	OP555659	9/14/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV/Germany/2022/RKI477	OP626115	7/8/22	10/13/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
Monkeypox/PT0474/2022	OP555553	8/8/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV/Germany/2022/RKI106	ON929064	7/31/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI350	OP484671	9/1/22	9/21/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI021	ON694334	5/26/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI253	OP215272	8/31/22	8/17/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."		1	
MPX_dDDHx_9000207	OP415188	6/30/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV/Germany/2022/RKI423	OP594187	9/30/22	10/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI388	OP523990	9/30/22	9/26/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI016	ON694339	5/15/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI556	OP764614	6/1/22	11/3/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
hMPXV/Austria/MUW1527495/2022	OP019276	6/21/22	7/19/22		IIb	Homo sapiens	Austria	Older		Europe	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."			
MPXV/Germany/2022/RKI026	ON755232	6/1/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
CVR_MPXV1a	ON808413	5/15/22	6/21/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C."			
MPXV/Germany/2022/RKI015	ON694331	5/15/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI532	OP689686	7/31/22	10/20/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI472	OP626110	7/1/22	10/13/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI01	ON637938	5/15/22	5/31/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
hMpxV/UK/LMO-023a/2022	OP390192	6/24/22	9/8/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		1	
MPXV/Germany/2022/RKI174	OP018599	7/1/22	7/19/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI034	ON755240	6/21/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI227	OP215255	8/1/22	8/17/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI531	OP689684	7/17/22	10/20/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI204	OP215212	8/31/22	8/12/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."		1	
MPX_KV9qz9_9000349	OP415276	8/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPX/PT0114/2022	OP245348	7/15/22	8/17/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPX/PT0067/2022	OP245321	7/26/22	8/17/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0494/2022	OP555569	8/15/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Monkeypox/PT0570/2022	OP555641	9/2/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0556/2022	OP555627	8/30/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	1
MPXV/Germany/2022/RKI135	ON929090	7/31/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		0.67	
MPXV_USA_2022_CA0005	OP185716	6/1/22	8/10/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ventura,J., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y."		1	
MPX_fZLVcc_9000229	OP415204	7/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI033	ON755239	6/30/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPX_CJjutN_9000198	OP415180	7/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
BOL-UNIMOL-MPX-293420-L	OP959059	10/27/22	12/6/22		IIb	Homo sapiens	Colombia	Older		South America	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."			
MPXV_UK_2022_9000100	OP205088	6/9/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI124	ON929079	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/USA/WA-UW-083914/2022	OP310046	8/31/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
MPXV_UK_2022_9000079	OP205082	6/15/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV_UK_2022_9000060	OP331334	6/7/22	8/31/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Grove,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV_UK_2022_9000072	OP205078	6/9/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPX_fZLVcc_9000227	OP415202	7/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV_UK_2022_9000195	OP205138	7/6/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV_USA_2022_WA001	OP150927	5/1/22	8/4/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C., Pavlick,J., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y."			
MPX_gOirGi_9000215	OP415193	7/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI081	ON853663	6/1/22	6/27/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV_UK_2022_9000149	OP205112	6/14/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		0.5	
MPXV/Germany/2022/RKI380	OP523982	9/1/22	9/26/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI347	OP484668	9/1/22	9/21/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI153	ON959167	7/14/22	7/11/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI343	OP484665	9/1/22	9/21/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI119	ON929074	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV_UK_2022_9000101	OP205089	6/9/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	0.33
hMpxV/UK/LMO-038a/2022	OP390201	7/16/22	9/8/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		1	
