strain_region_coarse_date	accession	date	region_coarse	strain
MPXV/Germany/2022/RKI140_WesternEurope_7/31/22	ON959149	7/31/22	Western Europe	MPXV/Germany/2022/RKI140
MPX_lBTTWI_9000279_WesternEurope_7/1/22	OP415241	7/1/22	Western Europe	MPX_lBTTWI_9000279
PatientMPXV_WesternEurope_6/10/22	OP204840	6/10/22	Western Europe	PatientMPXV
Monkeypox/PT0179/2022_SouthernEurope_6/30/22	OP324494	6/30/22	Southern Europe	Monkeypox/PT0179/2022
MPXV_UK_2022_9000148_WesternEurope_6/14/22	OP205111	6/14/22	Western Europe	MPXV_UK_2022_9000148
Monkeypox/PT0216/2022_SouthernEurope_6/24/22	OP324526	6/24/22	Southern Europe	Monkeypox/PT0216/2022
MPXV_UK_2022_9000131_WesternEurope_7/5/22	OP205098	7/5/22	Western Europe	MPXV_UK_2022_9000131
SAN_INS_MPX_0971_L_SouthAmerica_10/11/22	OP819959	10/11/22	South America	SAN_INS_MPX_0971_L
CUN_INS_MPX_1053_L_SouthAmerica_10/27/22	OP837472	10/27/22	South America	CUN_INS_MPX_1053_L
ANT-LDSP-ANT-MPX-23596-O_SouthAmerica_8/29/22	OP459211	8/29/22	South America	ANT-LDSP-ANT-MPX-23596-O
hMpxV/UK/LMO-029a/2022_WesternEurope_7/7/22	OP390195	7/7/22	Western Europe	hMpxV/UK/LMO-029a/2022
DC_INS_MPX_0719_L_SouthAmerica_8/29/22	OP693653	8/29/22	South America	DC_INS_MPX_0719_L
CUN_INS_MPX_0649_C_SouthAmerica_8/23/22	OP693651	8/23/22	South America	CUN_INS_MPX_0649_C
DC_INS_MPX_0082_L_SouthAmerica_8/8/22	OP693647	8/8/22	South America	DC_INS_MPX_0082_L
DC_INS_MPX-1119-H_SouthAmerica_10/24/22	OQ197862	10/24/22	South America	DC_INS_MPX-1119-H
DC_INS_MPX-1118-H_SouthAmerica_10/20/22	OQ197861	10/20/22	South America	DC_INS_MPX-1118-H
LBMB-UTP_MP-021_VAC_SouthAmerica_11/11/22	OQ148473	11/11/22	South America	LBMB-UTP_MP-021_VAC
ANT-LDSP-ANT-MPX-24561-E_SouthAmerica_9/7/22	OP642395	9/7/22	South America	ANT-LDSP-ANT-MPX-24561-E
ANT-LDSP-ANT-MPX-24537-E_SouthAmerica_9/7/22	OP642394	9/7/22	South America	ANT-LDSP-ANT-MPX-24537-E
VAC_INS_MPX_0960_L_SouthAmerica_10/15/22	OP819953	10/15/22	South America	VAC_INS_MPX_0960_L
VAC_INS_MPX_0960_C_SouthAmerica_10/15/22	OP819954	10/15/22	South America	VAC_INS_MPX_0960_C
VAC_INS_MPX_1050_E_SouthAmerica_10/26/22	OP837470	10/26/22	South America	VAC_INS_MPX_1050_E
VAC_INS_MPX_1050_C_SouthAmerica_10/26/22	OP837481	10/26/22	South America	VAC_INS_MPX_1050_C
LBMB-UTP_MP-014_VAC_SouthAmerica_11/11/22	OQ148468	11/11/22	South America	LBMB-UTP_MP-014_VAC
VAC_INS_MPX_0957_HO_SouthAmerica_10/15/22	OP819951	10/15/22	South America	VAC_INS_MPX_0957_HO
VAC_INS_MPX_0962_C_SouthAmerica_10/13/22	OP819955	10/13/22	South America	VAC_INS_MPX_0962_C
VAC_INS_MPX_0955_C_SouthAmerica_10/11/22	OP819949	10/11/22	South America	VAC_INS_MPX_0955_C
DC_INS_MPX-1122-H_SouthAmerica_10/22/22	OQ197863	10/22/22	South America	DC_INS_MPX-1122-H
ANT-LDSP-ANT-MPX-24910-O_SouthAmerica_9/9/22	OP642385	9/9/22	South America	ANT-LDSP-ANT-MPX-24910-O
LIM-INS-012_SouthAmerica_7/6/22	OP320552	7/6/22	South America	LIM-INS-012
DC_INS_MPX_0984_L_SouthAmerica_9/20/22	OP837476	9/20/22	South America	DC_INS_MPX_0984_L
CUN_INS_MPX_0951_C_SouthAmerica_10/14/22	OP819947	10/14/22	South America	CUN_INS_MPX_0951_C
LIM-INS-016_SouthAmerica_7/9/22	OP320554	7/9/22	South America	LIM-INS-016
LIM-INS-003_SouthAmerica_6/27/22	OP289783	6/27/22	South America	LIM-INS-003
LIM-INS-013_SouthAmerica_7/8/22	OP320553	7/8/22	South America	LIM-INS-013
MPX_3U0idu_9000254_WesternEurope_8/1/22	OP415224	8/1/22	Western Europe	MPX_3U0idu_9000254
CUN_INS_MPX_0748_L_SouthAmerica_9/3/22	OP693655	9/3/22	South America	CUN_INS_MPX_0748_L
ANT-LDSP-ANT-MPX-22752-O_SouthAmerica_8/18/22	OP431402	8/18/22	South America	ANT-LDSP-ANT-MPX-22752-O
LIM-INS-021_SouthAmerica_7/9/22	OP320555	7/9/22	South America	LIM-INS-021
LIM-INS-018_SouthAmerica_7/9/22	OP320551	7/9/22	South America	LIM-INS-018
LIM-INS008_SouthAmerica_7/1/22	OP320548	7/1/22	South America	LIM-INS008
LIM-INS-010_SouthAmerica_7/2/22	OP320549	7/2/22	South America	LIM-INS-010
LIM-INS-015_SouthAmerica_7/9/22	OP320550	7/9/22	South America	LIM-INS-015
LIM-INS-001_SouthAmerica_6/25/22	OP289782	6/25/22	South America	LIM-INS-001
ANT-LDSP-ANT-MPX-25258C_SouthAmerica_9/13/22	OP642404	9/13/22	South America	ANT-LDSP-ANT-MPX-25258C
ANT-LDSP-ANT-MPX-24947E_SouthAmerica_9/12/22	OP642401	9/12/22	South America	ANT-LDSP-ANT-MPX-24947E
ANT-LDSP-ANT-MPX-24725-L_SouthAmerica_9/8/22	OP642380	9/8/22	South America	ANT-LDSP-ANT-MPX-24725-L
ANT-LDSP-ANT-MPX-24590-C_SouthAmerica_9/7/22	OP642375	9/7/22	South America	ANT-LDSP-ANT-MPX-24590-C
hMpxV/USA/CA-CDPH-000056/2022_NorthAmerica_10/7/22	OP863230	10/7/22	North America	hMpxV/USA/CA-CDPH-000056/2022
hMpxV/USA/CA-CDPH-000055/2022_NorthAmerica_10/7/22	OP863229	10/7/22	North America	hMpxV/USA/CA-CDPH-000055/2022
hMpxV/UK/LMO-010a/2022_WesternEurope_6/21/22	OP390189	6/21/22	Western Europe	hMpxV/UK/LMO-010a/2022
MpxV/human/CAN/UN-NML-4057/2022_NorthAmerica_7/8/22	OP270029	7/8/22	North America	MpxV/human/CAN/UN-NML-4057/2022
MpxV/human/CAN/UN-NML-3467/2022_NorthAmerica_6/2/22	ON880515	6/2/22	North America	MpxV/human/CAN/UN-NML-3467/2022
MpxV/human/CAN/UN-NML-4094/2022_NorthAmerica_7/6/22	OP279033	7/6/22	North America	MpxV/human/CAN/UN-NML-4094/2022
MpxV/human/CAN/UN-NML-3071/2022_NorthAmerica_5/27/22	ON880507	5/27/22	North America	MpxV/human/CAN/UN-NML-3071/2022
MpxV/human/CAN/UN-NML-4103/2022_NorthAmerica_7/4/22	OP279035	7/4/22	North America	MpxV/human/CAN/UN-NML-4103/2022
MpxV/human/CAN/UN-NML-3412/2022_NorthAmerica_6/4/22	ON880514	6/4/22	North America	MpxV/human/CAN/UN-NML-3412/2022
MpxV/human/CAN/UN-NML-3193/2022_NorthAmerica_5/31/22	ON880510	5/31/22	North America	MpxV/human/CAN/UN-NML-3193/2022
MpxV/human/CAN/UN-NML-3407/2022_NorthAmerica_6/4/22	ON880513	6/4/22	North America	MpxV/human/CAN/UN-NML-3407/2022
MpxV/human/CAN/UN-NML-3725/2022_NorthAmerica_6/16/22	ON983167	6/16/22	North America	MpxV/human/CAN/UN-NML-3725/2022
MpxV/human/CAN/UN-NML-2928/2022_NorthAmerica_5/21/22	ON803413	5/21/22	North America	MpxV/human/CAN/UN-NML-2928/2022
MpxV/human/CAN/UN-NML-2930/2022_NorthAmerica_5/21/22	ON803414	5/21/22	North America	MpxV/human/CAN/UN-NML-2930/2022
hMpxV/USA/CA-CDPH-1000083/2022_NorthAmerica_6/13/22	OQ121037	6/13/22	North America	hMpxV/USA/CA-CDPH-1000083/2022
MpxV/human/CAN/UN-NML-4097/2022_NorthAmerica_7/4/22	OP279034	7/4/22	North America	MpxV/human/CAN/UN-NML-4097/2022
MpxV/human/CAN/UN-NML-3440/2022_NorthAmerica_6/6/22	OP586622	6/6/22	North America	MpxV/human/CAN/UN-NML-3440/2022
MpxV/human/CAN/UN-NML-3558/2022_NorthAmerica_6/9/22	ON983164	6/9/22	North America	MpxV/human/CAN/UN-NML-3558/2022
hMpxV/UK/LMO-022a/2022_WesternEurope_6/24/22	OP390191	6/24/22	Western Europe	hMpxV/UK/LMO-022a/2022
hMpxV/UK/LMO-024a/2022_WesternEurope_6/24/22	OP390193	6/24/22	Western Europe	hMpxV/UK/LMO-024a/2022
MpxV/human/CAN/UN-NML-4144/2022_NorthAmerica_7/4/22	OP279045	7/4/22	North America	MpxV/human/CAN/UN-NML-4144/2022
MpxV/human/CAN/UN-NML-4113/2022_NorthAmerica_7/4/22	OP279037	7/4/22	North America	MpxV/human/CAN/UN-NML-4113/2022
MPXV/Human/USA/CA-LACPHL-MA00344/2022_NorthAmerica_11/9/22	OP920682	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00344/2022
LBMB-UTP_MP-013_VAC_SouthAmerica_11/11/22	OQ148469	11/11/22	South America	LBMB-UTP_MP-013_VAC
MN-MDH-MPXV_0012_NorthAmerica_7/13/22	OP597786	7/13/22	North America	MN-MDH-MPXV_0012
MPXV-USA-IL-IDPH-064_NorthAmerica_6/27/22	OP536725	6/27/22	North America	MPXV-USA-IL-IDPH-064
MPXV22/human/USA-NE-115_NorthAmerica_8/4/22	OP314960	8/4/22	North America	MPXV22/human/USA-NE-115
MAG-UNIMOL-MPX-292982-L_SouthAmerica_8/20/22	OP390178	8/20/22	South America	MAG-UNIMOL-MPX-292982-L
MPX/Human/USA/CA-LACPHL-MA00107/2022_NorthAmerica_8/22/22	OP539892	8/22/22	North America	MPX/Human/USA/CA-LACPHL-MA00107/2022
MPXV/Human/USA/CA-LACPHL-MA00296/2022_NorthAmerica_10/4/22	OP890530	10/4/22	North America	MPXV/Human/USA/CA-LACPHL-MA00296/2022
SAN_INS_MPX_0973_L_SouthAmerica_10/17/22	OP819960	10/17/22	South America	SAN_INS_MPX_0973_L
DC_INS_MPX_0089_L_SouthAmerica_8/9/22	OP693648	8/9/22	South America	DC_INS_MPX_0089_L
BOL-UNIMOL-MPX-293772-L_SouthAmerica_11/17/22	OP959064	11/17/22	South America	BOL-UNIMOL-MPX-293772-L
BOL-UNIMOL-MPX-293633-L_SouthAmerica_11/15/22	OP959063	11/15/22	South America	BOL-UNIMOL-MPX-293633-L
BOL-UNIMOL-MPX-293614-L_SouthAmerica_11/11/22	OP959062	11/11/22	South America	BOL-UNIMOL-MPX-293614-L
MPXV-USA-IL-IDPH-050_NorthAmerica_6/24/22	OP536711	6/24/22	North America	MPXV-USA-IL-IDPH-050
LBMB-UTP_MP-010_TOL_SouthAmerica_9/13/22	OQ148467	9/13/22	South America	LBMB-UTP_MP-010_TOL
LBMB-UTP_MP-006_TOL_SouthAmerica_9/16/22	OQ148464	9/16/22	South America	LBMB-UTP_MP-006_TOL
MPXV/Human/USA/CA-CDPH-MPX000042/2022_NorthAmerica_7/28/22	OP587263	7/28/22	North America	MPXV/Human/USA/CA-CDPH-MPX000042/2022
hMPX/Human/USA/CA-LACPHL-MA00073/2022_NorthAmerica_8/5/22	OP442555	8/5/22	North America	hMPX/Human/USA/CA-LACPHL-MA00073/2022
MPX/Human/USA/CA-LACPHL-MA00206/2022_NorthAmerica_9/13/22	OP615279	9/13/22	North America	MPX/Human/USA/CA-LACPHL-MA00206/2022
hMPX/Human/USA/CA-LACPHL-MA00063/2022_NorthAmerica_8/8/22	OP440605	8/8/22	North America	hMPX/Human/USA/CA-LACPHL-MA00063/2022
MpxV/human/USA/WA-UW-098408/2022_NorthAmerica_9/30/22	OP743990	9/30/22	North America	MpxV/human/USA/WA-UW-098408/2022
MpxV/human/USA/WA-UW-099479/2022_NorthAmerica_9/1/22	OP743968	9/1/22	North America	MpxV/human/USA/WA-UW-099479/2022
MpxV/human/USA/WA-UW-087628/2022_NorthAmerica_8/3/22	OP628478	8/3/22	North America	MpxV/human/USA/WA-UW-087628/2022
MpxV/human/USA/WA-UW-092407/2022_NorthAmerica_9/1/22	OP743974	9/1/22	North America	MpxV/human/USA/WA-UW-092407/2022
MpxV/human/USA/WA-UW-087577/2022_NorthAmerica_8/12/22	OP628477	8/12/22	North America	MpxV/human/USA/WA-UW-087577/2022
MpxV/human/USA/WA-UW-094603/2022_NorthAmerica_9/4/22	OP743993	9/4/22	North America	MpxV/human/USA/WA-UW-094603/2022
MpxV/human/USA/WA-UW-109000/2022_NorthAmerica_10/1/22	OP747058	10/1/22	North America	MpxV/human/USA/WA-UW-109000/2022
MpxV/human/USA/WA-UW-085171/2022_NorthAmerica_8/31/22	OP392546	8/31/22	North America	MpxV/human/USA/WA-UW-085171/2022
hMPX/Human/USA/CA-LACPHL-MA00078/2022_NorthAmerica_8/5/22	OP442539	8/5/22	North America	hMPX/Human/USA/CA-LACPHL-MA00078/2022
MPXV/Human/USA/CA-LACPHL-MA00335/2022_NorthAmerica_11/9/22	OP890563	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00335/2022
MPXV/Human/USA/CA-LACPHL-MA00336/2022_NorthAmerica_11/9/22	OP890564	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00336/2022
MPXV/Human/USA/CA-LACPHL-MA00333/2022_NorthAmerica_11/9/22	OP890561	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00333/2022
MPXV/Human/USA/CA-LACPHL-MA00329/2022_NorthAmerica_11/9/22	OP890557	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00329/2022
MPXV/Human/USA/CA-LACPHL-MA00330/2022_NorthAmerica_11/9/22	OP890558	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00330/2022
MPXV/Human/USA/CA-LACPHL-MA00312/2022_NorthAmerica_11/9/22	OP890569	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00312/2022
MPXV/Human/USA/CA-LACPHL-MA00289/2022_NorthAmerica_10/4/22	OP890547	10/4/22	North America	MPXV/Human/USA/CA-LACPHL-MA00289/2022
MPXV/Human/USA/CA-LACPHL-MA00314/2022_NorthAmerica_11/9/22	OP890571	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00314/2022
MPXV/Human/USA/CA-LACPHL-MA00334/2022_NorthAmerica_11/9/22	OP890562	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00334/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00282/2022_NorthAmerica_10/13/22	OP748968	10/13/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00282/2022
MPXV/Human/USA/CA-LACPHL-MA00328/2022_NorthAmerica_11/9/22	OP890556	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00328/2022
MPXV/Human/USA/CA-LACPHL-MA00325/2022_NorthAmerica_11/9/22	OP890553	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00325/2022
MPXV/Human/USA/CA-LACPHL-MA00316/2022_NorthAmerica_11/9/22	OP890573	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00316/2022
MPXV/Human/USA/CA-LACPHL-MA00313/2022_NorthAmerica_11/9/22	OP890570	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00313/2022
MPXV/Human/USA/CA-LACPHL-MA00326/2022_NorthAmerica_11/9/22	OP890554	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00326/2022
MPXV/Human/USA/CA-LACPHL-MA00315/2022_NorthAmerica_11/9/22	OP890572	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00315/2022
MPXV/Human/USA/CA-LACPHL-MA00331/2022_NorthAmerica_11/9/22	OP890559	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00331/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00259/2022_NorthAmerica_10/13/22	OP748945	10/13/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022
MPXV/Human/USA/CA-LACPHL-MA00327/2022_NorthAmerica_11/9/22	OP890555	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00327/2022
MPXV/Human/USA/CA-LACPHL-MA00318/2022_NorthAmerica_11/9/22	OP890575	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00318/2022
MPXV/Human/USA/CA-LACPHL-MA00311/2022_NorthAmerica_11/9/22	OP890568	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00311/2022
MPXV/Human/USA/CA-LACPHL-MA00308/2022_NorthAmerica_11/9/22	OP890565	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00308/2022
MPXV/Human/USA/CA-LACPHL-MA00332/2022_NorthAmerica_11/9/22	OP890560	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00332/2022
MPXV/Human/USA/CA-LACPHL-MA00320/2022_NorthAmerica_11/9/22	OP890577	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00320/2022
MPXV/Human/USA/CA-LACPHL-MA00310/2022_NorthAmerica_11/9/22	OP890567	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00310/2022
MPXV/Human/USA/CA-LACPHL-MA00319/2022_NorthAmerica_11/9/22	OP890576	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00319/2022
MPXV/Human/USA/CA-LACPHL-MA00317/2022_NorthAmerica_11/9/22	OP890574	11/9/22	North America	MPXV/Human/USA/CA-LACPHL-MA00317/2022
MPXV_UK_2022_9000136_WesternEurope_7/7/22	OP205101	7/7/22	Western Europe	MPXV_UK_2022_9000136
MPXV_UK_2022_9000078_WesternEurope_6/14/22	OP205081	6/14/22	Western Europe	MPXV_UK_2022_9000078
Monkeypox/PT0031/2022_SouthernEurope_5/26/22	ON843170	5/26/22	Southern Europe	Monkeypox/PT0031/2022
MPX/Human/USA/CA-LACPHL-MA00116/2022_NorthAmerica_9/14/22	OP539901	9/14/22	North America	MPX/Human/USA/CA-LACPHL-MA00116/2022
MPXV_USA_2022_IL0044_NorthAmerica_6/1/22	OP303790	6/1/22	North America	MPXV_USA_2022_IL0044
MPX_Yob5K4_9000202_WesternEurope_7/31/22	OP415183	7/31/22	Western Europe	MPX_Yob5K4_9000202
MPXV_UK_2022_9000138_WesternEurope_7/6/22	OP205103	7/6/22	Western Europe	MPXV_UK_2022_9000138
MPXV_UK_2022_9000064_WesternEurope_6/6/22	OP205070	6/6/22	Western Europe	MPXV_UK_2022_9000064
MPXV/Germany/2022/ON/RKI458_WesternEurope_9/30/22	OP615340	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI458
MPXV_USA_2022_IL0005_NorthAmerica_6/24/22	OP185712	6/24/22	North America	MPXV_USA_2022_IL0005
MPX_ev2D41_9000352_WesternEurope_8/4/22	OP415278	8/4/22	Western Europe	MPX_ev2D41_9000352
MPXV/Germany/2022/ON/RKI642_WesternEurope_8/10/22	OQ159037	8/10/22	Western Europe	MPXV/Germany/2022/ON/RKI642
MPX_bSkpM3_9000334_WesternEurope_8/10/22	OP415272	8/10/22	Western Europe	MPX_bSkpM3_9000334
MPX_WOcPOH_9000297_WesternEurope_8/31/22	OP415252	8/31/22	Western Europe	MPX_WOcPOH_9000297
MPXV/Germany/2022/RKI631_WesternEurope_10/31/22	OQ159026	10/31/22	Western Europe	MPXV/Germany/2022/RKI631
MPXV/Germany/2022/RKI158_WesternEurope_7/31/22	ON959172	7/31/22	Western Europe	MPXV/Germany/2022/RKI158
MPXV/Germany/2022/RKI049_WesternEurope_6/19/22	ON755255	6/19/22	Western Europe	MPXV/Germany/2022/RKI049
MPXV/Germany/2022/RKI537_WesternEurope_6/30/22	OP715817	6/30/22	Western Europe	MPXV/Germany/2022/RKI537
MPXV/Germany/2022/RKI165_WesternEurope_7/31/22	ON959153	7/31/22	Western Europe	MPXV/Germany/2022/RKI165
MPXV/Germany/2022/RKI202_WesternEurope_8/1/22	OP215210	8/1/22	Western Europe	MPXV/Germany/2022/RKI202
MPXV_UK_2022_9000065_WesternEurope_6/6/22	OP205071	6/6/22	Western Europe	MPXV_UK_2022_9000065
PrEV_case_2_WesternEurope_10/2/22	OP727822	10/2/22	Western Europe	PrEV_case_2
MPXV_USA_2022_NC0009_NorthAmerica_7/8/22	OP687936	7/8/22	North America	MPXV_USA_2022_NC0009
MpxV/human/USA/WA-UW-086295/2022_NorthAmerica_8/31/22	OP743961	8/31/22	North America	MpxV/human/USA/WA-UW-086295/2022
MPXV/Human/USA/UT-UPHL-82200236/2022_NorthAmerica_8/5/22	OP743366	8/5/22	North America	MPXV/Human/USA/UT-UPHL-82200236/2022
MPXV_USA_2022_MD0006_NorthAmerica_8/31/22	OP881948	8/31/22	North America	MPXV_USA_2022_MD0006
Monkeypox/PT0380/2022_SouthernEurope_7/13/22	OP555476	7/13/22	Southern Europe	Monkeypox/PT0380/2022
MPX_cmjxZM_9000205_WesternEurope_6/1/22	OP415186	6/1/22	Western Europe	MPX_cmjxZM_9000205
MPXV_UK_2022_9000093_WesternEurope_5/30/22	OP205084	5/30/22	Western Europe	MPXV_UK_2022_9000093
MPX_dlHLXa_9000261_WesternEurope_8/31/22	OP415230	8/31/22	Western Europe	MPX_dlHLXa_9000261
MPX_2v76E1_9000222_WesternEurope_7/31/22	OP415198	7/31/22	Western Europe	MPX_2v76E1_9000222
MPX_K1dQNt_9000225_WesternEurope_7/7/22	OP415201	7/7/22	Western Europe	MPX_K1dQNt_9000225
MPX_K1dQNt_9000223_WesternEurope_7/7/22	OP415199	7/7/22	Western Europe	MPX_K1dQNt_9000223
MPX_12DvO8_9000251_WesternEurope_8/31/22	OP415222	8/31/22	Western Europe	MPX_12DvO8_9000251
MPXV_UK_2022_9000130_WesternEurope_7/5/22	OP205097	7/5/22	Western Europe	MPXV_UK_2022_9000130
MpxV/Spain/MD-HGUGM-6513479/2022_SouthernEurope_5/27/22	ON720848	5/27/22	Southern Europe	MpxV/Spain/MD-HGUGM-6513479/2022
MPXV_USA_2022_TX0019_NorthAmerica_6/1/22	OP450985	6/1/22	North America	MPXV_USA_2022_TX0019
MPXV_UK_2022_9000147_WesternEurope_6/14/22	OP205110	6/14/22	Western Europe	MPXV_UK_2022_9000147
MPXV/Germany/2022/RKI241_WesternEurope_8/31/22	OP215226	8/31/22	Western Europe	MPXV/Germany/2022/RKI241
B969965re_NorthAmerica_7/18/22	OP531895	7/18/22	North America	B969965re
hMPXV-IHU00012_WesternEurope_7/19/22	OP382489	7/19/22	Western Europe	hMPXV-IHU00012
LBMB-UTP_MP-019_VAC_SouthAmerica_11/11/22	OQ148472	11/11/22	South America	LBMB-UTP_MP-019_VAC
ANT-LDSP-ANT-MPX-22607-L_SouthAmerica_8/16/22	OP431397	8/16/22	South America	ANT-LDSP-ANT-MPX-22607-L
ANT-LDSP-ANT-MPX-26261O_SouthAmerica_9/26/22	OP881936	9/26/22	South America	ANT-LDSP-ANT-MPX-26261O
ANT-LDSP-ANT-MPX-26237E_SouthAmerica_9/26/22	OP881930	9/26/22	South America	ANT-LDSP-ANT-MPX-26237E
ANT-LDSP-ANT-MPX-23062-L_SouthAmerica_8/22/22	OP477447	8/22/22	South America	ANT-LDSP-ANT-MPX-23062-L
INS-MPXV-0015-L1_SouthAmerica_7/21/22	OP295382	7/21/22	South America	INS-MPXV-0015-L1
ANT-LDSP-ANT-MPX-26318E_SouthAmerica_9/29/22	OP881938	9/29/22	South America	ANT-LDSP-ANT-MPX-26318E
ANT-LDSP-ANT-MPX-23114-C_SouthAmerica_8/23/22	OP477450	8/23/22	South America	ANT-LDSP-ANT-MPX-23114-C
ANT-LDSP-ANT-MPX-23315-L_SouthAmerica_8/24/22	OP477456	8/24/22	South America	ANT-LDSP-ANT-MPX-23315-L
ANT-LDSP-ANT-MPX-24913-O_SouthAmerica_9/9/22	OP642386	9/9/22	South America	ANT-LDSP-ANT-MPX-24913-O
ANT-LDSP-ANT-MPX-26255C_SouthAmerica_9/26/22	OP881934	9/26/22	South America	ANT-LDSP-ANT-MPX-26255C
ANT-LDSP-ANT-MPX-24915-L_SouthAmerica_9/9/22	OP642388	9/9/22	South America	ANT-LDSP-ANT-MPX-24915-L
ANT-LDSP-ANT-MPX-24520-O_SouthAmerica_9/7/22	OP642392	9/7/22	South America	ANT-LDSP-ANT-MPX-24520-O
ANT-LDSP-ANT-MPX-23110-C_SouthAmerica_8/22/22	OP477449	8/22/22	South America	ANT-LDSP-ANT-MPX-23110-C
ANT-LDSP-ANT-MPX-22363-L_SouthAmerica_8/11/22	OP431395	8/11/22	South America	ANT-LDSP-ANT-MPX-22363-L
ANT-LDSP-ANT-MPX-22702-C_SouthAmerica_8/17/22	OP431398	8/17/22	South America	ANT-LDSP-ANT-MPX-22702-C
ANT-LDSP-ANT-MPX-22769-L_SouthAmerica_8/17/22	OP431401	8/17/22	South America	ANT-LDSP-ANT-MPX-22769-L
ANT-LDSP-ANT-MPX-23651-L_SouthAmerica_8/30/22	OP459216	8/30/22	South America	ANT-LDSP-ANT-MPX-23651-L
ANT-LDSP-ANT-MPX-23628-C_SouthAmerica_8/30/22	OP459213	8/30/22	South America	ANT-LDSP-ANT-MPX-23628-C
ANT-LDSP-ANT-MPX-24709-L_SouthAmerica_9/8/22	OP642389	9/8/22	South America	ANT-LDSP-ANT-MPX-24709-L
ANT-LDSP-ANT-MPX-22815-L_SouthAmerica_8/18/22	OP477444	8/18/22	South America	ANT-LDSP-ANT-MPX-22815-L
ANT-LDSP-ANT-MPX-22748-C_SouthAmerica_8/17/22	OP431399	8/17/22	South America	ANT-LDSP-ANT-MPX-22748-C
ANT-LDSP-ANT-MPX-23266_SouthAmerica_8/23/22	OP477457	8/23/22	South America	ANT-LDSP-ANT-MPX-23266
ANT-LDSP-ANT-MPX-25458E_SouthAmerica_9/14/22	OP642418	9/14/22	South America	ANT-LDSP-ANT-MPX-25458E
ANT-LDSP-ANT-MPX-23551-O_SouthAmerica_8/29/22	OP459209	8/29/22	South America	ANT-LDSP-ANT-MPX-23551-O
ANT-LDSP-ANT-MPX-26252E_SouthAmerica_9/26/22	OP881933	9/26/22	South America	ANT-LDSP-ANT-MPX-26252E
ANT-LDSP-ANT-MPX-23603-O_SouthAmerica_8/29/22	OP459212	8/29/22	South America	ANT-LDSP-ANT-MPX-23603-O
ANT-LDSP-ANT-MPX-23553-C_SouthAmerica_8/29/22	OP459210	8/29/22	South America	ANT-LDSP-ANT-MPX-23553-C
MPXV/Germany/2022/ON/RKI511_WesternEurope_10/1/22	OP689664	10/1/22	Western Europe	MPXV/Germany/2022/ON/RKI511
ANT-LDSP-ANT-MPX-24939C_SouthAmerica_9/12/22	OP642398	9/12/22	South America	ANT-LDSP-ANT-MPX-24939C
SUC-UNIMOL-MPX-293401-L_SouthAmerica_11/10/22	OP959057	11/10/22	South America	SUC-UNIMOL-MPX-293401-L
QUI_INS_MPX_0967_L_SouthAmerica_10/15/22	OP819958	10/15/22	South America	QUI_INS_MPX_0967_L
ANT-LDSP-ANT-MPX-23655-L_SouthAmerica_8/30/22	OP459218	8/30/22	South America	ANT-LDSP-ANT-MPX-23655-L
ANT-LDSP-ANT-MPX-23654-O_SouthAmerica_8/30/22	OP459217	8/30/22	South America	ANT-LDSP-ANT-MPX-23654-O
ANT_INS_MPX_0024_L_SouthAmerica_8/7/22	OP693650	8/7/22	South America	ANT_INS_MPX_0024_L
ANT-LDSP-ANT-MPX-24728-L_SouthAmerica_9/8/22	OP642381	9/8/22	South America	ANT-LDSP-ANT-MPX-24728-L
ANT-LDSP-ANT-MPX-24717-L_SouthAmerica_9/8/22	OP642373	9/8/22	South America	ANT-LDSP-ANT-MPX-24717-L
