strain_country_date	accession	date	region_coarse	country	strain
MPXV_UK_2022_6_UnitedKingdom_2022-05-01	OP022171	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_6
MPXV_USA_2022_TN0007_USA_2022-07-01	OP752120	2022-07-01	North America	USA	MPXV_USA_2022_TN0007
MPXV/Human/USA/UT-UPHL-82200022/2022_USA_2022-05-21	OP743357	2022-05-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200022/2022
MPXV_UK_2022_9000068_UnitedKingdom_2022-06-07	OP205074	2022-06-07	Western Europe	United Kingdom	MPXV_UK_2022_9000068
MPX_96X1Vd_9000218_UnitedKingdom_2022-03-28	OP415196	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000218
MPXV/Germany/2022/ON/RKI639_Germany_2022-08-01	OQ159034	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI639
Slovenia-MPXV-17-2022_Slovenia_2022-07-01	OP605559	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-17-2022
hMPXV-IHU00018_France_2022-07-22	OP382495	2022-07-22	Western Europe	France	hMPXV-IHU00018
MPXV/Human/USA/CA-LACPHL-MA00354/2022_USA_2022-10-16	OP920692	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00354/2022
MpxV/human/CAN/UN-NML-3141/2022_Canada_2022-05-27	ON880527	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3141/2022
RNA_Slovakia_2022-07-13	OX261748	2022-07-13	Central Europe	Slovakia	RNA
MPX/UZ_REGA_3/Belgium/2022_Belgium_2022-05-27	ON880419	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_3/Belgium/2022
MpxV/human/USA/WA-UW-083179/2022_USA_2022-08-01	OP257266	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083179/2022
MPXV_UK_2022_9000159_UnitedKingdom_2022-07-04	OP205117	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000159
MPXV_UK_2022_9000152_UnitedKingdom_2022-05-16	OP205114	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_9000152
hMPXV-IHU00005_France_2022-07-04	OP382482	2022-07-04	Western Europe	France	hMPXV-IHU00005
Monkeypox/PT0040/2022_Portugal_2022-06-02	ON843178	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0040/2022
hMPXV-IHU00003_France_2022-07-04	OP382480	2022-07-04	Western Europe	France	hMPXV-IHU00003
MPXV_UK_2022_9000090_UnitedKingdom_2022-05-25	OP205139	2022-05-25	Western Europe	United Kingdom	MPXV_UK_2022_9000090
MPXV_USA_2022_IL001_USA_2022-05-01	ON959131	2022-05-01	North America	USA	MPXV_USA_2022_IL001
MPXV_IRBA22-14_France_2022-05-20	ON755040	2022-05-20	Western Europe	France	MPXV_IRBA22-14
MPX_96X1Vd_9000217_UnitedKingdom_2022-03-28	OP415195	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000217
MpxV/human/USA/WA-UW-077836/2022_USA_2022-07-01	OP123043	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-077836/2022
MPX/UZ_REGA_4/Belgium/2022_Belgium_2022-05-27	ON880420	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_4/Belgium/2022
CVR_MPXV1b_UnitedKingdom_2022-05-15	ON808414	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1b
2022/2SLO_Slovenia_2022-05-24	ON631241	2022-05-24	Central Europe	Slovenia	2022/2 SLO
MPX_qQzToC_9000264_UnitedKingdom_2022-08-01	OP415233	2022-08-01	Western Europe	United Kingdom	MPX_qQzToC_9000264
MPXV/Germany/2022/RKI010_Germany_2022-05-01	ON682267	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI010
MPXV/Germany/2022/RKI172_Germany_2022-07-01	OP018597	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI172
MpxV/human/USA/WA-UW-071246/2022_USA_2022-07-01	OP123044	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071246/2022
MPX/UZ_REGA_5/Belgium/2022_Belgium_2022-05-27	ON880421	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_5/Belgium/2022
MpxV/human/CAN/UN-NML-3531/2022_Canada_2022-06-03	ON983162	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3531/2022
MPX/UZ_REGA_6/Belgium/2022_Belgium_2022-05-27	ON880422	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_6/Belgium/2022
Monkeypox/PT0014/2022_Portugal_2022-05-23	ON649724	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0014/2022
MPXV_UK_2022_9000144_UnitedKingdom_2022-06-16	OP205107	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000144
MPXV_USA_2022_CA001_USA_2022-05-01	ON676703	2022-05-01	North America	USA	MPXV_USA_2022_CA001
MPXV/Human/USA/CA-CDPH-MPX000006/2022_USA_2022-06-07	OP580154	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000006/2022
MPXV_USA_2022_MA001_USA_2022-05-01	ON563414	2022-05-01	North America	USA	MPXV_USA_2022_MA001
MPXV_UK_2022_3_UnitedKingdom_2022-05-15	ON619837	2022-05-15	Western Europe	United Kingdom	MPXV_UK_2022_3
MPXV/Germany/2022/ON/RKI505_Germany_2022-08-01	OP689658	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI505
MPXV/Human/USA/UT-UPHL-82200023/2022_USA_2022-05-21	OP743358	2022-05-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200023/2022
Slovenia-MPXV-39-2022_Slovenia_2022-08-01	OP605580	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-39-2022
MPXV-USA-IL-IDPH-036_USA_2022-06-17	OP536697	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-036
hMPXV-CH-38212023/2022_Switzerland_2022-05-30	OP422245	2022-05-30	Western Europe	Switzerland	hMPXV-CH-38212023/2022
Monkeypox/PT0305/2022_Portugal_2022-06-06	OP414339	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0305/2022
MpxV/human/CAN/UN-NML-2857/2022_Canada_2022-05-19	ON880520	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2857/2022
Slovenia-MPXV-33-2022_Slovenia_2022-07-01	OP605575	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-33-2022
MpxV/human/CAN/UN-NML-3486/2022_Canada_2022-06-08	ON880518	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3486/2022
INMI-Pt2_Italy_2022-05-19	ON745215	2022-05-19	Southern Europe	Italy	INMI-Pt2
MPXV_USA_2022_UT002_USA_2022-05-01	ON676706	2022-05-01	North America	USA	MPXV_USA_2022_UT002
MPXV/Germany/2022/RKI142_Germany_2022-07-01	ON959157	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI142
hMPXV-IHU00006_France_2022-07-04	OP382483	2022-07-04	Western Europe	France	hMPXV-IHU00006
MPXV_UK_2022_9000185_UnitedKingdom_2022-06-29	OP205130	2022-06-29	Western Europe	United Kingdom	MPXV_UK_2022_9000185
MPXV/Germany/2022/RKI390_Germany_2022-09-01	OP523992	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI390
MPXV_GSTT_Patient1_UnitedKingdom_2022-05-11	ON645312	2022-05-11	Western Europe	United Kingdom	MPXV_GSTT_Patient1
Slovenia-MPXV-21-2022_Slovenia_2022-07-01	OP605563	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-21-2022
MPX_Qjmiyl_9000330_UnitedKingdom_2022-08-01	OP415268	2022-08-01	Western Europe	United Kingdom	MPX_Qjmiyl_9000330
MPX_KMgssq_9000236_UnitedKingdom_2022-07-01	OP415210	2022-07-01	Western Europe	United Kingdom	MPX_KMgssq_9000236
CVR_MPXV1d_UnitedKingdom_2022-05-15	ON808416	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1d
MPXV/Germany/2022/RKI499_Germany_2022-09-01	OP626138	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI499
Monkeypox/PT0577/2022_Portugal_2022-09-09	OP555648	2022-09-09	Southern Europe	Portugal	Monkeypox/PT0577/2022
MPXV-CH-38156923/2022_Switzerland_2022-05-24	ON622720	2022-05-24	Western Europe	Switzerland	MPXV-CH-38156923/2022
PEV_case_Belgium_2022-07-29	OP727820	2022-07-29	Western Europe	Belgium	PEV_case
Monkeypox/PT0541/2022_Portugal_2022-08-23	OP555612	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0541/2022
hMPXV/Austria/MUW1525179/2022_Austria_2022-06-10	OP019275	2022-06-10	Western Europe	Austria	hMPXV/Austria/MUW1525179/2022
MpxV/human/CAN/UN-NML-3611/2022_Canada_2022-06-09	OP013011	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3611/2022
Monkeypox/PT0019/2022_Portugal_2022-05-21	ON649717	2022-05-21	Southern Europe	Portugal	Monkeypox/PT0019/2022
MPXV_UK_2022_4_UnitedKingdom_2022-05-15	ON619838	2022-05-15	Western Europe	United Kingdom	MPXV_UK_2022_4
hMPXV-IHU00010_France_2022-07-18	OP382487	2022-07-18	Western Europe	France	hMPXV-IHU00010
hMPXV-IHU00001_France_2022-06-13	OP382478	2022-06-13	Western Europe	France	hMPXV-IHU00001
hMPXV-IHU00017_France_2022-07-22	OP382494	2022-07-22	Western Europe	France	hMPXV-IHU00017
Monkeypox/PT0148/2022_Portugal_2022-07-07	OP324465	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0148/2022
Monkeypox/PT0341/2022_Portugal_2022-05-27	OP414370	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0341/2022
MpxV/human/CAN/UN-NML-3549/2022_Canada_2022-06-07	OP013007	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3549/2022
Monkeypox/PT0374/2022_Portugal_2022-07-07	OP555470	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0374/2022
Monkeypox/PT0333/2022_Portugal_2022-05-27	OP414364	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0333/2022
MPX/human/USA/UT-UPHL-82200022/2022_USA_2022-05-20	ON627808	2022-05-20	North America	USA	MPX/human/USA/UT-UPHL-82200022/2022
MpxV/human/CAN/UN-NML-3080/2022_Canada_2022-05-26	ON880524	2022-05-26	North America	Canada	MpxV/human/CAN/UN-NML-3080/2022
MPXV/Germany/2022/RKI071_Germany_2022-06-01	ON853657	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI071
MPXV/Germany/2022/RKI194_Germany_2022-08-01	OP215236	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI194
MPX/UZ_REGA_1/Belgium/2022_Belgium_2022-05-19	ON622712	2022-05-19	Western Europe	Belgium	MPX/UZ_REGA_1/Belgium/2022
Monkeypox/PT0006/2022_Portugal_2022-05-15	ON585033	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0006/2022
Monkeypox/PT0009/2022_Portugal_2022-05-15	ON585035	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0009/2022
MPXV_USA_2022_FL002_USA_2022-05-15	ON676704	2022-05-15	North America	USA	MPXV_USA_2022_FL002
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00232/2022_USA_2022-07-15	OP680510	2022-07-15	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00232/2022
MPXV/Germany/2022/RKI576_Germany_2022-06-30	OP837338	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI576
Monkeypox/PT0367/2022_Portugal_2022-06-27	OP555464	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0367/2022
RNA_6ncjpc_Slovakia_2022-08-26	OX336004	2022-08-26	Central Europe	Slovakia	RNA_6ncjpc
Slovenia-MPXV-24-2022_Slovenia_2022-07-01	OP605566	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-24-2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10005/2022_USA_2022-09-07	OP820454	2022-09-07	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10005/2022
Slovenia-MPXV-31-2022_Slovenia_2022-07-01	OP605573	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-31-2022
MPXV_UK_2022_9000062_UnitedKingdom_2022-06-05	OP205068	2022-06-05	Western Europe	United Kingdom	MPXV_UK_2022_9000062
MPXV-CH-38134631/2022_Switzerland_2022-05-19	ON595760	2022-05-19	Western Europe	Switzerland	MPXV-CH-38134631/2022
MPX/2022/Canada/AB1_Canada_2022-05-31	ON736420	2022-05-31	North America	Canada	MPX/2022/Canada/AB1
Monkeypox/PT0563/2022_Portugal_2022-09-05	OP555634	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0563/2022
Monkeypox/PT0048/2022_Portugal_2022-05-13	ON843163	2022-05-13	Southern Europe	Portugal	Monkeypox/PT0048/2022
MpxV/Spain/MD-HGUGM-66649483/2022_Spain_2022-05-27	ON745225	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-66649483/2022
hMPXV-IHU00013_France_2022-07-20	OP382490	2022-07-20	Western Europe	France	hMPXV-IHU00013
Monkeypox/PT0445/2022_Portugal_2022-08-03	OP555526	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0445/2022
Monkeypox/PT0308/2022_Portugal_2022-06-06	OP414342	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0308/2022
MPXV_UK_2022_9000177_UnitedKingdom_2022-06-26	OP205126	2022-06-26	Western Europe	United Kingdom	MPXV_UK_2022_9000177
MPX/Human/USA/CA-LACPHL-MA00256/2022_USA_2022-07-13	OP722515	2022-07-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00256/2022
MPX/PT0080/2022_Portugal_2022-07-26	OP245333	2022-07-26	Southern Europe	Portugal	MPX/PT0080/2022
Monkeypox/PT0032/2022_Portugal_2022-05-26	ON843168	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0032/2022
MPXV/Germany/2022/RKI03_Germany_2022-05-01	ON682263	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI03
MPXV_UK_2022_9000189_UnitedKingdom_2022-07-06	OP205134	2022-07-06	Western Europe	United Kingdom	MPXV_UK_2022_9000189
MpxV/human/CAN/UN-NML-2858/2022_Canada_2022-05-19	ON880521	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2858/2022
MpxV/human/CAN/UN-NML-3913/2022_Canada_2022-06-28	OP062233	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-3913/2022
MpxV/human/CAN/UN-NML-3137/2022_Canada_2022-05-29	ON880509	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3137/2022
MPXV/Germany/2022/RKI07_Germany_2022-05-01	ON682269	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI07
MPXV_USA_2022_UT001_USA_2022-05-01	ON676705	2022-05-01	North America	USA	MPXV_USA_2022_UT001
MpxV/human/USA/WA-UW-089183/2022_USA_2022-08-01	OP257265	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089183/2022
MPX/PT0128/2022_Portugal_2022-07-12	OP245361	2022-07-12	Southern Europe	Portugal	MPX/PT0128/2022
MPX/Human/USA/CA-LACPHL-MA00136/2022_USA_2022-08-08	OP539921	2022-08-08	North America	USA	MPX/Human/USA/CA-LACPHL-MA00136/2022
Monkeypox/PT0355/2022_Portugal_2022-05-22	OP414382	2022-05-22	Southern Europe	Portugal	Monkeypox/PT0355/2022
Monkeypox/PT0314/2022_Portugal_2022-06-05	OP414347	2022-06-05	Southern Europe	Portugal	Monkeypox/PT0314/2022
Monkeypox/PT0290/2022_Portugal_2022-06-14	OP414325	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0290/2022
MPXV_USA_2022_PA0008_USA_2022-06-01	OP604522	2022-06-01	North America	USA	MPXV_USA_2022_PA0008
B1118307_USA_2022-08-03	OP531887	2022-08-03	North America	USA	B1118307
INS-MPXV-0016-H1_Colombia_2022-07-29	OP295383	2022-07-29	South America	Colombia	INS-MPXV-0016-H1
Monkeypox/PT0303/2022_Portugal_2022-06-07	OP414337	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0303/2022
MPXV_USA_2022_CA002_USA_2022-05-15	ON954773	2022-05-15	North America	USA	MPXV_USA_2022_CA002
MPXV_USA_2022_NY003_USA_2022-05-01	ON959134	2022-05-01	North America	USA	MPXV_USA_2022_NY003
MPX/PT0084/2022_Portugal_2022-07-22	OP245335	2022-07-22	Southern Europe	Portugal	MPX/PT0084/2022
Slovenia-MPXV-27-2022_Slovenia_2022-07-01	OP605569	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-27-2022
MPXV_UK_2022_1_UnitedKingdom_2022-05-01	ON619835	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_1
Monkeypox/PT0139/2022_Portugal_2022-07-11	OP324460	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0139/2022
MPXV_UK_2022_2_UnitedKingdom_2022-05-15	ON619836	2022-05-15	Western Europe	United Kingdom	MPXV_UK_2022_2
MPXV/Germany/2022/RKI123_Germany_2022-07-03	ON929078	2022-07-03	Western Europe	Germany	MPXV/Germany/2022/RKI123
MPXV_USA_2022_NY0022_USA_2022-07-01	OP603008	2022-07-01	North America	USA	MPXV_USA_2022_NY0022
Monkeypox/PT0591/2022_Portugal_2022-09-13	OP555658	2022-09-13	Southern Europe	Portugal	Monkeypox/PT0591/2022
MP01CHUAC_Spain_2022-05-01	OP120937	2022-05-01	Southern Europe	Spain	MP01CHUAC
MPX_96X1Vd_9000216_UnitedKingdom_2022-03-28	OP415194	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000216
MPXV/Germany/2022/RKI151_Germany_2022-07-01	ON959165	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI151
MPXV-USA-IL-IDPH-069_USA_2022-06-28	OP536730	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-069
MPXV/Germany/2022/RKI06_Germany_2022-05-01	ON682270	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI06
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00387/2022_USA_2022-12-05	OQ330979	2022-12-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00387/2022
ANT_INS_MPX_0039_L_Colombia_2022-07-29	OP693649	2022-07-29	South America	Colombia	ANT_INS_MPX_0039_L
MPXV_FVG-ITA_01_2022_Italy_2022-05-25	ON644344	2022-05-25	Southern Europe	Italy	MPXV_FVG-ITA_01_2022
MpxV/human/CAN/UN-NML-3921/2022_Canada_2022-06-29	OP062234	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-3921/2022
PrEV_case_4_Belgium_2022-10-09	OP727823	2022-10-09	Western Europe	Belgium	PrEV_case_4
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00370/2022_USA_2022-10-26	OQ330977	2022-10-26	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00370/2022
MPXV_USA_2022_VA0003_USA_2022-06-01	OP303797	2022-06-01	North America	USA	MPXV_USA_2022_VA0003
Slovenia-MPXV-43-2022_Slovenia_2022-08-01	OP605584	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-43-2022
MPXV/Germany/2022/RKI359_Germany_2022-09-01	OP484680	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI359
MPXV/Germany/2022/RKI572_Germany_2022-06-01	OP837334	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI572
MPXV/Germany/2022/RKI526_Germany_2022-06-01	OP689679	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI526
MPXV/Germany/2022/RKI399_Germany_2022-09-01	OP524001	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI399
MPX_BhVKjm_9000233_UnitedKingdom_2022-07-01	OP415207	2022-07-01	Western Europe	United Kingdom	MPX_BhVKjm_9000233
hMPXV/Austria/MUW1531848/2022_Austria_2022-07-05	OP133005	2022-07-05	Western Europe	Austria	hMPXV/Austria/MUW1531848/2022
hMPXV/Austria/MUW1533374/2022_Austria_2022-07-11	OP133004	2022-07-11	Western Europe	Austria	hMPXV/Austria/MUW1533374/2022
MPX_ElGfGw_9000328_UnitedKingdom_2022-08-01	OP415266	2022-08-01	Western Europe	United Kingdom	MPX_ElGfGw_9000328
MPXV_UK_2022_5_UnitedKingdom_2022-05-16	OP022170	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_5
MPXV/Germany/2022/RKI426_Germany_2022-09-01	OP594190	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI426
MPXV/Germany/2022/RKI424_Germany_2022-09-01	OP594188	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI424
hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022_USA_2022-08-06	OP820452	2022-08-06	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022
MPXV_USA_2022_LA0001_USA_2022-07-01	OP451005	2022-07-01	North America	USA	MPXV_USA_2022_LA0001
MpxV/human/USA/WA-UW-096711/2022_USA_2022-09-01	OP743992	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-096711/2022
MPXV/Germany/2022/RKI035_Germany_2022-06-01	ON755241	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI035
RNA_7e331z_Slovakia_2022-08-09	OX297403	2022-08-09	Central Europe	Slovakia	RNA_7e331z
RNA_56005y_Slovakia_2022-07-20	OX261749	2022-07-20	Central Europe	Slovakia	RNA_56005y
MPX/Human/USA/CA-LACPHL-MA00102/2022_USA_2022-09-01	OP539887	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00102/2022
MPXV_USA_2022_CO0002_USA_2022-05-01	OP185715	2022-05-01	North America	USA	MPXV_USA_2022_CO0002
Monkeypox/PT0401/2022_Portugal_2022-07-19	OP555497	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0401/2022
Monkeypox/PT0382/2022_Portugal_2022-07-12	OP555478	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0382/2022
hMPXV/Austria/MUW1540386/2022_Austria_2022-08-08	OP422343	2022-08-08	Western Europe	Austria	hMPXV/Austria/MUW1540386/2022
hMPXV/Austria/MUW1533948/2022_Austria_2022-07-13	OP422340	2022-07-13	Western Europe	Austria	hMPXV/Austria/MUW1533948/2022
MPXV/Germany/2022/RKI592_Germany_2022-10-01	OP837354	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI592
MPXV/Germany/2022/RKI571_Germany_2022-10-01	OP764629	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI571
MPXV/Germany/2022/RKI582_Germany_2022-06-01	OP837344	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI582
MPXV/Germany/2022/RKI057_Germany_2022-06-01	ON813254	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI057
RNA_5hbxm6_Slovakia_2022-07-25	OX291435	2022-07-25	Central Europe	Slovakia	RNA_5hbxm6
RNA_4i9ul8_Slovakia_2022-07-25	OX291424	2022-07-25	Central Europe	Slovakia	RNA_4i9ul8
MPXV_USA_2022_CA0030_USA_2022-09-01	OQ054245	2022-09-01	North America	USA	MPXV_USA_2022_CA0030
MPXV/Human/USA/CA-LACPHL-MA00341/2022_USA_2022-10-19	OP920679	2022-10-19	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00341/2022
MP03CHUAC_Spain_2022-06-01	OP120938	2022-06-01	Southern Europe	Spain	MP03CHUAC
Monkeypox/PT0469/2022_Portugal_2022-08-08	OP555548	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0469/2022
hMPXV/Austria/MUW1536480/2022_Austria_2022-07-22	OP133007	2022-07-22	Western Europe	Austria	hMPXV/Austria/MUW1536480/2022
MPXV_UK_2022_9000167_UnitedKingdom_2022-06-30	OP205123	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000167
MPXV/Germany/2022/RKI037_Germany_2022-06-01	ON755243	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI037
MPXV/Germany/2022/RKI269_Germany_2022-08-01	OP215271	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI269
MPXV/Germany/2022/RKI264_Germany_2022-08-01	OP215283	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI264
MpxV/Spain/MD-HGUGM-6642566/2022_Spain_2022-06-21	ON927243	2022-06-21	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6642566/2022
Monkeypox/PT0155/2022_Portugal_2022-07-06	OP324472	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0155/2022
MPXV/Germany/2022/RKI255_Germany_2022-08-01	OP215270	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI255
MPXV/Human/USA/MA-USAFSAM-M0002/2022_USA_2022-09-13	OP598104	2022-09-13	North America	USA	MPXV/Human/USA/MA-USAFSAM-M0002/2022
VAC_INS_MPX_1054_L_Colombia_2022-10-25	OP837473	2022-10-25	South America	Colombia	VAC_INS_MPX_1054_L
MPXV_USA_2022_SC0003_USA_2022-07-01	OP603005	2022-07-01	North America	USA	MPXV_USA_2022_SC0003
RNA_6rfmf6_Slovakia_2022-08-01	OX291694	2022-08-01	Central Europe	Slovakia	RNA_6rfmf6
RNA_6ob9hu_Slovakia_2022-08-31	OX336038	2022-08-31	Central Europe	Slovakia	RNA_6ob9hu
MPXV/Germany/2022/ON/RKI647_Germany_2022-08-01	OQ159042	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI647
Monkeypox/PT0347/2022_Portugal_2022-05-26	OP414376	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0347/2022
hMpxV/UK/LMO-040a/2022_UnitedKingdom_2022-07-17	OP390202	2022-07-17	Western Europe	United Kingdom	hMpxV/UK/LMO-040a/2022
hMpxV/UK/LMO-004a/2022_UnitedKingdom_2022-06-20	OP390186	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-004a/2022
MPXV/Germany/2022/ON/RKI449_Germany_2022-09-01	OP615325	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI449
RNA_2lwdey_Slovakia_2022-07-25	OX291780	2022-07-25	Central Europe	Slovakia	RNA_2lwdey
RNA_2ulvg6_Slovakia_2022-08-01	OX291676	2022-08-01	Central Europe	Slovakia	RNA_2ulvg6
MPXV-USA-IL-IDPH-073_USA_2022-06-30	OP536734	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-073
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022_USA_2022-08-08	OP820455	2022-08-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
hMpxV/UK/LMO-046a/2022_UnitedKingdom_2022-07-26	OP390205	2022-07-26	Western Europe	United Kingdom	hMpxV/UK/LMO-046a/2022
Monkeypox/PT0149/2022_Portugal_2022-07-06	OP324466	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0149/2022
Monkeypox/PT0269/2022_Portugal_2022-06-15	OP414309	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0269/2022
MPX/PT0123/2022_Portugal_2022-07-13	OP245356	2022-07-13	Southern Europe	Portugal	MPX/PT0123/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00365/2022_USA_2022-10-19	OQ330989	2022-10-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00365/2022
LBMB-UTP_MP-025_VAC_Colombia_2022-11-15	OQ148474	2022-11-15	South America	Colombia	LBMB-UTP_MP-025_VAC
VAC_INS_MPX_0965_HL_Colombia_2022-10-12	OP819957	2022-10-12	South America	Colombia	VAC_INS_MPX_0965_HL
