# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Nov 14 10:50:43 PST 2022 [seed=1668451839727]
# -threads 12 -save_every 2000000 -beagle 235hmpxv_skyline.xml
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	skyline
250000	-29612.83084641704	-120.0595398971607	-29492.77130651988	0.639779849258932	2022.1574804247136	13.004258098115194	0.9939631722811899	0.64050259230047	0.44605706489431135	0.7638222671485352	0.9357008186440997	0.1112338455314148	0.10489775219248815	0.19226201210212182	0.10472002429215313	0.004285995282423757	75.0	4.0	5.0	4.0	84.0	35.0	5.0	8.0	7.0	7.0	30.12603079635884	0.3347690886652393	0.16477162256729655	0.1668691275316071	0.3335901612358565	0.014573997951406343	0.0017718023746565318	0.001771802374656529	-29492.77130651988	0.0	-118.31480040087148
275000	-29548.695659977046	-123.59587852227484	-29425.09978145477	0.6388603535288112	2022.1583999204438	13.30097438640136	0.9925512669681679	0.5694256108482851	0.3193108249670868	0.25209218391988614	0.9593117132502379	0.25467374941076454	0.05208816733363727	0.11474708712403626	0.11586357964373226	0.00398316717619694	83.0	2.0	6.0	2.0	72.0	30.0	21.0	6.0	3.0	9.0	36.34496600460002	0.33097582535683934	0.16688567825327186	0.16978142464086615	0.3323570717490219	0.0419156388189842	0.0017229044292875798	0.0017229044292875796	-29425.09978145477	0.0	-121.4458828445477
300000	-29521.6558641711	-115.77063735266604	-29405.885226818435	0.6364096865997063	2022.1608505873728	12.764859639419457	0.939381316036478	0.4539278430842974	0.8277563465236234	0.8503583945692168	0.9097453451218716	0.17867910510289592	0.35038040317135405	0.06080549933343892	0.018689405242679244	0.0017247112499481597	87.0	2.0	5.0	2.0	76.0	43.0	6.0	2.0	7.0	4.0	31.84074805219901	0.3356540007126125	0.16570510800534197	0.1648614007012611	0.33377949058078377	0.020013101719128953	0.001682142813131146	0.0016821428131311472	-29405.885226818435	0.0	-115.45193714253969
325000	-29511.157719703442	-120.7787693255973	-29390.378950377846	0.6401921280434818	2022.157068145929	13.095743507378865	0.9275578398455528	0.5391821802096353	0.9644169635744078	0.6912667498533451	0.9249863877709509	0.1569618704944612	0.1986881451150865	0.014020235485609257	6.837104089251969E-4	0.001978121320352366	84.0	2.0	3.0	2.0	74.0	48.0	10.0	7.0	1.0	3.0	42.00301161863284	0.3375557067927641	0.16421216814117684	0.16597382782656944	0.3322582972394889	0.06257606776289719	0.0016503674509527084	0.0016503674509527066	-29390.378950377846	0.0	-123.26186108160161
350000	-29494.95872030136	-132.64319623724748	-29362.315524064114	0.6364150898830763	2022.1608451840896	13.228412547796333	0.9737926638844772	0.9964647230380915	0.9885066029961167	0.8798515997194253	0.9350986492003324	0.1802090504790365	0.04991746551297285	0.010184149377089143	0.0030020600936536655	7.641979994892857E-4	72.0	23.0	3.0	11.0	61.0	52.0	3.0	2.0	3.0	4.0	32.157874615900816	0.3294412953453656	0.17012382867927975	0.1693337416562453	0.33110113431910876	0.04918270999980698	0.0018411265149765764	0.001841126514976575	-29362.315524064114	0.0	-138.64215421753187
375000	-29466.829792620396	-123.70290854487106	-29343.126884075526	0.6405450362654066	2022.1567152377072	13.137773054109097	0.998404835982391	0.7112989260116523	0.8600131893103319	0.9917400709701851	0.9636719032117314	0.19123416724268832	0.05895933765481078	0.05329851066135988	0.03213718737089685	0.0025884245364261034	61.0	7.0	9.0	11.0	76.0	58.0	2.0	1.0	2.0	7.0	32.70814328304032	0.32957181104462474	0.16852693119942905	0.16762924382787267	0.33427201392807293	0.07064465966425403	0.0016367014268756299	0.0016367014268756312	-29343.126884075526	0.0	-124.69066041996933
400000	-29432.18160344496	-120.76193468387048	-29311.41966876109	0.6358155541541375	2022.1614447198185	13.001021368400197	0.9930099369090508	0.8184278914497767	0.5276711277491992	0.9619681627703744	0.957138125097279	0.16530339718193546	0.06008234625534108	0.051688238407844825	0.052650437614376155	0.001065126180128271	60.0	11.0	5.0	2.0	87.0	53.0	1.0	3.0	7.0	5.0	45.258491846073596	0.32959648888613047	0.16560823368349706	0.16782364810072858	0.3369716293296435	0.013342125447742458	0.0016015281985023346	0.001601528198502335	-29311.41966876109	0.0	-120.46725360621292
425000	-29446.92899141449	-144.3782177090919	-29302.5507737054	0.6369044014407709	2022.160355872532	13.000220250376854	0.9776469913580297	0.9926977619048917	0.8860411193814333	0.3235313307358089	0.9630961697151807	0.26553262570044983	0.2726674741098094	0.04333428733006554	0.04745296578854457	0.0055702113621340366	68.0	17.0	13.0	1.0	69.0	47.0	7.0	3.0	4.0	5.0	30.875382761889366	0.33551855603801173	0.16774685986243182	0.17180106108207674	0.3249335230174791	0.038758850899383655	0.001588607922483065	0.0015886079224830673	-29302.5507737054	0.0	-142.55214960946086
450000	-29375.39455093312	-146.36805700408743	-29229.026493929032	0.6452894585736739	2022.151970815399	13.110458943718383	0.8908763377776379	0.7268122723020694	0.9782332419528916	0.8832402445326674	0.9647803732917428	0.3405886724960658	0.21003794089509595	0.03889742813802216	0.025364879866869215	0.010902236218875903	63.0	2.0	22.0	20.0	57.0	48.0	5.0	7.0	4.0	6.0	33.22704867582233	0.3267474885528282	0.1684714560784753	0.1724649134755242	0.33231614189317144	0.09000208950684176	0.001642711624157067	0.0016427116241570672	-29229.026493929032	0.0	-145.91930357314646
475000	-29351.444342842235	-145.3335733198814	-29206.110769522355	0.6451742374435846	2022.152086036529	13.245795162877318	0.9897753405991551	0.8388177211565796	0.8920571439677122	0.7820782977264508	0.9540460240239961	0.34169074259209253	0.13772688020571663	0.209855360811256	0.07112048322376709	0.013231466671650097	63.0	8.0	36.0	1.0	49.0	39.0	4.0	20.0	1.0	13.0	25.333016434215732	0.3311722249835039	0.16933184018944453	0.16867100090599904	0.3308249339210516	0.013281515529616808	0.001462006366548015	0.0014620063665480166	-29206.110769522355	0.0	-142.87039430004486
500000	-29362.998016793914	-145.2376535529946	-29217.76036324092	0.6376705614489487	2022.1595897125237	13.26056960890949	0.9928381149754348	0.5765167992456298	0.9780941321723177	0.7003522640106112	0.863875229743768	0.4914097205093307	0.3433327831425271	0.14465412849157092	0.10436231295215125	0.007616279468660559	61.0	5.0	51.0	5.0	48.0	21.0	13.0	13.0	3.0	14.0	21.160518510559736	0.3354875106636228	0.16564016788014935	0.17154971044339637	0.32732261101283056	0.04842848521142701	0.0014824434654615336	0.001482443465461531	-29217.76036324092	0.0	-142.4364474642119
525000	-29371.87287864019	-143.02564702268194	-29228.84723161751	0.6423244289104174	2022.1549358450623	13.298086086001831	0.8852030756499891	0.6763759811519356	0.9850701988823859	0.9569039094189835	0.6199477192316866	0.7109748703808202	0.09244975310338917	0.06056413641560024	0.13510375674491332	0.007507315406031534	76.0	3.0	45.0	3.0	39.0	27.0	6.0	10.0	13.0	12.0	29.005772501118386	0.3352425740034144	0.16653357044218106	0.16863746815509456	0.32958638739930923	0.10166302148022786	0.0016393070587913264	0.0016393070587913262	-29228.84723161751	0.0	-139.64606159104585
550000	-29359.330688570142	-142.59321035368373	-29216.73747821646	0.6382483614020408	2022.1590119125706	13.199155693484556	0.9597408181968358	0.8974462253128123	0.9976697488838552	0.6496317957273512	0.3137820181221031	0.3021272476928803	0.3258147072901489	0.5686132119209891	0.14105619625192603	0.0052548565508405715	87.0	4.0	50.0	9.0	37.0	15.0	6.0	6.0	7.0	13.0	25.91684986107184	0.32743650124713525	0.16706736579718298	0.16825219788190104	0.33724393507377987	0.05803173895199608	0.0015261803999082394	0.0015261803999082404	-29216.73747821646	0.0	-138.3099138443548
575000	-29286.603905468568	-94.26421192213729	-29192.33969354643	0.6407407010761386	2022.1565195728965	12.723593110784531	0.9808992394241699	0.9862009859904929	0.9320154724680828	0.260583724667682	0.13834464825355808	0.4049988486452001	0.8827280880096474	0.16821562699307518	0.008440595492390774	0.005754335686518295	93.0	3.0	48.0	1.0	33.0	26.0	1.0	16.0	8.0	5.0	28.593549427923303	0.330413119983684	0.16727694260108175	0.16656799495790048	0.33574194245733274	0.045633357377372966	0.0015972881009451115	0.0015972881009451098	-29192.33969354643	0.0	-92.63164505581585
600000	-29356.95807956024	-143.9863439438994	-29212.971735616342	0.63684102277743	2022.1604192511952	13.24412865215404	0.996201315820281	0.9422540320240113	0.9930054191145528	0.8862074263969966	0.39858856223897454	0.5141544244534049	0.3045967535247375	0.10908955610431507	0.013973447848506333	0.006243401928828308	84.0	5.0	48.0	5.0	28.0	26.0	3.0	26.0	6.0	3.0	28.44567735286682	0.3311498094797901	0.16760367112794125	0.17112542823491986	0.3301210911573476	0.025050004039513633	0.0016942914237949719	0.001694291423794972	-29212.971735616342	0.0	-143.4644782637965
625000	-29322.28943629544	-160.18362542356434	-29162.105810871875	0.6452164716857354	2022.152043802287	13.675084197468315	0.9803448403095394	0.9424855152253285	0.9183353326893992	0.3595383494535058	0.5071984725249246	0.25217058458322705	0.2645514102861092	0.16162142717087766	0.018474246054543956	0.004724494133374346	92.0	13.0	33.0	14.0	30.0	12.0	10.0	16.0	10.0	4.0	33.349646540703056	0.32982804778279917	0.16866099704592893	0.16998637740586103	0.3315245777654097	0.028893342559535934	0.0014119220752024017	0.0014119220752024017	-29162.105810871875	0.0	-160.0922779153838
650000	-29345.914632937576	-198.61064908051068	-29147.303983857066	0.6509164631604262	2022.1463438108121	14.412523431555561	0.9830411689438731	0.9704785928485895	0.8803594436244015	0.503144219497901	0.6697994321699942	0.6746496576105991	0.31243041643737474	0.021520045925078474	0.02112310932728651	0.022565840531725955	97.0	21.0	12.0	2.0	44.0	25.0	13.0	11.0	2.0	7.0	32.84113056648327	0.3336099678319776	0.16717671507549045	0.1643510460817236	0.33486227101080723	0.0326741343928151	0.0013335299276222567	0.0013335299276222576	-29147.303983857066	0.0	-197.5558927473778
675000	-29283.60475899154	-140.5692101140381	-29143.035548877502	0.6386475032063453	2022.1586127707662	13.305721251263888	0.9830411689438731	0.8444833791250047	0.9715494048281809	0.5770403105920516	0.41477321526650895	0.24181255337082508	0.22741031112985124	0.07275341589361133	0.03272847383256235	0.00471863630574332	116.0	2.0	22.0	8.0	53.0	3.0	8.0	8.0	5.0	9.0	32.32257276059341	0.33382808000038683	0.1690685352051833	0.16544211964939903	0.3316612651450297	0.05298795341066274	0.0014701838186182228	0.0014701838186182248	-29143.035548877502	0.0	-141.2119875561036
700000	-29279.281394105798	-156.3594867272026	-29122.921907378593	0.6506711639209707	2022.1465891100515	13.649769053473122	0.9902943059108817	0.19962481096327192	0.9270110949611006	0.6838045690373921	0.45687029110470717	0.21572798283094088	0.05247155172885495	0.020164252669413477	0.03275829183780316	0.007400022887812701	121.0	1.0	18.0	4.0	61.0	10.0	8.0	1.0	4.0	6.0	26.954019069405643	0.33301755875163624	0.16907793357860074	0.16541980109385526	0.3324847065759064	0.13749103291004067	0.0014482388780059335	0.0014482388780059346	-29122.921907378593	0.0	-157.92143878044018
725000	-29270.232015189387	-137.56534137153454	-29132.666673817854	0.6636752404541975	2022.1335850335183	13.344882720275468	0.9776165735358519	0.8698024699877897	0.3044207981829969	0.1316311428312513	0.32942082810407913	0.4828052408745982	0.9998392911248039	0.12253658002982311	0.017694810367542602	0.036252878955352556	144.0	3.0	6.0	5.0	43.0	8.0	2.0	3.0	7.0	13.0	24.313489834809253	0.32962024577057086	0.1732382033317448	0.1665017358764947	0.3306398150211883	0.07363303597348786	0.0016374780662064233	0.0016374780662064177	-29132.666673817854	0.0	-135.38111202078193
750000	-29257.421149828402	-142.80350522874082	-29114.61764459966	0.6526994745460718	2022.1445607994265	13.604999848757497	0.960683000452369	0.857787904084655	0.2978673325998548	0.20200756873219017	0.33522613311153193	0.4642861528332175	0.04130772449553147	0.058375483281760704	0.06373505444587554	0.027374313005449336	139.0	7.0	4.0	2.0	45.0	14.0	9.0	2.0	1.0	11.0	27.86207060719682	0.33014768136171385	0.16830617793959604	0.1737771326101013	0.32776900808858755	0.03697723077068909	0.0015729508273475258	0.001572950827347524	-29114.61764459966	0.0	-144.7106412853823
775000	-29266.873921015344	-142.21081544788953	-29124.663105567455	0.6488116049524201	2022.1484486690201	13.99761284667164	0.9988005698433977	0.3915238522780025	0.2098554805780165	0.2523363466028215	0.5151245556819182	0.5824367610732178	0.2780722270948687	0.015141042801709548	0.009063331583576861	0.00435250669674312	152.0	4.0	2.0	16.0	25.0	8.0	6.0	9.0	10.0	2.0	26.60727623999816	0.3340203257712864	0.16739417587341143	0.17090125972219614	0.32768423863310464	0.06338435972134483	0.001514430733330216	0.0015144307333302175	-29124.663105567455	0.0	-146.8233101871133
800000	-29260.043030648278	-147.2395096236299	-29112.80352102465	0.639767513667505	2022.157492760305	14.353296389033144	0.9988005698433977	0.6944113899950008	0.25108888682562835	0.5415474372402119	0.6857298054126687	0.023246085309758587	0.054240167936722185	0.020569067495087984	0.004215526751617127	0.005732695400353336	153.0	3.0	3.0	18.0	30.0	1.0	5.0	2.0	8.0	11.0	19.38550668694174	0.3330651417471573	0.16593004651957677	0.17226758007982187	0.3287372316534426	0.04223585521955874	0.001450041030807125	0.001450041030807124	-29112.80352102465	0.0	-154.27573848054354
825000	-29284.53279255895	-162.00565630309336	-29122.52713625586	0.6413762626791114	2022.1558840112934	14.450289845826475	0.9926847879783092	0.6518117090570794	0.4810882796215418	0.6253905711165306	0.6745743189508577	0.12115034096308219	0.02165105766160931	0.010664823975292167	0.009718124592697441	0.005207706956087681	142.0	5.0	9.0	26.0	25.0	6.0	3.0	4.0	13.0	1.0	32.340379392621244	0.3281608638763928	0.17083663153398604	0.16808157964846626	0.3329209249411534	0.07084020422836353	0.0014851703105906553	0.001485170310590657	-29122.52713625586	0.0	-168.85234893249753
850000	-29251.350691082793	-144.52668787647823	-29106.824003206315	0.636788065327996	2022.1604722086447	13.742398900321708	0.9918477530149292	0.6180311099637835	0.5069022549226052	0.6715127124359237	0.1421416797899358	0.3524826651624305	0.14162624591444814	0.10884560813266107	0.008970201065955544	0.0012812794712077126	150.0	3.0	6.0	29.0	21.0	1.0	12.0	1.0	9.0	2.0	33.5128192357018	0.3273464715199959	0.16960785725135127	0.16782982967743332	0.335215841551218	0.02411475334272701	0.0014803877492649547	0.001480387749264955	-29106.824003206315	0.0	-146.8902955477161
875000	-29213.59676041776	-129.25414953347496	-29084.342610884287	0.6457878895052684	2022.1514723844673	13.371358756979953	0.9962863013139404	0.44524012129026497	0.5164020631020338	0.6529649694871168	0.08741021924543282	0.051558478166196485	0.12685365190677284	0.04610367298933042	0.0250141002810854	0.0031111853802381338	152.0	1.0	8.0	24.0	18.0	5.0	15.0	3.0	3.0	5.0	24.859397258970315	0.3294866423625777	0.16589112863934416	0.1718284789064094	0.3327937500916672	0.18133435413436402	0.001547681270573365	0.0015476812705733647	-29084.342610884287	0.0	-134.50368938289574
900000	-29207.719046345577	-137.12746107178265	-29070.591585273796	0.6370699354275956	2022.160190338545	13.8490870774629	0.9990406868063932	0.4525366706975333	0.1803779057082013	0.3119047951360792	0.5646710195056828	0.26024573198481865	0.1272733389105892	0.00909869629812153	0.0011795509580909652	0.0015470042387178634	152.0	7.0	10.0	20.0	2.0	17.0	13.0	5.0	4.0	4.0	27.31328761908159	0.3293162152983261	0.17127360947957276	0.17109410144419784	0.3283160737779018	0.09820240785510867	0.001383958463523399	0.001383958463523398	-29070.591585273796	0.0	-145.5029927280734
925000	-29245.173762856277	-139.75694745568552	-29105.416815400593	0.6391242833002769	2022.1581359906722	13.576967750142476	0.9931687141468379	0.6849440935684793	0.14950862883593516	0.20430670186552735	0.4172204756150017	0.313571568732111	0.2132549541666688	0.09542838999748388	0.01393904772712	0.015674594843583932	155.0	7.0	9.0	16.0	11.0	11.0	6.0	8.0	4.0	7.0	20.689046291162434	0.33571942179534087	0.16230971967961783	0.1693072714760951	0.3326635870489446	0.01009883040539671	0.001364627272851461	0.0013646272728514612	-29105.416815400593	0.0	-143.34773012083593
950000	-29198.990477859938	-126.23132964027981	-29072.75914821966	0.6481313723189547	2022.1491289016537	13.712464528862661	0.9907935815163699	0.3497120465233504	0.1448572013421244	0.32791583722394424	0.15561263294948097	0.5073900672698353	0.2876766358709661	0.010682902686023463	0.013496384449013717	0.0048680056257804595	158.0	2.0	3.0	18.0	22.0	6.0	7.0	1.0	7.0	10.0	21.494685304353027	0.33015974818686467	0.16740593780050028	0.16567211039052132	0.3367622036221121	0.07128889348531167	0.0015437351351584372	0.0015437351351584396	-29072.75914821966	0.0	-130.7466732095866
975000	-29195.24541971507	-113.93226174228334	-29081.313157972785	0.6395155036712025	2022.1577447703014	13.444327129480126	0.9907935815163699	0.6112051628336381	0.3017568216899354	0.25177619575558646	0.10247618662394604	0.33631311074532155	0.46626752504972707	0.24624282914221368	0.0033934537725505676	0.0037495385569356714	159.0	8.0	3.0	15.0	19.0	1.0	5.0	9.0	14.0	1.0	24.112847201725575	0.3310768613022056	0.16675323534110484	0.171242691700778	0.3309272116559099	0.027009537223128315	0.0013796168959559056	0.001379616895955907	-29081.313157972785	0.0	-116.1529922619894
1000000	-29233.274524285993	-153.05629562583204	-29080.21822866016	0.6392556853506101	2022.158004588622	13.835343527580019	0.9678694740254309	0.537871113915844	0.7839853988139733	0.07878581805014302	0.157660956732778	0.2953870348622091	0.5504234575350212	0.3189740615308106	0.016179656317412895	0.0010350716555594917	152.0	17.0	9.0	10.0	10.0	1.0	2.0	20.0	10.0	3.0	24.812197504879922	0.33402298720601914	0.16535365869619192	0.16891887220116283	0.3317044818966243	0.05272530299893771	0.0013205700644817074	0.0013205700644817076	-29080.21822866016	0.0	-153.37177699174168
1025000	-29213.159251618792	-132.45876907336208	-29080.70048254543	0.6358518750362624	2022.1614083989364	13.433842029823971	0.9992212454863083	0.5774884046990977	0.6014422667692613	0.523256459140344	0.3327022786464527	0.3079274562734913	0.3276171597807622	0.12585515339816436	0.004982737502847318	5.84182180394993E-4	145.0	4.0	5.0	1.0	23.0	18.0	7.0	21.0	6.0	4.0	22.488286400540723	0.33000863594156826	0.1679580691390519	0.16838762735410576	0.33364566756527214	0.0075993866149794064	0.001471445036370718	0.001471445036370719	-29080.70048254543	0.0	-136.06440868876422
1050000	-29215.58715797607	-146.44880225019963	-29069.13835572587	0.6364953620163206	2022.1607649119562	13.537598150487057	0.9851288933582786	0.6059313168157968	0.7486948800376506	0.3492176173204931	0.6226500452788937	0.37196699829108065	0.07540387591805546	0.1294577153657945	0.004616601094569718	0.0017044806446507893	138.0	11.0	6.0	4.0	23.0	21.0	14.0	11.0	2.0	4.0	22.630809349936516	0.33374464215702315	0.16583078596019696	0.17263229774691616	0.3277922741358616	0.07486686415915297	0.0014413438392010946	0.0014413438392010954	-29069.13835572587	0.0	-149.40591406477114
1075000	-29256.39004981245	-186.9607434392024	-29069.429306373248	0.6431278581022911	2022.1541324158702	14.27566855108074	0.9964858227777099	0.46639425626309006	0.2103908209243055	0.37239193757275635	0.38360649419874787	0.9049321811496603	0.1673657142082304	0.07215007728579365	0.01928520406243879	0.004598873457085278	151.0	8.0	2.0	12.0	12.0	14.0	12.0	18.0	4.0	1.0	22.771643841491933	0.3332166231062172	0.16830048615186446	0.16768367799950426	0.33079921274241186	0.1139187531162925	0.0013730802140554266	0.0013730802140554264	-29069.429306373248	0.0	-189.0438379793423
1100000	-29182.814494238577	-120.81678146740713	-29061.997712771168	0.6387397434207936	2022.1585205305519	13.041047377491564	0.9974695117762375	0.8824566285640629	0.2636455327928586	0.2915599919267513	0.36651930478600997	0.5584391474049213	0.04588405767786265	0.08018538884480943	0.011316028971534239	0.0040459617126369085	148.0	2.0	5.0	12.0	34.0	2.0	4.0	20.0	5.0	2.0	22.380582880056178	0.33055280678937	0.1687892104344159	0.1700272040713486	0.3306307787048633	0.011540429468563585	0.0015862597305560347	0.001586259730556035	-29061.997712771168	0.0	-124.57631123741524
1125000	-29211.977975571164	-130.45886498871485	-29081.51911058245	0.6809881131413732	2022.1162721608312	13.345249397129026	0.9974695117762375	0.8291285193810504	0.5691164346665489	0.37504969408841127	0.21479886269067056	0.3565598217759474	0.019610399008835825	0.041597282357803154	0.03781676951030174	0.04117921479765774	140.0	2.0	9.0	3.0	26.0	24.0	3.0	20.0	6.0	1.0	18.127553525639545	0.3315011323885178	0.1677489660879245	0.1730452239258501	0.3277046775977053	0.028521190925005453	0.001419473126411172	0.001419473126411173	-29081.51911058245	0.0	-133.80412804865958
1150000	-29204.874895998488	-158.469413471493	-29046.405482526996	0.6358345811941686	2022.1614256927785	13.916054375043643	0.9836494785122621	0.22886714679926232	0.6283471790952225	0.7946573238436666	0.7057538044045792	0.6185389151312385	0.18823002712804027	0.1867134595667447	0.01737414805746264	6.485210198088925E-4	149.0	14.0	4.0	5.0	23.0	1.0	1.0	24.0	10.0	3.0	44.71837489009443	0.3275991195599573	0.16544551725973317	0.1749886170957645	0.33196674608454263	0.013041986413539946	0.001459195812641917	0.0014591958126419175	-29046.405482526996	0.0	-156.4742988975507
