Month,Orig Country,Dest Country,Total Market Pax
5,United Kingdom,Italy,573697
5,United Kingdom,Peru,2678
5,United Kingdom,Portugal,428055
5,United Kingdom,Slovakia,22725
5,United Kingdom,Slovenia,6731
5,United Kingdom,Spain,1915976
5,United Kingdom,Switzerland,151399
5,United Kingdom,United Kingdom,1014197
5,United Kingdom,United States,569627
5,United States,Austria,36079
5,United States,Belgium,39888
5,United States,Canada,868745
5,United States,Colombia,184783
5,United States,France,292998
5,United States,Germany,374534
5,United States,Italy,222702
5,United States,Peru,65401
5,United States,Portugal,61918
5,United States,Slovakia,314
5,United States,Slovenia,800
5,United States,Spain,196638
5,United States,Switzerland,70534
5,United States,United Kingdom,617602
5,United States,United States,47766618
