Month,Orig Country,Dest Country,Total Market Pax
7,Slovenia,Italy,230
7,Slovenia,Peru,7
7,Slovenia,Portugal,986
7,Slovenia,Spain,936
7,Slovenia,Switzerland,1453
7,Slovenia,United Kingdom,9137
7,Slovenia,United States,1205
7,Spain,Austria,130134
7,Spain,Belgium,236024
7,Spain,Canada,33592
7,Spain,Colombia,56007
7,Spain,France,617636
7,Spain,Germany,1150584
7,Spain,Italy,647187
7,Spain,Peru,20123
7,Spain,Portugal,208845
7,Spain,Slovakia,6343
7,Spain,Slovenia,1095
7,Spain,Spain,3229292
7,Spain,Switzerland,237330
7,Spain,United Kingdom,2167680
7,Spain,United States,252230
7,Switzerland,Austria,22502
7,Switzerland,Belgium,18535
7,Switzerland,Canada,26628
7,Switzerland,Colombia,2414
7,Switzerland,France,150338
7,Switzerland,Germany,86492
7,Switzerland,Italy,152277
7,Switzerland,Peru,1606
7,Switzerland,Portugal,136979
7,Switzerland,Slovakia,1085
7,Switzerland,Slovenia,1498
7,Switzerland,Spain,248448
7,Switzerland,Switzerland,4155
7,Switzerland,United Kingdom,173350
7,Switzerland,United States,127815
7,United Kingdom,Austria,71421
7,United Kingdom,Belgium,32437
7,United Kingdom,Canada,161598
7,United Kingdom,Colombia,7053
7,United Kingdom,France,473237
7,United Kingdom,Germany,314092
7,United Kingdom,Italy,690668
7,United Kingdom,Peru,4700
7,United Kingdom,Portugal,462489
7,United Kingdom,Slovakia,27132
7,United Kingdom,Slovenia,8158
7,United Kingdom,Spain,2165245
7,United Kingdom,Switzerland,174051
7,United Kingdom,United Kingdom,1041141
7,United Kingdom,United States,732666
7,United States,Austria,44090
7,United States,Belgium,59446
7,United States,Canada,1015306
7,United States,Colombia,235061
7,United States,France,289538
7,United States,Germany,557993
7,United States,Italy,266597
7,United States,Peru,61846
7,United States,Portugal,85345
7,United States,Slovakia,723
7,United States,Slovenia,1477
7,United States,Spain,208686
7,United States,Switzerland,106290
7,United States,United Kingdom,590851
7,United States,United States,49730710
