Month,Orig Country,Dest Country,Total Market Pax
8,United Kingdom,France,455978
8,United Kingdom,Germany,303903
8,United Kingdom,Italy,681126
8,United Kingdom,Peru,3747
8,United Kingdom,Portugal,443691
8,United Kingdom,Slovakia,25296
8,United Kingdom,Slovenia,8277
8,United Kingdom,Spain,2225189
8,United Kingdom,Switzerland,165603
8,United Kingdom,United Kingdom,1063114
8,United Kingdom,United States,610148
8,United States,Austria,45586
8,United States,Belgium,63054
8,United States,Canada,990598
8,United States,Colombia,198506
8,United States,France,305310
8,United States,Germany,595954
8,United States,Italy,296743
8,United States,Peru,63544
8,United States,Portugal,75308
8,United States,Slovakia,635
8,United States,Slovenia,1057
8,United States,Spain,204037
8,United States,Switzerland,108530
8,United States,United Kingdom,586940
8,United States,United States,47672202
