Month,Orig Country,Dest Country,Total Market Pax
6,Slovakia,Belgium,2348
6,Slovakia,Canada,86
6,Slovakia,France,230
6,Slovakia,Germany,1460
6,Slovakia,Italy,9966
6,Slovakia,Portugal,41
6,Slovakia,Spain,3949
6,Slovakia,Switzerland,516
6,Slovakia,United Kingdom,24460
6,Slovakia,United States,643
6,Slovenia,Austria,8
6,Slovenia,Belgium,3665
6,Slovenia,Canada,352
6,Slovenia,France,3128
6,Slovenia,Germany,2696
6,Slovenia,Italy,126
6,Slovenia,Peru,19
6,Slovenia,Portugal,716
6,Slovenia,Spain,828
6,Slovenia,Switzerland,1486
6,Slovenia,United Kingdom,8264
6,Slovenia,United States,1264
6,Spain,Austria,114012
6,Spain,Belgium,223951
6,Spain,Canada,27385
6,Spain,Colombia,52367
6,Spain,France,585243
6,Spain,Germany,1188976
6,Spain,Italy,646188
6,Spain,Peru,21826
6,Spain,Portugal,191099
6,Spain,Slovakia,4217
6,Spain,Slovenia,828
6,Spain,Spain,3291255
6,Spain,Switzerland,238943
6,Spain,United Kingdom,2100708
6,Spain,United States,219199
6,Switzerland,Austria,30575
6,Switzerland,Belgium,26550
6,Switzerland,Canada,15061
6,Switzerland,Colombia,1342
6,Switzerland,France,139778
6,Switzerland,Germany,113377
6,Switzerland,Italy,138546
6,Switzerland,Peru,1014
6,Switzerland,Portugal,111783
6,Switzerland,Slovakia,613
6,Switzerland,Slovenia,1520
6,Switzerland,Spain,241109
6,Switzerland,Switzerland,4090
6,Switzerland,United Kingdom,167988
6,Switzerland,United States,81661
6,United Kingdom,Austria,64369
6,United Kingdom,Belgium,34109
6,United Kingdom,Canada,136911
6,United Kingdom,Colombia,3636
6,United Kingdom,France,421103
6,United Kingdom,Germany,355188
6,United Kingdom,Italy,637097
6,United Kingdom,Peru,2708
6,United Kingdom,Portugal,430623
6,United Kingdom,Slovakia,24176
6,United Kingdom,Slovenia,7484
6,United Kingdom,Spain,2048095
6,United Kingdom,Switzerland,165740
6,United Kingdom,United Kingdom,1016450
6,United Kingdom,United States,592967
6,United States,Austria,43763
6,United States,Belgium,45666
6,United States,Canada,954783
6,United States,Colombia,196441
6,United States,France,313989
6,United States,Germany,453158
6,United States,Italy,283443
6,United States,Peru,62411
6,United States,Portugal,84488
6,United States,Slovakia,242
6,United States,Slovenia,1546
6,United States,Spain,235963
6,United States,Switzerland,93930
6,United States,United Kingdom,721690
6,United States,United States,47085929
