strain_region_coarse_date	accession	date	region_coarse	country	strain
MpxV/human/USA/WA-UW-084270/2022_NorthAmerica_2022-08-24	OP628458	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-084270/2022
MpxV/human/USA/WA-UW-089051/2022_NorthAmerica_2022-08-24	OP743959	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-089051/2022
MpxV/human/USA/WA-UW-090727/2022_NorthAmerica_2022-09-01	OP628488	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-090727/2022
MpxV/human/USA/WA-UW-088656/2022_NorthAmerica_2022-08-24	OP310040	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-088656/2022
MpxV/human/USA/WA-UW-098721/2022_NorthAmerica_2022-09-01	OP743987	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098721/2022
MpxV/human/USA/WA-UW-083053/2022_NorthAmerica_2022-08-27	OP628450	2022-08-27	North America	USA	MpxV/human/USA/WA-UW-083053/2022
MpxV/human/USA/WA-UW-083888/2022_NorthAmerica_2022-08-24	OP310044	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-083888/2022
MpxV/human/USA/WA-UW-088290/2022_NorthAmerica_2022-08-27	OP628483	2022-08-27	North America	USA	MpxV/human/USA/WA-UW-088290/2022
MpxV/human/USA/Unknown-UW-109319/2022_NorthAmerica_2022-10-06	OP747059	2022-10-06	North America	USA	MpxV/human/USA/Unknown-UW-109319/2022
MpxV/human/USA/WA-UW-095653/2022_NorthAmerica_2022-09-18	OP747056	2022-09-18	North America	USA	MpxV/human/USA/WA-UW-095653/2022
MpxV/human/USA/WA-UW-088793/2022_NorthAmerica_2022-08-25	OP442947	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-088793/2022
MpxV/human/USA/WA-UW-083698/2022_NorthAmerica_2022-08-25	OP442945	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-083698/2022
MpxV/human/USA/WA-UW-099700/2022_NorthAmerica_2022-09-23	OP743982	2022-09-23	North America	USA	MpxV/human/USA/WA-UW-099700/2022
MpxV/human/USA/WA-UW-098055/2022_NorthAmerica_2022-09-18	OP628491	2022-09-18	North America	USA	MpxV/human/USA/WA-UW-098055/2022
MpxV/human/USA/Unknown-UW-105322/2022_NorthAmerica_2022-10-01	OP743997	2022-10-01	North America	USA	MpxV/human/USA/Unknown-UW-105322/2022
MpxV/human/USA/WA-UW-106624/2022_NorthAmerica_2022-10-01	OP747062	2022-10-01	North America	USA	MpxV/human/USA/WA-UW-106624/2022
MpxV/human/USA/WA-UW-096136/2022_NorthAmerica_2022-09-22	OP743976	2022-09-22	North America	USA	MpxV/human/USA/WA-UW-096136/2022
MpxV/human/USA/WA-UW-091890/2022_NorthAmerica_2022-09-24	OP747057	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-091890/2022
MpxV/human/USA/WA-UW-096711/2022_NorthAmerica_2022-09-24	OP743992	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-096711/2022
MpxV/human/USA/WA-UW-090134/2022_NorthAmerica_2022-09-24	OP743984	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-090134/2022
MpxV/human/USA/OH-UW-070197/2022_NorthAmerica_2022-07-01	OP442936	2022-07-01	North America	USA	MpxV/human/USA/OH-UW-070197/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00275/2022_NorthAmerica_2022-07-17	OP748961	2022-07-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00275/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00276/2022_NorthAmerica_2022-07-17	OP748962	2022-07-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00276/2022
MpxV/human/USA/OH-UW-083520/2022_NorthAmerica_2022-08-09	OP743956	2022-08-09	North America	USA	MpxV/human/USA/OH-UW-083520/2022
ANT-LDSP-ANT-MPX-24812-L_SouthAmerica_2022-09-09	OP642382	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24812-L
Monkeypox/PT0045/2022_SouthernEurope_2022-06-06	ON843181	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0045/2022
Monkeypox/PT0321/2022_SouthernEurope_2022-06-04	OP414353	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0321/2022
Monkeypox/PT0223/2022_SouthernEurope_2022-06-24	OP324533	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0223/2022
Monkeypox/PT0319/2022_SouthernEurope_2022-06-04	OP414351	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0319/2022
Monkeypox/PT0229/2022_SouthernEurope_2022-06-22	OP324538	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0229/2022
Monkeypox/PT0470/2022_SouthernEurope_2022-08-08	OP555549	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0470/2022
Monkeypox/PT0413/2022_SouthernEurope_2022-07-26	OP555506	2022-07-26	Southern Europe	Portugal	Monkeypox/PT0413/2022
Monkeypox/PT0386/2022_SouthernEurope_2022-07-12	OP555482	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0386/2022
Monkeypox/PT0561/2022_SouthernEurope_2022-08-31	OP555632	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0561/2022
Monkeypox/PT0489/2022_SouthernEurope_2022-08-11	OP555565	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0489/2022
Monkeypox/PT0497/2022_SouthernEurope_2022-08-16	OP555571	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0497/2022
Monkeypox/PT0477/2022_SouthernEurope_2022-08-09	OP555556	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0477/2022
Monkeypox/PT0178/2022_SouthernEurope_2022-06-30	OP324493	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0178/2022
Monkeypox/PT0156/2022_SouthernEurope_2022-07-04	OP324473	2022-07-04	Southern Europe	Portugal	Monkeypox/PT0156/2022
Monkeypox/PT0500/2022_SouthernEurope_2022-08-12	OP555574	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0500/2022
Monkeypox/PT0215/2022_SouthernEurope_2022-06-24	OP324525	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0215/2022
Monkeypox/PT0487/2022_SouthernEurope_2022-08-11	OP555563	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0487/2022
Monkeypox/PT0144/2022_SouthernEurope_2022-07-07	OP324463	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0144/2022
Monkeypox/PT0537/2022_SouthernEurope_2022-08-19	OP555608	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0537/2022
Monkeypox/PT0560/2022_SouthernEurope_2022-08-30	OP555631	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0560/2022
Monkeypox/PT0536/2022_SouthernEurope_2022-08-22	OP555607	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0536/2022
Monkeypox/PT0183/2022_SouthernEurope_2022-06-28	OP324498	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0183/2022
Monkeypox/PT0191/2022_SouthernEurope_2022-06-28	OP324505	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0191/2022
Monkeypox/PT0192/2022_SouthernEurope_2022-06-29	OP324506	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0192/2022
hMPXV/Austria/MUW1531254/2022_WesternEurope_2022-07-04	OP019277	2022-07-04	Western Europe	Austria	hMPXV/Austria/MUW1531254/2022
Monkeypox/PT0511/2022_SouthernEurope_2022-08-12	OP555583	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0511/2022
Monkeypox/PT0395/2022_SouthernEurope_2022-07-13	OP555491	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0395/2022
Monkeypox/PT0134/2022_SouthernEurope_2022-07-11	OP324457	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0134/2022
MPX/PT0065/2022_SouthernEurope_2022-07-27	OP245319	2022-07-27	Southern Europe	Portugal	MPX/PT0065/2022
Monkeypox/PT0152/2022_SouthernEurope_2022-07-06	OP324469	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0152/2022
Monkeypox/PT0391/2022_SouthernEurope_2022-07-13	OP555487	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0391/2022
Monkeypox/PT0411/2022_SouthernEurope_2022-07-21	OP555504	2022-07-21	Southern Europe	Portugal	Monkeypox/PT0411/2022
Monkeypox/PT0393/2022_SouthernEurope_2022-07-13	OP555489	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0393/2022
MpxV/human/CAN/UN-NML-4024/2022_NorthAmerica_2022-07-05	OP270027	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4024/2022
MpxV/human/CAN/UN-NML-3976/2022_NorthAmerica_2022-07-04	OP270024	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3976/2022
MpxV/human/CAN/UN-NML-3672/2022_NorthAmerica_2022-06-11	OP013014	2022-06-11	North America	Canada	MpxV/human/CAN/UN-NML-3672/2022
MpxV/human/CAN/UN-NML-3147/2022_NorthAmerica_2022-05-27	ON880528	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3147/2022
MpxV/human/CAN/UN-NML-2846/2022_NorthAmerica_2022-05-19	ON803420	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2846/2022
MpxV/human/CAN/UN-NML-3657/2022_NorthAmerica_2022-06-10	OP013012	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3657/2022
MpxV/human/CAN/UN-NML-3262/2022_NorthAmerica_2022-05-30	ON880534	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3262/2022
MpxV/human/CAN/UN-NML-3607/2022_NorthAmerica_2022-06-09	OP013010	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3607/2022
MpxV/human/CAN/UN-NML-3907/2022_NorthAmerica_2022-06-27	OP062231	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3907/2022
MpxV/human/CAN/UN-NML-3450/2022_NorthAmerica_2022-06-03	ON880549	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3450/2022
MpxV/human/CAN/UN-NML-3542/2022_NorthAmerica_2022-06-07	OP013006	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3542/2022
MpxV/human/CAN/UN-NML-3817/2022_NorthAmerica_2022-06-16	OP062229	2022-06-16	North America	Canada	MpxV/human/CAN/UN-NML-3817/2022
MpxV/human/CAN/UN-NML-4150/2022_NorthAmerica_2022-07-05	OP279046	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4150/2022
MpxV/human/CAN/UN-NML-3752/2022_NorthAmerica_2022-06-10	OP013017	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3752/2022
MpxV/human/CAN/UN-NML-4014/2022_NorthAmerica_2022-07-05	OP270025	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4014/2022
MpxV/human/CAN/UN-NML-3257/2022_NorthAmerica_2022-05-30	ON880533	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3257/2022
MpxV/human/CAN/UN-NML-3975/2022_NorthAmerica_2022-07-04	OP270023	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3975/2022
MpxV/human/CAN/UN-NML-3934/2022_NorthAmerica_2022-06-30	OP062235	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-3934/2022
MpxV/human/CAN/UN-NML-3971/2022_NorthAmerica_2022-07-04	OP270021	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3971/2022
MpxV/human/CAN/UN-NML-4050/2022_NorthAmerica_2022-07-11	OP226139	2022-07-11	North America	Canada	MpxV/human/CAN/UN-NML-4050/2022
MPXV-USA-IL-IDPH-068_NorthAmerica_2022-06-28	OP536729	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-068
MPXV_USA_2022_VA0009_NorthAmerica_2022-07-01	OP881954	2022-07-01	North America	USA	MPXV_USA_2022_VA0009
MPXV_USA_2022_GA0017_NorthAmerica_2022-07-01	OP603015	2022-07-01	North America	USA	MPXV_USA_2022_GA0017
MPXV_USA_2022_VA0004_NorthAmerica_2022-06-25	OP378707	2022-06-25	North America	USA	MPXV_USA_2022_VA0004
MPX/Human/USA/CA-LACPHL-MA00197/2022_NorthAmerica_2022-07-19	OP615270	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00197/2022
hMPX/Human/USA/CA-LACPHL-MA00044/2022_NorthAmerica_2022-07-22	OP440545	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00044/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00281/2022_NorthAmerica_2022-10-18	OP748967	2022-10-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00281/2022
MPXV_USA_2022_VA0002_NorthAmerica_2022-06-25	OP225961	2022-06-25	North America	USA	MPXV_USA_2022_VA0002
MPXV_USA_2022_OR0005_NorthAmerica_2022-07-31	OP752116	2022-07-31	North America	USA	MPXV_USA_2022_OR0005
MPXV_USA_2022_VA0007_NorthAmerica_2022-06-25	OP378710	2022-06-25	North America	USA	MPXV_USA_2022_VA0007
MPXV_USA_2022_VA0008_NorthAmerica_2022-06-25	OP378711	2022-06-25	North America	USA	MPXV_USA_2022_VA0008
MPXV_USA_2022_PA0006_NorthAmerica_2022-06-25	OP378709	2022-06-25	North America	USA	MPXV_USA_2022_PA0006
MPXV_USA_2022_DC0009_NorthAmerica_2022-06-25	OP378693	2022-06-25	North America	USA	MPXV_USA_2022_DC0009
MPXV_USA_2022_TX0029_NorthAmerica_2022-08-03	OP881951	2022-08-03	North America	USA	MPXV_USA_2022_TX0029
hMpxV/USA/CA-CDPH-000054/2022_NorthAmerica_2022-09-25	OP863228	2022-09-25	North America	USA	hMpxV/USA/CA-CDPH-000054/2022
hMPX/Human/USA/CA-LACPHL-MA00045/2022_NorthAmerica_2022-07-22	OP440546	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00045/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00370/2022_NorthAmerica_2022-10-26	OQ330977	2022-10-26	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00370/2022
hMPX/Human/USA/CA-LACPHL-MA00013/2022_NorthAmerica_2022-07-22	OP440592	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00013/2022
MPXV22/human/USA-OK-41_NorthAmerica_2022-07-13	OP351279	2022-07-13	North America	USA	MPXV22/human/USA-OK-41
MPXV_USA_2022_VA0003_NorthAmerica_2022-06-25	OP303797	2022-06-25	North America	USA	MPXV_USA_2022_VA0003
MPXV-USA-IL-IDPH-057_NorthAmerica_2022-07-06	OP536718	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-057
MpxV/human/USA/WA-UW-078603/2022_NorthAmerica_2022-07-20	OP184761	2022-07-20	North America	USA	MpxV/human/USA/WA-UW-078603/2022
MPXV/Human/USA/UT-UPHL-82200060/2024_NorthAmerica_2022-07-08	OP743360	2022-07-08	North America	USA	MPXV/Human/USA/UT-UPHL-82200060/2024
MPXV_USA_2022_VA0005_NorthAmerica_2022-06-25	OP378708	2022-06-25	North America	USA	MPXV_USA_2022_VA0005
MPXV_USA_2022_GA0009_NorthAmerica_2022-06-25	OP451007	2022-06-25	North America	USA	MPXV_USA_2022_GA0009
MPXV_USA_2022_DC0011_NorthAmerica_2022-06-25	OP451010	2022-06-25	North America	USA	MPXV_USA_2022_DC0011
MPXV_USA_2022_DC0005_NorthAmerica_2022-06-25	OP225968	2022-06-25	North America	USA	MPXV_USA_2022_DC0005
B969963RERE_NorthAmerica_2022-07-17	OP751210	2022-07-17	North America	USA	B969963RERE
B969962RERE_NorthAmerica_2022-07-17	OP531894	2022-07-17	North America	USA	B969962RERE
MPX/Human/USA/CA-LACPHL-MA00235/2022_NorthAmerica_2022-07-13	OP722494	2022-07-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00235/2022
hMPX/Human/USA/CA-LACPHL-MA00094/2022_NorthAmerica_2022-07-12	OP442563	2022-07-12	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00094/2022
MPXV-USA-IL-IDPH-055_NorthAmerica_2022-07-06	OP536716	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-055
MPXV-USA-IL-IDPH-054_NorthAmerica_2022-07-01	OP536715	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-054
MPXV/Germany/2022/ON/RKI597_WesternEurope_2022-08-01	OP863247	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI597
MPXV/Germany/2022/ON/RKI375_WesternEurope_2022-09-01	OP494264	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI375
MPXV/Germany/2022/RKI470_WesternEurope_2022-07-01	OP626108	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI470
MPXV/Germany/2022/RKI082_WesternEurope_2022-06-01	ON853664	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI082
MPXV_USA_2022_NY002_NorthAmerica_2022-05-20	ON959133	2022-05-20	North America	USA	MPXV_USA_2022_NY002
MPXV-USA-IL-IDPH-013_NorthAmerica_2022-07-06	OP536674	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-013
MPXV_USA_2022_NY004_NorthAmerica_2022-05-31	ON959135	2022-05-31	North America	USA	MPXV_USA_2022_NY004
MPXV_USA_2022_CT0002_NorthAmerica_2022-07-01	OP451009	2022-07-01	North America	USA	MPXV_USA_2022_CT0002
MPXV/Germany/2022/ON/RKI668_WesternEurope_2022-05-20	OQ274887	2022-05-20	Western Europe	Germany	MPXV/Germany/2022/ON/RKI668
MPXV/Germany/2022/RKI011_WesternEurope_2022-05-20	ON694342	2022-05-20	Western Europe	Germany	MPXV/Germany/2022/RKI011
MPXV/Germany/2022/RKI586_WesternEurope_2022-06-30	OP837348	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI586
hMPX/Human/USA/CA-LACPHL-MA00093/2022_NorthAmerica_2022-07-11	OP442562	2022-07-11	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00093/2022
MPXV/Germany/2022/RKI155_WesternEurope_2022-07-01	ON959169	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI155
MPXV/Germany/2022/RKI019_WesternEurope_2022-05-31	ON694330	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI019
MPXV/Germany/2022/ON/RKI302_WesternEurope_2022-08-01	OP355563	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI302
MpxV/human/USA/WA-UW-099102/2022_NorthAmerica_2022-09-15	OP743966	2022-09-15	North America	USA	MpxV/human/USA/WA-UW-099102/2022
MPXV/Human/USA/UT-UPHL-82200104/2022_NorthAmerica_2022-07-21	OP743362	2022-07-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200104/2022
MPX/Human/USA/CA-LACPHL-MA00137/2022_NorthAmerica_2022-08-09	OP539922	2022-08-09	North America	USA	MPX/Human/USA/CA-LACPHL-MA00137/2022
MPXV/Germany/2022/RKI562_WesternEurope_2022-06-30	OP764620	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI562
MPXV/Germany/2022/RKI558_WesternEurope_2022-06-30	OP764616	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI558
MPXV/Germany/2022/RKI102_WesternEurope_2022-07-20	ON929060	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI102
MPXV_USA_2022_TX0010_NorthAmerica_2022-06-23	OP378704	2022-06-23	North America	USA	MPXV_USA_2022_TX0010
MPXV/Germany/2022/RKI346_WesternEurope_2022-09-01	OP484667	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI346
MPXV/Germany/2022/RKI387_WesternEurope_2022-09-01	OP523989	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI387
MPXV/Germany/2022/RKI179_WesternEurope_2022-07-31	OP018604	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI179
MPXV/Germany/2022/RKI245_WesternEurope_2022-08-01	OP215265	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI245
MPXV/Germany/2022/RKI589_WesternEurope_2022-06-26	OP837351	2022-06-26	Western Europe	Germany	MPXV/Germany/2022/RKI589
MPXV/Germany/2022/RKI588_WesternEurope_2022-06-26	OP837350	2022-06-26	Western Europe	Germany	MPXV/Germany/2022/RKI588
MPXV/Germany/2022/ON/RKI314_WesternEurope_2022-08-01	OP355572	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI314
MPXV/Germany/2022/ON/RKI310_WesternEurope_2022-08-01	OP355569	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI310
Slovenia-MPXV-10-2022_CentralEurope_2022-07-01	OP605553	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-10-2022
Monkeypox/PT0486/2022_SouthernEurope_2022-08-09	OP555562	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0486/2022
MPXV/Germany/2022/ON/RKI507_WesternEurope_2022-09-01	OP689660	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI507
MPXV/Germany/2022/ON/RKI320_WesternEurope_2022-09-01	OP494266	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI320
Monkeypox/PT0573/2022_SouthernEurope_2022-09-06	OP555644	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0573/2022
Monkeypox/PT0501/2022_SouthernEurope_2022-08-16	OP555575	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0501/2022
hMPXV-IHU00016_WesternEurope_2022-07-22	OP382493	2022-07-22	Western Europe	France	hMPXV-IHU00016
hMPXV-IHU00015_WesternEurope_2022-07-22	OP382492	2022-07-22	Western Europe	France	hMPXV-IHU00015
MPX_Tga3e9_9000325_WesternEurope_2022-08-31	OP415264	2022-08-31	Western Europe	United Kingdom	MPX_Tga3e9_9000325
MPXV_USA_2022_TX0019_NorthAmerica_2022-06-13	OP450985	2022-06-13	North America	USA	MPXV_USA_2022_TX0019
MPXV_UK_2022_9000103_WesternEurope_2022-06-13	OP205091	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000103
MPXV_UK_2022_9000147_WesternEurope_2022-06-14	OP205110	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000147
MPXV/Germany/2022/RKI362_WesternEurope_2022-09-01	OP484683	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI362
MPX/PT0081/2022_SouthernEurope_2022-07-23	OP245334	2022-07-23	Southern Europe	Portugal	MPX/PT0081/2022
MPXV/Germany/2022/RKI429_WesternEurope_2022-09-01	OP594193	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI429
MPXV/Germany/2022/RKI241_WesternEurope_2022-08-25	OP215226	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI241
hMPXV-IHU00012_WesternEurope_2022-07-19	OP382489	2022-07-19	Western Europe	France	hMPXV-IHU00012
MPXV/Germany/2022/ON/RKI606_WesternEurope_2022-09-01	OP863256	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI606
MPXV/Germany/2022/RKI373_WesternEurope_2022-09-01	OP484694	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI373
ANT-LDSP-ANT-MPX-22702-C_SouthAmerica_2022-08-17	OP431398	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22702-C
ANT-LDSP-ANT-MPX-23114-C_SouthAmerica_2022-08-23	OP477450	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23114-C
ANT-LDSP-ANT-MPX-22769-L_SouthAmerica_2022-08-17	OP431401	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22769-L
ANT-LDSP-ANT-MPX-25342E_SouthAmerica_2022-09-04	OP642414	2022-09-04	South America	Colombia	ANT-LDSP-ANT-MPX-25342E
ANT-LDSP-ANT-MPX-24914-L_SouthAmerica_2022-09-09	OP642387	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24914-L
ANT-LDSP-ANT-MPX-22395-C_SouthAmerica_2022-08-11	OP431396	2022-08-11	South America	Colombia	ANT-LDSP-ANT-MPX-22395-C
ANT-LDSP-ANT-MPX-28772C_SouthAmerica_2022-10-21	OQ261711	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28772C
ANT-LDSP-ANT-MPX-24913-O_SouthAmerica_2022-09-09	OP642386	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24913-O
ANT-LDSP-ANT-MPX-22607-L_SouthAmerica_2022-08-16	OP431397	2022-08-16	South America	Colombia	ANT-LDSP-ANT-MPX-22607-L
ANT-LDSP-ANT-MPX-28299E_SouthAmerica_2022-10-13	OQ261704	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28299E
ANT-LDSP-ANT-MPX-28354C_SouthAmerica_2022-10-14	OQ261707	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28354C
ANT-LDSP-ANT-MPX-28305C_SouthAmerica_2022-10-13	OQ261705	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28305C
LBMB-UTP_MP-002_TOL_SouthAmerica_2022-09-17	OQ148461	2022-09-17	South America	Colombia	LBMB-UTP_MP-002_TOL
ANT-LDSP-ANT-MPX-23651-L_SouthAmerica_2022-08-30	OP459216	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23651-L
INS-MPXV-0015-L1_SouthAmerica_2022-07-21	OP295382	2022-07-21	South America	Colombia	INS-MPXV-0015-L1
ANT-LDSP-ANT-MPX-28206C_SouthAmerica_2022-10-13	OQ261697	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28206C
ANT-LDSP-ANT-MPX-23188-L_SouthAmerica_2022-08-23	OP477453	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23188-L
MPXV/Germany/2022/ON/RKI511_WesternEurope_2022-10-14	OP689664	2022-10-14	Western Europe	Germany	MPXV/Germany/2022/ON/RKI511
ANT-LDSP-ANT-MPX-28769E_SouthAmerica_2022-10-21	OQ261710	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28769E
ANT-LDSP-ANT-MPX-28209E_SouthAmerica_2022-10-13	OQ261699	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28209E
ANT-LDSP-ANT-MPX-28290C_SouthAmerica_2022-10-13	OQ261701	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28290C
ANT-LDSP-ANT-MPX-28766E_SouthAmerica_2022-10-21	OQ261709	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28766E
ANT-LDSP-ANT-MPX-28207C_SouthAmerica_2022-10-13	OQ261698	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28207C
LBMB-UTP_MP-019_VAC_SouthAmerica_2022-11-11	OQ148472	2022-11-11	South America	Colombia	LBMB-UTP_MP-019_VAC
LBMB-UTP_MP-011_VAC_SouthAmerica_2022-09-11	OQ148470	2022-09-11	South America	Colombia	LBMB-UTP_MP-011_VAC
LBMB-UTP_MP-011_VAC_1u17b4_SouthAmerica_2022-09-11	OQ148471	2022-09-11	South America	Colombia	LBMB-UTP_MP-011_VAC_1u17b4
ANT-LDSP-ANT-MPX-28297C_SouthAmerica_2022-10-13	OQ261703	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28297C
ANT-LDSP-ANT-MPX-28157C_SouthAmerica_2022-10-12	OQ261695	2022-10-12	South America	Colombia	ANT-LDSP-ANT-MPX-28157C
SUC-UNIMOL-MPX-293401-L_SouthAmerica_2022-11-10	OP959057	2022-11-10	South America	Colombia	SUC-UNIMOL-MPX-293401-L
