	accession	date	region_coarse	country	strain
1436	OP555588	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0517/2022
1437	OP555554	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0475/2022
1438	OP555522	2022-08-02	Southern Europe	Portugal	Monkeypox/PT0438/2022
1439	OP310047	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087301/2022
1440	OP743958	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089473/2022
1441	OP392548	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087094/2022
1442	OP392545	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084148/2022
1443	OP310064	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082497/2022
1444	OP310069	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088152/2022
1445	OP743971	2022-09-03	North America	USA	MpxV/human/USA/WA-UW-098189/2022
1446	OP628440	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-080994/2022
1447	OP752126	2022-07-24	North America	USA	MPXV_USA_2022_WA0015
1448	OP257265	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089183/2022
1449	OP628462	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-084719/2022
1450	OP628470	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-086652/2022
1451	OP628489	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092175/2022
1452	OP743978	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-090635/2022
1453	OP628446	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-082483/2022
1454	OP580157	2022-07-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000010/2022
1455	OP890533	2022-09-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00299/2022
1456	OP744000	2022-10-03	North America	USA	MpxV/human/USA/Unknown-UW-101667/2022
1457	OP580156	2022-06-30	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000009/2022
1458	OP743365	2022-07-27	North America	USA	MPXV/Human/USA/UT-UPHL-82200134/2022
1459	OP442559	2022-07-29	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00091/2022
1460	OP587253	2022-07-13	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000024/2022
1461	OQ121038	2022-07-08	North America	USA	hMpxV/USA/CA-CDPH-1000084/2022
1462	OP748950	2022-09-07	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022
1463	OP863225	2022-07-07	North America	USA	hMpxV/USA/CA-CDPH-000050/2022
1464	OQ121024	2022-07-11	North America	USA	hMpxV/USA/CA-CDPH-1000070/2022
1465	OQ121014	2022-08-08	North America	USA	hMpxV/USA/CA-CDPH-1000060/2022
1466	OP442543	2022-08-17	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00067/2022
1467	OQ121035	2022-07-06	North America	USA	hMpxV/USA/CA-CDPH-1000081/2022
1468	OP440556	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00048/2022
1469	OP440555	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00047/2022
1470	OP628473	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-087328/2022
1471	OP604525	2022-07-24	North America	USA	MXPV_USA_2022_NJ0010
1472	OP680504	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00226/2022
1473	OP680505	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00227/2022
1474	OP680502	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00224/2022
1475	OP539897	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00112/2022
1476	OP680508	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00230/2022
1477	OP680501	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00223/2022
1478	OP680500	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00222/2022
1479	OP680507	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00229/2022
1480	OP680503	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00225/2022
1481	OP689655	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI502
1482	OP863253	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI603
1483	OP863254	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI604
1484	OP689656	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI503
1485	OP689657	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI504
1486	OP414291	2022-06-20	Southern Europe	Portugal	Monkeypox/PT0250/2022
1487	OP555524	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0442/2022
1488	OP245338	2022-07-20	Southern Europe	Portugal	MPX/PT0088/2022
1489	OP539896	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00111/2022
1490	ON880517	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3476/2022
1491	ON880545	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3366/2022
1492	OP414340	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0306/2022
1493	ON880547	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3441/2022
1494	ON880544	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3363/2022
1495	ON803422	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2850/2022
1496	ON880529	2022-05-28	North America	Canada	MpxV/human/CAN/UN-NML-3153/2022
1497	ON803423	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2851/2022
1498	OP013002	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3164/2022
1499	OP013001	2022-05-14	North America	Canada	MpxV/human/CAN/UN-NML-2831/2022
1500	OP013005	2022-06-06	North America	Canada	MpxV/human/CAN/UN-NML-3519/2022
1501	ON880523	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2898/2022
1502	ON803439	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2899/2022
1503	OP431402	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22752-O
1504	OP289782	2022-06-25	South America	Peru	LIM-INS-001
1505	OQ261706	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28353C
1506	OP837474	2022-09-19	South America	Colombia	DC_INS_MPX_0996_L
1507	OP320549	2022-07-02	South America	Peru	LIM-INS-010
1508	OP320548	2022-07-01	South America	Peru	LIM-INS008
1509	OP320551	2022-07-09	South America	Peru	LIM-INS-018
1510	OP320550	2022-07-09	South America	Peru	LIM-INS-015
1511	OP320555	2022-07-09	South America	Peru	LIM-INS-021
1512	OP289783	2022-06-27	South America	Peru	LIM-INS-003
1513	OP819947	2022-10-14	South America	Colombia	CUN_INS_MPX_0951_C
1514	OP415224	2022-08-01	Western Europe	United Kingdom	MPX_3U0idu_9000254
1515	OP320553	2022-07-08	South America	Peru	LIM-INS-013
1516	OP320552	2022-07-06	South America	Peru	LIM-INS-012
1517	OP320554	2022-07-09	South America	Peru	LIM-INS-016
1518	OQ148463	2022-09-21	South America	Colombia	LBMB-UTP_MP-004_TOL
1519	OP642380	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24725-L
1520	OQ054229	2022-08-01	North America	USA	MPXV_USA_2022_OR0006
1521	OP555529	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0448/2022
1522	OP414314	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0274/2022
1523	OP324487	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0172/2022
1524	OP555520	2022-08-02	Southern Europe	Portugal	Monkeypox/PT0435/2022
1525	OP245327	2022-07-27	Southern Europe	Portugal	MPX/PT0073/2022
1526	OP555512	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0424/2022
1527	OP748952	2022-09-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00266/2022
1528	OP539939	2022-08-31	North America	USA	MPX/Human/USA/CA-LACPHL-MA00153/2022
1529	OP555528	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0447/2022
1530	OP555508	2022-07-26	Southern Europe	Portugal	Monkeypox/PT0416/2022
1531	OP580587	2022-08-05	North America	USA	hMPX/USA/CA-LACPHL-MA00154/2022
1532	OP722507	2022-07-18	North America	USA	MPX/Human/USA/CA-LACPHL-MA00248/2022
1533	OP615255	2022-07-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00182/2022
1534	OP555606	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0535/2022
1535	OP555605	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0534/2022
1536	OP555662	2022-09-16	Southern Europe	Portugal	Monkeypox/PT0595/2022
1537	OP555645	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0574/2022
1538	OQ121027	2022-11-06	North America	USA	hMpxV/USA/CA-CDPH-1000073/2022
1539	OP422341	2022-08-01	Western Europe	Austria	hMPXV/Austria/MUW1538395/2022
1540	OP422342	2022-08-02	Western Europe	Austria	hMPXV/Austria/MUW1539124/2022
1541	OQ331004	2022-12-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00393/2022
1542	OP890527	2022-10-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00323/2022
1543	OP324455	2022-07-08	Southern Europe	Portugal	Monkeypox/PT0132/2022
1544	OP555509	2022-07-27	Southern Europe	Portugal	Monkeypox/PT0417/2022
1545	OP324511	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0198/2022
1546	OP324496	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0181/2022
1547	OP245349	2022-07-14	Southern Europe	Portugal	MPX/PT0115/2022
1548	OP555561	2022-08-10	Southern Europe	Portugal	Monkeypox/PT0483/2022
1549	OP555531	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0450/2022
1550	OP555651	2022-09-09	Southern Europe	Portugal	Monkeypox/PT0580/2022
1551	OP555623	2022-08-27	Southern Europe	Portugal	Monkeypox/PT0552/2022
1552	OP555492	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0396/2022
1553	OP555638	2022-09-03	Southern Europe	Portugal	Monkeypox/PT0567/2022
1554	OP555649	2022-09-12	Southern Europe	Portugal	Monkeypox/PT0578/2022
1555	OP555639	2022-09-02	Southern Europe	Portugal	Monkeypox/PT0568/2022
1556	OP687932	2022-07-08	North America	USA	MPXV_USA_2022_FL0024
1557	OP752119	2022-08-01	North America	USA	MPXV_USA_2022_TN0006
1558	OP539924	2022-08-04	North America	USA	MPX/Human/USA/CA-LACPHL-MA00139/2022
1559	OP531887	2022-08-03	North America	USA	B1118307
1560	OP879735	2022-09-16	North America	USA	NJ-MPXV-015-rep2
1561	OQ054240	2022-09-06	North America	USA	MPXV_USA_2022_TX0027
1562	OQ054239	2022-09-06	North America	USA	MPXV_USA_2022_TX0017
1563	OP751213	2022-08-30	North America	USA	B1118385
1564	OP751212	2022-08-30	North America	USA	B1118383
1565	OP442551	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00084/2022
1566	OP890540	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00306/2022
1567	OP680497	2022-07-15	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00219/2022
1568	OP440571	2022-07-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00007/2022
1569	OP722509	2022-07-21	North America	USA	MPX/Human/USA/CA-LACPHL-MA00250/2022
1570	OP615274	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00201/2022
1571	OP680491	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00213/2022
1572	OP722502	2022-07-20	North America	USA	MPX/Human/USA/CA-LACPHL-MA00243/2022
1573	OP442549	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00081/2022
1574	ON843175	2022-05-30	Southern Europe	Portugal	Monkeypox/PT0043/2022
1575	OP693652	2022-08-16	South America	Colombia	DC_INS_MPX_0718_L
1576	OP555490	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0394/2022
1577	ON843179	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0039/2022
1578	OP414362	2022-05-28	Southern Europe	Portugal	Monkeypox/PT0331/2022
1579	OP414345	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0311/2022
1580	OP687938	2022-08-01	North America	USA	MPXV_USA_2022_NJ0005
1581	OP555477	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0381/2022
1582	OP555537	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0456/2022
1583	OP245309	2022-07-30	Southern Europe	Portugal	MPX/PT0052/2022
1584	ON880538	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3336/2022
1585	ON585037	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0005/2022
1586	ON585038	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0008/2022
1587	OP414296	2022-06-18	Southern Europe	Portugal	Monkeypox/PT0255/2022
1588	OP324544	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0236/2022
1589	ON649713	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0020/2022
1590	OP555532	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0451/2022
1591	OP555582	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0510/2022
1592	OP555485	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0389/2022
1593	OP215233	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI191
1594	ON929076	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI121
1595	OP215228	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI249
1596	OP715823	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI543
1597	OP689673	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI520
1598	OP215237	2022-08-02	Western Europe	Germany	MPXV/Germany/2022/RKI195
1599	OP524000	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI398
1600	OP626107	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI469
1601	OP215240	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI200
1602	OQ159048	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI653
1603	OP524010	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/RKI408
1604	OP494261	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/ON/RKI326
1605	OP594207	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/RKI443
1606	OP588281	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI418
1607	OP863257	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI607
1608	OP588277	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI414
1609	OP588283	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI420
1610	OP588276	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI413
1611	OP689663	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI510
1612	OP615339	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI462
1613	OP524001	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI399
1614	OP415206	2022-07-24	Western Europe	United Kingdom	MPX_BhVKjm_9000232
1615	OP415207	2022-07-24	Western Europe	United Kingdom	MPX_BhVKjm_9000233
1616	ON880540	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3342/2022
1617	ON880548	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3448/2022
1618	OQ121959	2022-10-18	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10015/2022
1619	OP013003	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3276/2022
1620	OP881955	2022-07-31	North America	USA	MPXV_USA_2022_VA0010
1621	OP270022	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3972/2022
1622	OP171925	2022-07-25	North America	USA	MPXV22/human/USA-NE-75
1623	OP303780	2022-06-21	North America	USA	MPXV_USA_2022_FL0017
1624	OP378701	2022-06-21	North America	USA	MPXV_USA_2022_NY0028
1625	OP185711	2022-06-21	North America	USA	MPXV_USA_2022_NY0006
1626	OP879758	2022-07-21	North America	USA	NJ-MPXV-044
1627	OP451001	2022-06-21	North America	USA	MPXV_USA_2022_NJ0002
1628	OP415236	2022-08-01	Western Europe	United Kingdom	MPX_ilzdZn_9000269
1629	OP390179	2022-08-24	South America	Colombia	BOL-UNIMOL-MPX-293015-L
1630	OP382485	2022-07-05	Western Europe	France	hMPXV-IHU00008
1631	OP303791	2022-06-25	North America	USA	MPXV_USA_2022_NE0001
1632	OP303792	2022-07-01	North America	USA	MPXV_USA_2022_NE0002
1633	OP171920	2022-07-04	North America	USA	MPXV22/human/USA-NE-31
1634	OP171919	2022-06-25	North America	USA	MPXV22/human/USA-NE-25
1635	OP215259	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI233
1636	OP440559	2022-07-21	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00059/2022
1637	ON755039	2022-05-19	Western Europe	France	MPXV_IRBA22-11
1638	OP615321	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI445
1639	OQ159055	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI660
1640	OP615333	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI460
1641	OP328311	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088258/2022
1642	OQ121017	2022-07-26	North America	USA	hMpxV/USA/CA-CDPH-1000063/2022
1643	OQ121020	2022-07-15	North America	USA	hMpxV/USA/CA-CDPH-1000066/2022
1644	OP838893	2022-06-21	Southern Europe	Italy	ID6821
1645	OP382481	2022-07-04	Western Europe	France	hMPXV-IHU00004
1646	OP270026	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4017/2022
1647	OQ172215	2022-06-07	Western Europe	France	MPXV-1047
1648	OP382486	2022-07-07	Western Europe	France	hMPXV-IHU00009
1649	OP555622	2022-08-26	Southern Europe	Portugal	Monkeypox/PT0551/2022
1650	OQ159056	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/ON/RKI661
1651	OP555643	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0572/2022
1652	OP205108	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000145
1653	OP555533	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0452/2022
1654	OP555661	2022-09-15	Southern Europe	Portugal	Monkeypox/PT0594/2022
1655	OP555617	2022-08-27	Southern Europe	Portugal	Monkeypox/PT0546/2022
1656	OP628475	2022-08-26	North America	USA	MpxV/human/USA/WA-UW-087484/2022
1657	OP628469	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-086630/2022
1658	OP628474	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-087369/2022
1659	OP628452	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-083760/2022
1660	OP628480	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-087697/2022
1661	OP628472	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-087291/2022
1662	OP628442	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-081433/2022
1663	OP628467	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-086115/2022
1664	OP628458	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-084270/2022
1665	OP743959	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-089051/2022
1666	OP628488	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-090727/2022
1667	OP310040	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-088656/2022
1668	OP743987	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098721/2022
1669	OP628450	2022-08-27	North America	USA	MpxV/human/USA/WA-UW-083053/2022
1670	OP310044	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-083888/2022
1671	OP628483	2022-08-27	North America	USA	MpxV/human/USA/WA-UW-088290/2022
1672	OP747059	2022-10-06	North America	USA	MpxV/human/USA/Unknown-UW-109319/2022
1673	OP747056	2022-09-18	North America	USA	MpxV/human/USA/WA-UW-095653/2022
1674	OP442947	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-088793/2022
1675	OP442945	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-083698/2022
1676	OP743982	2022-09-23	North America	USA	MpxV/human/USA/WA-UW-099700/2022
1677	OP628491	2022-09-18	North America	USA	MpxV/human/USA/WA-UW-098055/2022
1678	OP743997	2022-10-01	North America	USA	MpxV/human/USA/Unknown-UW-105322/2022
1679	OP747062	2022-10-01	North America	USA	MpxV/human/USA/WA-UW-106624/2022
1680	OP743976	2022-09-22	North America	USA	MpxV/human/USA/WA-UW-096136/2022
1681	OP747057	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-091890/2022
1682	OP743992	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-096711/2022
1683	OP743984	2022-09-24	North America	USA	MpxV/human/USA/WA-UW-090134/2022
1684	OP442936	2022-07-01	North America	USA	MpxV/human/USA/OH-UW-070197/2022
1685	OP748961	2022-07-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00275/2022
1686	OP748962	2022-07-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00276/2022
1687	OP743956	2022-08-09	North America	USA	MpxV/human/USA/OH-UW-083520/2022
1688	OP642382	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24812-L
1689	ON843181	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0045/2022
1690	OP414353	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0321/2022
1691	OP324533	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0223/2022
1692	OP414351	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0319/2022
1693	OP324538	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0229/2022
1694	OP555549	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0470/2022
1695	OP555506	2022-07-26	Southern Europe	Portugal	Monkeypox/PT0413/2022
1696	OP555482	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0386/2022
1697	OP555632	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0561/2022
1698	OP555565	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0489/2022
1699	OP555571	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0497/2022
1700	OP555556	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0477/2022
1701	OP324493	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0178/2022
1702	OP324473	2022-07-04	Southern Europe	Portugal	Monkeypox/PT0156/2022
1703	OP555574	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0500/2022
1704	OP324525	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0215/2022
1705	OP555563	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0487/2022
1706	OP324463	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0144/2022
1707	OP555608	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0537/2022
1708	OP555631	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0560/2022
1709	OP555607	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0536/2022
1710	OP324498	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0183/2022
1711	OP324505	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0191/2022
1712	OP324506	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0192/2022
1713	OP019277	2022-07-04	Western Europe	Austria	hMPXV/Austria/MUW1531254/2022
1714	OP555583	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0511/2022
1715	OP555491	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0395/2022
1716	OP324457	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0134/2022
1717	OP245319	2022-07-27	Southern Europe	Portugal	MPX/PT0065/2022
1718	OP324469	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0152/2022
1719	OP555487	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0391/2022
1720	OP555504	2022-07-21	Southern Europe	Portugal	Monkeypox/PT0411/2022
1721	OP555489	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0393/2022
1722	OP270027	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4024/2022
1723	OP270024	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3976/2022
1724	OP013014	2022-06-11	North America	Canada	MpxV/human/CAN/UN-NML-3672/2022
1725	ON880528	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3147/2022
1726	ON803420	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2846/2022
1727	OP013012	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3657/2022
1728	ON880534	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3262/2022
1729	OP013010	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3607/2022
1730	OP062231	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3907/2022
1731	ON880549	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3450/2022
1732	OP013006	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3542/2022
1733	OP062229	2022-06-16	North America	Canada	MpxV/human/CAN/UN-NML-3817/2022
1734	OP279046	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4150/2022
1735	OP013017	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3752/2022
1736	OP270025	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4014/2022
1737	ON880533	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3257/2022
1738	OP270023	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3975/2022
1739	OP062235	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-3934/2022
1740	OP270021	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3971/2022
1741	OP226139	2022-07-11	North America	Canada	MpxV/human/CAN/UN-NML-4050/2022
1742	OP536729	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-068
1743	OP881954	2022-07-01	North America	USA	MPXV_USA_2022_VA0009
1744	OP603015	2022-07-01	North America	USA	MPXV_USA_2022_GA0017
1745	OP378707	2022-06-25	North America	USA	MPXV_USA_2022_VA0004
1746	OP615270	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00197/2022
1747	OP440545	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00044/2022
1748	OP748967	2022-10-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00281/2022
1749	OP225961	2022-06-25	North America	USA	MPXV_USA_2022_VA0002
1750	OP752116	2022-07-31	North America	USA	MPXV_USA_2022_OR0005
1751	OP378710	2022-06-25	North America	USA	MPXV_USA_2022_VA0007
1752	OP378711	2022-06-25	North America	USA	MPXV_USA_2022_VA0008
1753	OP378709	2022-06-25	North America	USA	MPXV_USA_2022_PA0006
1754	OP378693	2022-06-25	North America	USA	MPXV_USA_2022_DC0009
1755	OP881951	2022-08-03	North America	USA	MPXV_USA_2022_TX0029
1756	OP863228	2022-09-25	North America	USA	hMpxV/USA/CA-CDPH-000054/2022
1757	OP440546	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00045/2022
1758	OQ330977	2022-10-26	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00370/2022
1759	OP440592	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00013/2022
1760	OP351279	2022-07-13	North America	USA	MPXV22/human/USA-OK-41
1761	OP303797	2022-06-25	North America	USA	MPXV_USA_2022_VA0003
