date	location	median_prev	prev_upper_80	prev_lower_80
2022-06-08	Canada	206.56955	216.94794	192.81477
2022-06-09	Canada	199.81976	209.38776	185.83998
2022-06-10	Canada	193.32916	202.2288	179.1177
2022-06-11	Canada	186.82346	195.78806	172.6506
2022-06-12	Canada	180.81226	190.12326	166.9539
2022-06-13	Canada	175.739	185.25362	162.2487
2022-06-14	Canada	172.46594	182.08124	159.10963
2022-06-15	Canada	170.11502	180.72266	157.49307
2022-06-16	Canada	169.79646	180.82343	157.28064
2022-06-17	Canada	171.27312	182.45097	158.48645
2022-06-18	Canada	173.89151	185.50676	161.32014
2022-06-19	Canada	177.96133	189.64171	165.35487
2022-06-20	Canada	183.22922	194.88005	170.61194
2022-06-21	Canada	189.63052	201.07944	176.82071
2022-06-22	Canada	196.61807	208.11226	183.84157
2022-06-23	Canada	204.53688	216.26608	191.63268
2022-06-24	Canada	213.1576	224.6712	200.11588
2022-06-25	Canada	222.25586	233.55328	209.20847
2022-06-26	Canada	231.97897	242.89381	218.8052
2022-06-27	Canada	242.097	252.69376	228.85378
2022-06-28	Canada	252.46878	263.06442	239.14722
2022-06-29	Canada	263.0409	273.75372	249.47275
2022-06-30	Canada	273.69302	283.95157	259.70065
2022-07-01	Canada	283.71387	294.36545	269.59735
2022-07-02	Canada	293.22458	303.92352	278.9493
2022-07-03	Canada	301.99548	312.6648	287.5007
2022-07-04	Canada	309.67712	320.16846	295.11993
2022-07-05	Canada	316.07812	326.66138	301.56174
2022-07-06	Canada	321.33752	332.0125	306.73572
2022-07-07	Canada	325.10715	336.02737	310.71414
2022-07-08	Canada	327.5547	338.53766	313.41196
2022-07-09	Canada	328.84326	339.78394	314.852
2022-07-10	Canada	328.80374	340.10736	315.1373
2022-07-11	Canada	328.02173	339.43286	314.5038
2022-07-12	Canada	326.24518	337.65137	312.98795
2022-07-13	Canada	323.98157	335.36743	310.9407
2022-07-14	Canada	321.48645	333.33163	308.6535
2022-07-15	Canada	318.85803	331.07053	306.3097
2022-07-16	Canada	316.3081	328.86218	304.12833
2022-07-17	Canada	314.13928	327.2541	302.37424
2022-07-18	Canada	312.88	326.4648	301.1739
2022-07-19	Canada	312.50464	326.20276	300.94336
2022-07-20	Canada	312.75058	326.98206	301.56308
2022-07-21	Canada	314.25314	328.8463	303.4066
2022-07-22	Canada	316.4353	332.01767	306.28946
2022-07-23	Canada	319.76602	336.1698	309.87415
2022-07-24	Canada	325.01324	341.27353	314.71542
2022-07-25	Canada	330.84094	347.4532	321.00922
2022-07-26	Canada	337.4474	354.43445	327.6125
2022-07-27	Canada	344.65253	362.21442	334.2217
2022-07-28	Canada	352.7921	369.98004	342.06265
2022-07-29	Canada	361.77277	378.39594	350.62177
2022-07-30	Canada	370.79535	387.03134	359.15073
2022-07-31	Canada	380.10355	396.14725	367.2294
2022-08-01	Canada	388.68265	405.00607	375.87943
2022-08-02	Canada	397.1991	412.92044	384.15768
2022-08-03	Canada	404.82416	420.4055	391.34967
2022-08-04	Canada	411.31488	427.21228	398.5822
2022-08-05	Canada	417.7245	433.41406	405.13242
2022-08-06	Canada	423.04898	439.13638	410.63632
2022-08-07	Canada	427.20605	443.02206	414.65518
2022-08-08	Canada	430.72687	445.77893	417.33838
2022-08-09	Canada	432.4759	447.7279	419.06763
2022-08-10	Canada	432.87167	448.56277	419.25623
2022-08-11	Canada	432.1358	448.39578	418.31186
2022-08-12	Canada	430.37512	446.59174	416.2933
2022-08-13	Canada	427.61804	444.04376	413.2659
2022-08-14	Canada	423.8896	440.36575	409.36328
2022-08-15	Canada	419.35034	435.98755	404.7655
2022-08-16	Canada	414.16464	431.28458	399.50876
2022-08-17	Canada	408.47476	426.00748	393.83008
2022-08-18	Canada	402.69696	420.21875	387.85843
2022-08-19	Canada	396.81165	414.34802	381.7305
2022-08-20	Canada	390.93155	408.38892	375.5783
2022-08-21	Canada	385.16498	402.55872	369.52063
2022-08-22	Canada	379.62134	396.97363	363.65942
2022-08-23	Canada	374.4951	391.72668	358.07733
2022-08-24	Canada	369.5213	386.85916	352.83588
2022-08-25	Canada	364.51074	382.43546	347.97498
2022-08-26	Canada	360.18524	378.46347	343.51297
2022-08-27	Canada	356.67242	374.77194	339.51083
2022-08-28	Canada	353.6463	371.27817	336.35236
2022-08-29	Canada	350.82318	368.1914	333.70633
2022-08-30	Canada	348.2256	365.53088	331.05896
2022-08-31	Canada	345.68994	363.24628	328.92587
2022-09-01	Canada	343.68036	361.09735	326.8446
2022-09-02	Canada	341.83267	359.2668	324.21066
2022-09-03	Canada	339.63507	357.38007	321.7454
2022-09-04	Canada	337.51312	355.28958	319.07983
2022-09-05	Canada	335.02893	352.82144	316.2904
2022-09-06	Canada	332.1761	349.88623	313.24905
2022-09-07	Canada	328.73694	346.83115	309.9153
2022-09-08	Canada	325.03812	343.4538	306.0425
2022-09-09	Canada	321.28162	339.5846	301.8804
2022-09-10	Canada	317.12903	335.1409	297.38687
2022-09-11	Canada	312.27026	330.153	292.5212
2022-09-12	Canada	307.10046	324.81436	287.28458
2022-09-13	Canada	301.427	318.97842	281.7206
2022-09-14	Canada	295.45984	312.65088	275.84366
2022-09-15	Canada	289.15082	305.86072	269.59558
2022-09-16	Canada	282.45648	298.7171	263.0207
2022-09-17	Canada	275.40405	291.2643	256.22958
2022-09-18	Canada	268.17706	283.7597	249.2735
2022-09-19	Canada	260.84644	276.0206	242.20587
2022-09-20	Canada	253.38011	268.29504	235.09201
2022-09-21	Canada	245.76175	260.6555	227.98897
2022-09-22	Canada	238.30286	252.99759	220.9307
2022-09-23	Canada	230.94742	245.17374	213.96347
2022-09-24	Canada	223.73468	237.47629	207.12862
2022-09-25	Canada	216.6488	230.19284	200.4617
2022-09-26	Canada	209.78351	223.15791	193.99199
2022-09-27	Canada	203.19286	216.41098	187.74223
2022-09-28	Canada	196.87105	209.91054	181.72859
2022-09-29	Canada	190.81607	203.6704	175.9608
2022-09-30	Canada	184.9823	197.70033	170.44264
2022-10-01	Canada	179.39438	191.99835	165.1724
2022-10-02	Canada	174.06158	186.55515	160.14355
2022-10-03	Canada	168.9914	181.35011	155.34563
2022-10-04	Canada	164.15761	176.3736	150.76472
2022-10-05	Canada	159.56323	171.60732	146.38469
2022-10-06	Canada	155.19324	167.03098	142.18759
2022-10-07	Canada	150.9971	162.62338	138.16628
2022-10-08	Canada	146.9002	158.36304	134.29327
2022-10-09	Canada	142.92697	154.22884	130.54648
2022-10-10	Canada	139.04897	150.19812	126.907814
2022-10-11	Canada	135.2616	146.24242	123.416336
2022-10-12	Canada	131.54825	142.29715	120.03407
2022-10-13	Canada	127.894684	138.37367	116.7075
2022-10-14	Canada	124.33078	134.48286	113.42476
2022-10-15	Canada	120.83357	130.63007	110.1768
2022-10-16	Canada	117.34546	126.810585	106.95724
2022-10-17	Canada	113.881195	123.10501	103.76226
2022-10-18	Canada	110.42397	119.51575	100.590546
2022-10-19	Canada	107.015564	115.95333	97.44297
2022-10-20	Canada	103.64096	112.421295	94.32228
2022-10-21	Canada	100.30482	108.92483	91.232956
2022-10-22	Canada	97.013	105.46505	88.18066
2022-10-23	Canada	93.78056	102.00736	85.172005
2022-10-24	Canada	90.60727	98.553696	82.2142
2022-10-25	Canada	87.49814	95.26914	79.31471
2022-10-26	Canada	84.460526	92.05844	76.480934
2022-10-27	Canada	81.5014	88.92922	73.719894
2022-10-28	Canada	78.62715	85.888535	71.038086
2022-10-29	Canada	75.83309	82.94251	68.441185
2022-10-30	Canada	73.12581	80.09625	65.93395
2022-10-31	Canada	70.51877	77.35368	63.520103
2022-11-01	Canada	68.01465	74.71485	61.202236
2022-11-02	Canada	65.612976	72.17097	58.98181
2022-11-03	Canada	63.30029	69.69431	56.859146
2022-11-04	Canada	61.090996	67.32831	54.833504
2022-11-05	Canada	58.98566	65.06939	52.90313
2022-11-06	Canada	56.981216	62.906395	51.07325
2022-11-07	Canada	55.088158	60.845337	49.337845
2022-11-08	Canada	53.258648	58.881374	47.683975
2022-11-09	Canada	51.530746	56.996704	46.107304
2022-11-10	Canada	49.87733	55.177776	44.6032
2022-11-11	Canada	48.285954	53.44081	43.165672
2022-11-12	Canada	46.75671	51.779465	41.78094
2022-11-13	Canada	45.310898	50.187473	40.45641
2022-11-14	Canada	43.9155	48.65877	39.18689
2022-11-15	Canada	42.5829	47.187603	37.96788
2022-11-16	Canada	41.301975	45.77808	36.802876
2022-11-17	Canada	40.068813	44.478584	35.67904
2022-11-18	Canada	38.8798	43.2187	34.599426
2022-11-19	Canada	37.734344	41.994072	33.55144
2022-11-20	Canada	36.62558	40.801857	32.523792
2022-11-21	Canada	35.543167	39.609142	31.524828
2022-11-22	Canada	34.475494	38.426636	30.55268
2022-11-23	Canada	33.429325	37.272488	29.60585
2022-11-24	Canada	32.410057	36.14554	28.684261
2022-11-25	Canada	31.415066	35.04505	27.79364
2022-11-26	Canada	30.443953	33.97071	26.925648
2022-11-27	Canada	29.508673	32.94957	26.080452
2022-11-28	Canada	28.597946	31.955069	25.25772
2022-11-29	Canada	27.70203	30.986116	24.457623
2022-11-30	Canada	26.840546	30.022514	23.680103
2022-12-01	Canada	26.012928	29.069677	22.925308
2022-12-02	Canada	25.210575	28.145098	22.193518
2022-12-03	Canada	24.426352	27.266932	21.484978
2022-12-04	Canada	23.657166	26.434807	20.799904
2022-12-05	Canada	22.915047	25.630327	20.138422
2022-12-06	Canada	22.199696	24.854248	19.50058
2022-12-07	Canada	21.511078	24.090538	18.886297
2022-12-08	Canada	20.849024	23.350122	18.295393
2022-12-09	Canada	20.213194	22.638597	17.72755
2022-12-10	Canada	19.603092	21.955576	17.18233
2022-12-11	Canada	19.01807	21.300903	16.659166
2022-12-12	Canada	18.451017	20.690786	16.157394
2022-12-13	Canada	17.903576	20.107964	15.672622
2022-12-14	Canada	17.378948	19.549644	15.211412
2022-12-15	Canada	16.875984	19.01463	14.769623
2022-12-16	Canada	16.393484	18.501654	14.345795
2022-12-17	Canada	15.937414	18.009382	13.937887
2022-12-18	Canada	15.504459	17.536465	13.545584
2022-12-19	Canada	15.0830765	17.082233	13.168123
2022-12-20	Canada	14.678562	16.644636	12.804477
2022-12-21	Canada	14.291085	16.22357	12.45365
2022-12-22	Canada	13.920736	15.816564	12.114694
2022-12-23	Canada	13.553755	15.422466	11.78671
2022-12-24	Canada	13.20194	15.040222	11.468876
2022-12-25	Canada	12.860605	14.668877	11.160437
2022-12-26	Canada	12.545013	14.307578	10.860714
2022-12-27	Canada	12.235733	13.9555855	10.570069
2022-12-28	Canada	11.916459	13.612776	10.283944
2022-12-29	Canada	11.604876	13.275631	10.006128
2022-12-30	Canada	11.303673	12.943459	9.736473
2022-12-31	Canada	11.015358	12.623122	9.478858
2023-01-01	Canada	10.731613	12.309941	9.215039
2023-01-02	Canada	10.463087	12.00375	8.980262
2023-01-03	Canada	10.1837635	11.711482	8.735211
2023-01-04	Canada	9.919472	11.433985	8.496009
2023-01-05	Canada	9.658192	11.165183	8.262602
2023-01-06	Canada	9.408861	10.886589	8.03497
2023-01-07	Canada	9.155882	10.589887	7.8131847
2023-01-08	Canada	8.909468	10.321982	7.5979156
2023-01-09	Canada	8.674385	10.063374	7.388387
2023-01-10	Canada	8.439457	9.819811	7.183553
2023-01-11	Canada	8.2144165	9.57793	6.981252
2023-01-12	Canada	7.995813	9.3353195	6.7817106
2023-01-13	Canada	7.7835755	9.104563	6.5901117
2023-01-14	Canada	7.577611	8.88185	6.4081964
2023-01-15	Canada	7.3777986	8.665588	6.237263
2023-01-16	Canada	7.18399	8.455628	6.067366
2023-01-17	Canada	6.9968004	8.250889	5.8976464
2023-01-18	Canada	6.8119063	8.051813	5.73907
2023-01-19	Canada	6.6353955	7.8651433	5.5889506
2023-01-20	Canada	6.4612684	7.6938863	5.4368467
2023-01-21	Canada	6.2983103	7.527442	5.289193
2023-01-22	Canada	6.133171	7.365547	5.145946
2023-01-23	Canada	5.972995	7.207933	5.0067844
2023-01-24	Canada	5.813451	7.054324	4.871386
2023-01-25	Canada	5.662504	6.904449	4.7395325
2023-01-26	Canada	5.5152903	6.746902	4.6046314
2022-06-25	Colombia	4.889109	5.293117	4.720028
2022-06-26	Colombia	4.7310724	5.134458	4.5659494
2022-06-27	Colombia	4.6044426	5.008014	4.438696
2022-06-28	Colombia	4.509262	4.9206657	4.34395
2022-06-29	Colombia	4.456604	4.8783646	4.288755
2022-06-30	Colombia	4.452175	4.8891444	4.2866797
2022-07-01	Colombia	4.5071373	4.967831	4.3438706
2022-07-02	Colombia	4.6387634	5.131764	4.471134
2022-07-03	Colombia	4.865054	5.3993115	4.683928
2022-07-04	Colombia	5.2041063	5.7934823	4.9975114
2022-07-05	Colombia	5.672678	6.324904	5.436831
2022-07-06	Colombia	6.287281	7.0191116	6.022766
2022-07-07	Colombia	7.063918	7.8867674	6.7632565
2022-07-08	Colombia	8.017067	8.940912	7.6730576
2022-07-09	Colombia	9.160145	10.202959	8.768855
2022-07-10	Colombia	10.5063305	11.6846285	10.06347
2022-07-11	Colombia	12.070908	13.397728	11.570728
2022-07-12	Colombia	13.868006	15.357694	13.304146
2022-07-13	Colombia	15.914207	17.5814	15.2787
2022-07-14	Colombia	18.224346	20.083616	17.513302
2022-07-15	Colombia	20.828028	22.886425	20.033016
2022-07-16	Colombia	23.737469	26.008781	22.848917
2022-07-17	Colombia	26.965794	29.466309	25.975853
2022-07-18	Colombia	30.530209	33.2865	29.425522
2022-07-19	Colombia	34.420517	37.455906	33.19769
2022-07-20	Colombia	38.630054	41.952457	37.28846
2022-07-21	Colombia	43.144703	46.767776	41.676304
2022-07-22	Colombia	47.94645	51.87378	46.33077
2022-07-23	Colombia	53.00312	57.235985	51.214733
2022-07-24	Colombia	58.26573	62.819576	56.29132
2022-07-25	Colombia	63.703163	68.59512	61.527534
2022-07-26	Colombia	69.288635	74.54969	66.904396
2022-07-27	Colombia	75.02426	80.647995	72.42596
2022-07-28	Colombia	80.97838	86.98473	78.124084
2022-07-29	Colombia	87.24812	93.647484	84.077545
2022-07-30	Colombia	93.923706	100.77653	90.486046
2022-07-31	Colombia	101.23862	108.562355	97.51488
2022-08-01	Colombia	109.33827	117.25969	105.35913
2022-08-02	Colombia	118.55403	127.18665	114.222694
2022-08-03	Colombia	129.21039	138.64159	124.41725
2022-08-04	Colombia	141.63991	152.0623	136.3248
2022-08-05	Colombia	156.32571	167.85725	150.40884
2022-08-06	Colombia	173.65512	186.26341	166.97774
2022-08-07	Colombia	193.94125	207.7429	186.44724
2022-08-08	Colombia	217.6449	232.66196	209.19315
2022-08-09	Colombia	244.97043	261.48355	235.58015
2022-08-10	Colombia	276.5612	294.53748	266.02838
2022-08-11	Colombia	312.6643	332.09924	300.78223
2022-08-12	Colombia	353.35913	374.39258	339.9572
2022-08-13	Colombia	398.9444	422.32053	383.9421
2022-08-14	Colombia	449.2924	474.9244	432.62805
2022-08-15	Colombia	504.8187	532.06354	485.80136
2022-08-16	Colombia	565.38074	593.7911	543.807
2022-08-17	Colombia	629.6662	660.75275	606.4596
2022-08-18	Colombia	698.44604	732.2508	673.2819
2022-08-19	Colombia	770.3982	805.52795	743.758
2022-08-20	Colombia	845.65564	884.2635	817.3459
2022-08-21	Colombia	923.5948	965.5713	893.06616
2022-08-22	Colombia	1003.8684	1046.8827	970.58356
2022-08-23	Colombia	1085.3799	1129.3027	1049.3279
2022-08-24	Colombia	1167.0885	1212.6023	1128.6664
2022-08-25	Colombia	1248.5643	1296.7322	1208.2014
2022-08-26	Colombia	1329.9911	1381.9579	1287.5481
2022-08-27	Colombia	1410.9362	1465.4556	1366.4818
2022-08-28	Colombia	1491.6407	1546.9244	1444.4849
2022-08-29	Colombia	1571.5549	1628.6156	1522.0267
2022-08-30	Colombia	1651.2478	1710.851	1600.1663
2022-08-31	Colombia	1732.4299	1793.7941	1678.5946
2022-09-01	Colombia	1815.0917	1879.5793	1758.1543
2022-09-02	Colombia	1899.7385	1966.5431	1839.9038
2022-09-03	Colombia	1987.3225	2056.3982	1924.632
2022-09-04	Colombia	2078.9458	2150.25	2013.2562
2022-09-05	Colombia	2174.6724	2249.11	2106.6401
2022-09-06	Colombia	2275.8774	2353.1477	2205.528
2022-09-07	Colombia	2384.2925	2463.035	2310.511
2022-09-08	Colombia	2499.7588	2580.1458	2421.612
2022-09-09	Colombia	2621.165	2703.0474	2537.4993
2022-09-10	Colombia	2748.5083	2834.6304	2659.5212
2022-09-11	Colombia	2877.8208	2968.5488	2785.5984
2022-09-12	Colombia	3013.9731	3105.833	2917.0188
2022-09-13	Colombia	3152.581	3250.7844	3054.1272
2022-09-14	Colombia	3293.1692	3396.3618	3192.9363
2022-09-15	Colombia	3434.292	3540.7163	3330.0896
2022-09-16	Colombia	3571.6692	3680.1033	3465.2737
2022-09-17	Colombia	3704.3872	3819.4944	3595.4556
2022-09-18	Colombia	3830.0264	3953.7314	3719.5217
2022-09-19	Colombia	3948.6206	4080.69	3835.298
2022-09-20	Colombia	4061.0178	4194.705	3941.0671
2022-09-21	Colombia	4157.8594	4298.3154	4035.6365
2022-09-22	Colombia	4242.8613	4387.9546	4117.3984
2022-09-23	Colombia	4315.9727	4464.0513	4186.8975
2022-09-24	Colombia	4371.9565	4523.203	4239.598
2022-09-25	Colombia	4410.003	4565.1914	4279.0293
2022-09-26	Colombia	4433.3076	4591.2446	4303.269
2022-09-27	Colombia	4442.1357	4601.924	4309.7817
2022-09-28	Colombia	4435.6094	4597.275	4301.3315
2022-09-29	Colombia	4412.9365	4578.398	4281.362
2022-09-30	Colombia	4379.76	4546.657	4249.1523
2022-10-01	Colombia	4336.616	4503.6265	4206.371
2022-10-02	Colombia	4283.59	4451.5825	4153.974
2022-10-03	Colombia	4221.112	4390.7773	4093.4155
2022-10-04	Colombia	4151.052	4322.152	4026.1716
2022-10-05	Colombia	4074.7207	4246.7803	3952.2976
2022-10-06	Colombia	3994.2466	4167.1816	3873.5347
2022-10-07	Colombia	3911.1685	4084.4263	3792.221
2022-10-08	Colombia	3829.0972	3999.8477	3710.3994
2022-10-09	Colombia	3747.0454	3914.46	3628.796
2022-10-10	Colombia	3663.755	3829.0283	3547.2268
2022-10-11	Colombia	3580.6372	3744.0378	3464.6963
2022-10-12	Colombia	3497.6682	3659.582	3382.7275
2022-10-13	Colombia	3415.629	3577.062	3302.769
2022-10-14	Colombia	3334.5574	3495.6558	3223.839
2022-10-15	Colombia	3254.68	3415.5098	3144.93
2022-10-16	Colombia	3177.2988	3336.2651	3068.065
2022-10-17	Colombia	3101.641	3257.5789	2992.8845
2022-10-18	Colombia	3025.6606	3178.956	2918.9011
2022-10-19	Colombia	2949.4504	3100.632	2844.1716
2022-10-20	Colombia	2874.3462	3022.4272	2768.929
2022-10-21	Colombia	2798.4385	2943.9458	2694.5576
2022-10-22	Colombia	2722.9583	2865.0251	2621.4717
2022-10-23	Colombia	2646.1216	2785.5596	2548.4014
2022-10-24	Colombia	2568.5283	2705.5098	2474.9436
2022-10-25	Colombia	2491.3828	2624.9045	2401.089
2022-10-26	Colombia	2414.0708	2543.5613	2327.0244
2022-10-27	Colombia	2335.5222	2461.0288	2252.69
2022-10-28	Colombia	2257.8435	2378.8289	2176.303
2022-10-29	Colombia	2180.9033	2297.5146	2100.3367
2022-10-30	Colombia	2103.5496	2217.3638	2025.0248
2022-10-31	Colombia	2026.9319	2137.886	1950.612
2022-11-01	Colombia	1951.6067	2059.084	1877.7827
2022-11-02	Colombia	1877.7717	1981.1	1806.0017
2022-11-03	Colombia	1805.2263	1905.2183	1734.8883
2022-11-04	Colombia	1735.133	1831.2292	1666.2805
2022-11-05	Colombia	1667.0288	1759.6729	1599.9663
2022-11-06	Colombia	1600.9158	1690.382	1536.8093
2022-11-07	Colombia	1536.6267	1623.5646	1476.3987
2022-11-08	Colombia	1475.8738	1559.3673	1418.4143
2022-11-09	Colombia	1417.6235	1497.8263	1362.7372
2022-11-10	Colombia	1362.0038	1437.7452	1308.701
2022-11-11	Colombia	1308.9417	1381.7786	1257.264
2022-11-12	Colombia	1258.3611	1330.1031	1208.4622
2022-11-13	Colombia	1210.9281	1279.7397	1162.2596
2022-11-14	Colombia	1165.5522	1232.1115	1117.5999
2022-11-15	Colombia	1122.4976	1187.1544	1075.1162
2022-11-16	Colombia	1082.4329	1144.6938	1035.6418
2022-11-17	Colombia	1044.8752	1104.5374	998.0615
2022-11-18	Colombia	1009.9698	1066.6472	964.1305
2022-11-19	Colombia	976.9829	1030.6046	931.6272
2022-11-20	Colombia	946.06506	996.97455	900.8487
2022-11-21	Colombia	916.58307	966.0552	871.59644
2022-11-22	Colombia	887.81616	936.3974	844.407
2022-11-23	Colombia	860.2672	908.03973	818.3519
2022-11-24	Colombia	833.97345	881.06305	793.6352
2022-11-25	Colombia	809.24963	855.16644	770.0956
2022-11-26	Colombia	785.8043	830.8153	747.60754
2022-11-27	Colombia	763.8113	806.8313	726.06
2022-11-28	Colombia	742.62396	783.9824	705.1253
2022-11-29	Colombia	721.57776	762.4074	684.586
2022-11-30	Colombia	701.59753	742.0029	665.18726
2022-12-01	Colombia	682.3124	721.6784	646.93933
2022-12-02	Colombia	663.45166	701.39154	628.7595
2022-12-03	Colombia	645.0001	681.4311	611.1584
2022-12-04	Colombia	627.0637	662.29065	594.2319
2022-12-05	Colombia	609.50073	643.6603	577.7603
2022-12-06	Colombia	592.4162	625.52545	560.8919
2022-12-07	Colombia	575.45233	607.8779	544.5742
2022-12-08	Colombia	559.03564	590.7155	528.92773
2022-12-09	Colombia	543.5189	574.03955	513.41986
2022-12-10	Colombia	528.44165	558.1569	498.42258
2022-12-11	Colombia	513.8401	543.6969	483.9919
2022-12-12	Colombia	499.68668	529.39136	470.21628
2022-12-13	Colombia	486.0609	514.7612	456.5155
2022-12-14	Colombia	473.32336	500.59576	443.40225
2022-12-15	Colombia	460.60434	486.83612	431.0809
2022-12-16	Colombia	448.21143	474.09692	418.90988
2022-12-17	Colombia	435.96277	462.28885	407.0846
2022-12-18	Colombia	424.18695	451.2168	395.74673
2022-12-19	Colombia	412.91113	439.96683	384.8038
2022-12-20	Colombia	402.41644	428.81268	374.92526
2022-12-21	Colombia	392.5094	418.29062	364.90988
2022-12-22	Colombia	382.87918	408.0162	355.61066
2022-12-23	Colombia	373.71454	398.377	346.74658
2022-12-24	Colombia	364.88086	388.535	337.77982
2022-12-25	Colombia	356.11786	379.7634	329.00195
2022-12-26	Colombia	347.46478	371.4093	320.52228
2022-12-27	Colombia	339.16632	363.2876	312.52274
2022-12-28	Colombia	330.8908	355.0171	305.06793
2022-12-29	Colombia	322.93988	346.48636	297.7967
2022-12-30	Colombia	315.5405	338.09042	290.4639
2022-12-31	Colombia	307.98816	329.78247	283.12946
2023-01-01	Colombia	300.30606	321.57312	275.83035
2023-01-02	Colombia	292.5188	313.4364	268.59778
2023-01-03	Colombia	285.21222	306.21252	261.42667
2023-01-04	Colombia	277.61264	298.21738	254.28899
2023-01-05	Colombia	270.0116	290.22852	247.17119
2023-01-06	Colombia	262.76514	282.23557	240.06297
2023-01-07	Colombia	255.35199	275.1576	232.95877
2023-01-08	Colombia	247.93477	268.12283	226.06122
2023-01-09	Colombia	240.61517	261.03632	218.91154
2023-01-10	Colombia	233.45871	253.82784	211.74553
2023-01-11	Colombia	226.06729	246.39359	204.59111
2023-01-12	Colombia	218.66547	239.24136	197.6281
2023-01-13	Colombia	211.0917	232.01059	190.76219
2023-01-14	Colombia	203.67053	224.35635	183.93056
2023-01-15	Colombia	196.2923	216.5975	176.99812
2023-01-16	Colombia	188.93704	208.8446	169.86331
2023-01-17	Colombia	181.61594	201.10962	162.90318
2023-01-18	Colombia	174.30428	193.71896	156.23737
2023-01-19	Colombia	166.9629	186.43289	149.68213
2023-01-20	Colombia	159.7312	179.13434	143.22858
2023-01-21	Colombia	152.85953	171.88187	136.86389
2023-01-22	Colombia	146.0287	164.68697	130.59659
2023-01-23	Colombia	139.1221	157.15222	124.43465
2023-01-24	Colombia	132.39609	149.53568	118.38565
2023-01-25	Colombia	125.62001	142.05478	112.4565
2023-01-26	Colombia	118.89537	134.71942	106.65365
2022-05-19	France	127.2309	138.60538	123.06678
2022-05-20	France	121.938614	132.65022	118.143585
2022-05-21	France	116.9495	126.961586	113.22624
2022-05-22	France	112.26845	121.63761	108.57048
2022-05-23	France	107.95517	116.722946	104.43552
2022-05-24	France	104.14523	112.34884	100.72966
2022-05-25	France	100.87375	108.55082	97.818535
2022-05-26	France	98.468414	105.602325	95.688934
2022-05-27	France	97.09229	103.676834	94.29273
2022-05-28	France	97.09975	103.37519	94.011406
2022-05-29	France	98.77084	104.784805	95.34252
2022-05-30	France	102.30533	108.142426	98.52528
2022-05-31	France	107.69321	113.67475	103.53278
2022-06-01	France	115.22525	121.43361	110.598114
2022-06-02	France	124.969505	131.49854	119.82749
2022-06-03	France	136.83345	143.87473	131.1729
2022-06-04	France	150.79846	158.54517	144.58777
2022-06-05	France	166.89102	175.48929	160.13376
2022-06-06	France	185.10693	194.6831	177.74709
2022-06-07	France	205.48254	216.13019	197.35333
2022-06-08	France	228.0163	239.82872	219.1466
2022-06-09	France	252.68915	265.78232	243.06636
2022-06-10	France	279.34204	293.9454	268.9956
2022-06-11	France	308.2312	324.20816	297.00507
2022-06-12	France	338.8347	355.939	326.7881
2022-06-13	France	370.84964	389.37222	358.25443
2022-06-14	France	404.3166	424.86792	390.78894
2022-06-15	France	438.70676	461.23288	424.1878
2022-06-16	France	473.43036	497.8692	457.94385
2022-06-17	France	507.71436	534.01843	491.47208
2022-06-18	France	540.9962	569.20776	524.079
2022-06-19	France	572.8268	602.5454	555.1294
2022-06-20	France	602.78613	633.78394	584.3045
2022-06-21	France	630.61707	662.72437	611.4725
2022-06-22	France	656.2635	689.1431	636.30096
2022-06-23	France	680.1134	713.28644	658.97266
2022-06-24	France	701.8491	735.6455	679.9008
2022-06-25	France	722.2857	756.44904	699.6856
2022-06-26	France	743.7104	777.38916	719.29517
2022-06-27	France	765.4765	798.64526	739.7182
2022-06-28	France	789.0397	821.6825	761.6621
2022-06-29	France	815.4053	848.6175	786.1213
2022-06-30	France	845.97	880.65405	814.48755
2022-07-01	France	882.2145	919.3907	848.0104
2022-07-02	France	924.57666	962.0796	887.7106
2022-07-03	France	974.35016	1014.29254	934.51434
2022-07-04	France	1031.4595	1073.7955	989.5053
2022-07-05	France	1097.1774	1141.6831	1053.3689
2022-07-06	France	1171.5012	1221.3462	1126.1285
2022-07-07	France	1255.2087	1309.696	1207.7535
2022-07-08	France	1348.1099	1406.1188	1296.8997
2022-07-09	France	1449.9724	1511.0538	1393.7566
2022-07-10	France	1558.7959	1623.7928	1499.0563
2022-07-11	France	1673.1414	1743.1522	1609.4874
2022-07-12	France	1793.2577	1866.9667	1725.1877
2022-07-13	France	1916.6792	1992.8293	1845.0303
2022-07-14	France	2042.0222	2120.0435	1966.5156
2022-07-15	France	2166.3062	2246.7065	2088.4375
2022-07-16	France	2287.7996	2372.9863	2208.4143
2022-07-17	France	2406.5916	2496.4192	2324.1855
2022-07-18	France	2519.291	2613.5227	2433.4536
2022-07-19	France	2624.7625	2722.3965	2536.465
2022-07-20	France	2720.5278	2821.691	2629.7192
2022-07-21	France	2804.983	2909.5273	2712.6572
2022-07-22	France	2877.796	2985.8442	2784.4033
2022-07-23	France	2938.2988	3049.4688	2844.2422
2022-07-24	France	2986.7764	3100.5518	2892.506
2022-07-25	France	3023.539	3139.5007	2929.2554
2022-07-26	France	3048.7314	3167.213	2955.1848
2022-07-27	France	3064.2236	3183.7578	2971.9924
2022-07-28	France	3072.5054	3190.3076	2978.594
2022-07-29	France	3073.332	3188.1963	2978.7515
2022-07-30	France	3067.9648	3182.4985	2972.9075
2022-07-31	France	3060.2441	3170.483	2962.0146
