date	location	median_I_smooth	I_smooth_upper_80	I_smooth_lower_80
2022-12-19	Peru	14.161711	15.006197	13.255769
2022-12-20	Peru	13.73834	14.560376	12.841085
2022-12-21	Peru	13.316774	14.119043	12.434068
2022-12-22	Peru	12.901528	13.685802	12.033503
2022-12-23	Peru	12.491727	13.256989	11.63908
2022-12-24	Peru	12.080881	12.833487	11.250696
2022-12-25	Peru	11.673455	12.415224	10.869602
2022-12-26	Peru	11.277364	12.002245	10.4943
2022-12-27	Peru	10.885071	11.594707	10.1253195
2022-12-28	Peru	10.498938	11.192523	9.770758
2022-12-29	Peru	10.119238	10.795998	9.422977
2022-12-30	Peru	9.747443	10.405818	9.08126
2022-12-31	Peru	9.386671	10.025103	8.745897
2023-01-01	Peru	9.031572	9.650519	8.417192
2023-01-02	Peru	8.683569	9.283362	8.095456
2023-01-03	Peru	8.345862	8.924307	7.780982
2023-01-04	Peru	8.012054	8.573747	7.4679356
2023-01-05	Peru	7.68839	8.231857	7.1624427
2023-01-06	Peru	7.374487	7.8979325	6.865055
2023-01-07	Peru	7.0671816	7.565117	6.5764594
2023-01-08	Peru	6.7693253	7.252488	6.296828
2023-01-09	Peru	6.484585	6.9550066	6.0296774
2023-01-10	Peru	6.2080717	6.662766	5.773244
2023-01-11	Peru	5.937751	6.3786554	5.5254645
2023-01-12	Peru	5.678973	6.1040807	5.285746
2023-01-13	Peru	5.42918	5.8388414	5.0477486
2023-01-14	Peru	5.186987	5.582459	4.818658
2023-01-15	Peru	4.9531736	5.335119	4.598002
2023-01-16	Peru	4.7277164	5.096572	4.3887115
2023-01-17	Peru	4.510515	4.8665476	4.1890883
2023-01-18	Peru	4.3028045	4.6469326	3.9969313
2023-01-19	Peru	4.101918	4.4355416	3.8118522
2023-01-20	Peru	3.906815	4.2313466	3.6296399
2023-01-21	Peru	3.718931	4.0339622	3.4535599
2023-01-22	Peru	3.5404706	3.839226	3.2872941
2023-01-23	Peru	3.366438	3.6512866	3.1281843
2023-01-24	Peru	3.1991055	3.4709544	2.9737754
2023-01-25	Peru	3.0378497	3.2988331	2.8222992
2023-01-26	Peru	2.882999	3.1329129	2.6791203
2022-05-17	Portugal	9.763746	9.763765	9.763684
2022-05-18	Portugal	10.102003	10.102023	10.101938
2022-05-19	Portugal	10.333059	10.333083	10.332974
2022-05-20	Portugal	10.04391	10.044032	10.04366
2022-05-21	Portugal	9.809458	9.809718	9.809041
2022-05-22	Portugal	10.079932	10.080257	10.079433
2022-05-23	Portugal	10.573844	10.574192	10.573311
2022-05-24	Portugal	11.091198	11.091559	11.090649
2022-05-25	Portugal	11.575774	11.576142	11.575212
2022-05-26	Portugal	12.018934	12.019307	12.018362
2022-05-27	Portugal	12.423125	12.423499	12.422545
2022-05-28	Portugal	12.793193	12.793569	12.792608
2022-05-29	Portugal	13.135042	13.135418	13.134453
2022-05-30	Portugal	13.4549885	13.455362	13.454397
2022-05-31	Portugal	13.759661	13.760032	13.759068
2022-06-01	Portugal	14.055922	14.056291	14.055326
2022-06-02	Portugal	14.350808	14.351174	14.350218
2022-06-03	Portugal	14.651454	14.651817	14.650863
2022-06-04	Portugal	14.964947	14.965307	14.9643545
2022-06-05	Portugal	15.298137	15.298495	15.297542
2022-06-06	Portugal	15.657363	15.657721	15.656769
2022-06-07	Portugal	16.048126	16.04848	16.047527
2022-06-08	Portugal	16.474672	16.475025	16.474073
2022-06-09	Portugal	16.939629	16.939983	16.939022
2022-06-10	Portugal	17.44366	17.444014	17.443047
2022-06-11	Portugal	17.98527	17.985628	17.984648
2022-06-12	Portugal	18.560812	18.561172	18.560175
2022-06-13	Portugal	19.16467	19.165041	19.164019
2022-06-14	Portugal	19.790071	19.790453	19.789394
2022-06-15	Portugal	20.42971	20.430113	20.42901
2022-06-16	Portugal	21.076366	21.076792	21.07563
2022-06-17	Portugal	21.723665	21.724117	21.722883
2022-06-18	Portugal	22.366655	22.36715	22.365822
2022-06-19	Portugal	23.002121	23.002659	23.001232
2022-06-20	Portugal	23.628527	23.629108	23.627571
2022-06-21	Portugal	24.245697	24.246334	24.244675
2022-06-22	Portugal	24.85435	24.855043	24.853254
2022-06-23	Portugal	25.455488	25.456242	25.454317
2022-06-24	Portugal	26.049885	26.050694	26.04864
2022-06-25	Portugal	26.637701	26.638565	26.636381
2022-06-26	Portugal	27.21825	27.219168	27.216862
2022-06-27	Portugal	27.790041	27.791004	27.788593
2022-06-28	Portugal	28.350931	28.351934	28.34943
2022-06-29	Portugal	28.898462	28.899498	28.89692
2022-06-30	Portugal	29.43022	29.431284	29.428637
2022-07-01	Portugal	29.94422	29.945305	29.942608
2022-07-02	Portugal	30.439194	30.440292	30.437563
2022-07-03	Portugal	30.914814	30.915915	30.913166
2022-07-04	Portugal	31.371729	31.372833	31.37007
2022-07-05	Portugal	31.811543	31.812647	31.809885
2022-07-06	Portugal	32.236637	32.237732	32.23498
2022-07-07	Portugal	32.649914	32.651	32.648266
2022-07-08	Portugal	33.054466	33.055542	33.052822
2022-07-09	Portugal	33.453285	33.454346	33.451653
2022-07-10	Portugal	33.848904	33.849953	33.84728
2022-07-11	Portugal	34.24318	34.24422	34.241573
2022-07-12	Portugal	34.637077	34.638123	34.63549
2022-07-13	Portugal	35.030556	35.031612	35.02899
2022-07-14	Portugal	35.422577	35.423634	35.42102
2022-07-15	Portugal	35.81111	35.812172	35.80956
2022-07-16	Portugal	36.193302	36.194366	36.191746
2022-07-17	Portugal	36.565628	36.5667	36.564064
2022-07-18	Portugal	36.924133	36.925217	36.922554
2022-07-19	Portugal	37.264618	37.26572	37.263016
2022-07-20	Portugal	37.582882	37.58401	37.581253
2022-07-21	Portugal	37.87487	37.87602	37.873203
2022-07-22	Portugal	38.136833	38.138004	38.13514
2022-07-23	Portugal	38.365475	38.366673	38.36374
2022-07-24	Portugal	38.557926	38.559162	38.556152
2022-07-25	Portugal	38.71181	38.713074	38.71
2022-07-26	Portugal	38.825314	38.826603	38.823467
2022-07-27	Portugal	38.897114	38.89843	38.89523
2022-07-28	Portugal	38.926376	38.92772	38.92446
2022-07-29	Portugal	38.912727	38.914093	38.910786
2022-07-30	Portugal	38.856213	38.857594	38.854248
2022-07-31	Portugal	38.75728	38.758682	38.755306
2022-08-01	Portugal	38.616783	38.618183	38.614796
2022-08-02	Portugal	38.43592	38.437325	38.43393
2022-08-03	Portugal	38.216236	38.217644	38.214245
2022-08-04	Portugal	37.959602	37.961002	37.957626
2022-08-05	Portugal	37.668144	37.669537	37.66619
2022-08-06	Portugal	37.344223	37.345596	37.34229
2022-08-07	Portugal	36.990356	36.9917	36.98844
2022-08-08	Portugal	36.609123	36.61045	36.607254
2022-08-09	Portugal	36.20317	36.20447	36.201344
2022-08-10	Portugal	35.77504	35.77631	35.77325
2022-08-11	Portugal	35.327156	35.328396	35.3254
2022-08-12	Portugal	34.861748	34.86295	34.86004
2022-08-13	Portugal	34.38079	34.38196	34.379116
2022-08-14	Portugal	33.885975	33.88711	33.88435
2022-08-15	Portugal	33.378693	33.379807	33.377113
2022-08-16	Portugal	32.86005	32.86113	32.858505
2022-08-17	Portugal	32.33084	32.33189	32.32933
2022-08-18	Portugal	31.791618	31.792645	31.790146
2022-08-19	Portugal	31.242725	31.24373	31.241297
2022-08-20	Portugal	30.68436	30.685343	30.682959
2022-08-21	Portugal	30.116592	30.117548	30.11521
2022-08-22	Portugal	29.539436	29.540377	29.538082
2022-08-23	Portugal	28.952932	28.953852	28.951597
2022-08-24	Portugal	28.357155	28.35806	28.355846
2022-08-25	Portugal	27.752266	27.75316	27.750982
2022-08-26	Portugal	27.138554	27.139435	27.137293
2022-08-27	Portugal	26.516445	26.517311	26.5152
2022-08-28	Portugal	25.886518	25.887373	25.885292
2022-08-29	Portugal	25.249521	25.25036	25.248314
2022-08-30	Portugal	24.606344	24.607174	24.605158
2022-08-31	Portugal	23.958025	23.95884	23.956861
2022-09-01	Portugal	23.305738	23.306534	23.304596
2022-09-02	Portugal	22.650766	22.651545	22.649645
2022-09-03	Portugal	21.994465	21.99523	21.993374
2022-09-04	Portugal	21.338272	21.33902	21.337208
2022-09-05	Portugal	20.683647	20.684372	20.682613
2022-09-06	Portugal	20.032055	20.03276	20.031052
2022-09-07	Portugal	19.38496	19.385649	19.38399
2022-09-08	Portugal	18.743774	18.744438	18.74283
2022-09-09	Portugal	18.109848	18.11049	18.108936
2022-09-10	Portugal	17.484455	17.485077	17.483578
2022-09-11	Portugal	16.868774	16.869368	16.867924
2022-09-12	Portugal	16.263855	16.264423	16.263039
2022-09-13	Portugal	15.670645	15.671194	15.669865
2022-09-14	Portugal	15.08996	15.090489	15.089216
2022-09-15	Portugal	14.522488	14.522993	14.521771
2022-09-16	Portugal	13.968778	13.969258	13.968093
2022-09-17	Portugal	13.429262	13.429722	13.428609
2022-09-18	Portugal	12.904254	12.904692	12.903627
2022-09-19	Portugal	12.393948	12.394365	12.393351
2022-09-20	Portugal	11.898443	11.898847	11.897876
2022-09-21	Portugal	11.417752	11.418142	11.417214
2022-09-22	Portugal	10.951807	10.952183	10.9513
2022-09-23	Portugal	10.500456	10.500817	10.499973
2022-09-24	Portugal	10.063461	10.063806	10.063001
2022-09-25	Portugal	9.640528	9.640857	9.640087
2022-09-26	Portugal	9.231335	9.231649	9.230913
2022-09-27	Portugal	8.835554	8.8358555	8.835151
2022-09-28	Portugal	8.452857	8.453146	8.452471
2022-09-29	Portugal	8.08292	8.083197	8.082549
2022-09-30	Portugal	7.7254286	7.7256947	7.725073
2022-10-01	Portugal	7.380085	7.3803396	7.3797445
2022-10-02	Portugal	7.046608	7.046852	7.0462823
2022-10-03	Portugal	6.7247305	6.724963	6.7244177
2022-10-04	Portugal	6.414198	6.414421	6.4138985
2022-10-05	Portugal	6.114775	6.114989	6.1144876
2022-10-06	Portugal	5.8262377	5.826442	5.8259616
2022-10-07	Portugal	5.548369	5.5485654	5.5481052
2022-10-08	Portugal	5.280964	5.281152	5.2807126
2022-10-09	Portugal	5.023822	5.0240006	5.0235815
2022-10-10	Portugal	4.776744	4.7769146	4.7765155
2022-10-11	Portugal	4.5395317	4.539694	4.5393133
2022-10-12	Portugal	4.311984	4.312139	4.311777
2022-10-13	Portugal	4.0938983	4.094045	4.0937004
2022-10-14	Portugal	3.8850646	3.8852038	3.8848774
2022-10-15	Portugal	3.6852655	3.6853983	3.6850884
2022-10-16	Portugal	3.4942794	3.4944048	3.4941108
2022-10-17	Portugal	3.3118744	3.3119931	3.3117146
2022-10-18	Portugal	3.1378121	3.1379247	3.1376612
2022-10-19	Portugal	2.9718466	2.9719524	2.9717035
2022-10-20	Portugal	2.8137236	2.813824	2.8135889
2022-10-21	Portugal	2.6631851	2.6632795	2.6630576
2022-10-22	Portugal	2.519967	2.5200562	2.5198464
2022-10-23	Portugal	2.3838015	2.3838856	2.383688
2022-10-24	Portugal	2.2544198	2.2544994	2.2543132
2022-10-25	Portugal	2.1315508	2.1316257	2.1314502
2022-10-26	Portugal	2.0149245	2.0149949	2.0148296
2022-10-27	Portugal	1.9042728	1.904339	1.9041834
2022-10-28	Portugal	1.7993306	1.7993932	1.7992463
2022-10-29	Portugal	1.6998389	1.6998979	1.6997596
2022-10-30	Portugal	1.6055431	1.6055989	1.6054685
2022-10-31	Portugal	1.5161965	1.516249	1.5161259
2022-11-01	Portugal	1.4315591	1.4316087	1.4314924
2022-11-02	Portugal	1.3513994	1.3514462	1.3513365
2022-11-03	Portugal	1.2754955	1.2755399	1.2754364
2022-11-04	Portugal	1.2036343	1.2036761	1.2035786
2022-11-05	Portugal	1.135612	1.1356515	1.1355594
2022-11-06	Portugal	1.0712347	1.0712718	1.0711849
2022-11-07	Portugal	1.0103171	1.0103524	1.01027
2022-11-08	Portugal	0.95268416	0.9527173	0.95263964
2022-11-09	Portugal	0.89816904	0.8982004	0.89812696
2022-11-10	Portugal	0.8466134	0.8466431	0.8465738
2022-11-11	Portugal	0.79786766	0.7978957	0.79783016
2022-11-12	Portugal	0.7517896	0.7518161	0.75175416
2022-11-13	Portugal	0.70824444	0.7082695	0.7082109
2022-11-14	Portugal	0.6671041	0.6671278	0.66707253
2022-11-15	Portugal	0.6282475	0.62826973	0.62821764
2022-11-16	Portugal	0.59155893	0.5915799	0.59153086
2022-11-17	Portugal	0.5569285	0.5569483	0.55690205
2022-11-18	Portugal	0.5242516	0.5242702	0.5242265
2022-11-19	Portugal	0.4934283	0.49344584	0.49340475
2022-11-20	Portugal	0.46436346	0.46437997	0.46434122
2022-11-21	Portugal	0.43696618	0.4369818	0.43694535
2022-11-22	Portugal	0.41114956	0.4111642	0.41112983
2022-11-23	Portugal	0.3868304	0.3868441	0.38681185
2022-11-24	Portugal	0.3639291	0.36394197	0.36391172
2022-11-25	Portugal	0.34236974	0.34238192	0.34235346
2022-11-26	Portugal	0.3220796	0.32209104	0.32206425
2022-11-27	Portugal	0.30298913	0.30299985	0.30297464
2022-11-28	Portugal	0.2850318	0.2850419	0.28501824
2022-11-29	Portugal	0.26814425	0.2681537	0.2681315
2022-11-30	Portugal	0.25226587	0.2522747	0.25225386
2022-12-01	Portugal	0.23733893	0.23734725	0.23732764
2022-12-02	Portugal	0.22330844	0.22331628	0.22329788
2022-12-03	Portugal	0.21012223	0.21012959	0.2101123
2022-12-04	Portugal	0.19773057	0.19773751	0.1977213
2022-12-05	Portugal	0.18608645	0.18609297	0.18607773
2022-12-06	Portugal	0.1751452	0.17515132	0.175137
2022-12-07	Portugal	0.1648646	0.16487037	0.16485688
2022-12-08	Portugal	0.15520477	0.15521018	0.15519752
2022-12-09	Portugal	0.14612806	0.14613317	0.14612125
2022-12-10	Portugal	0.13759907	0.13760386	0.1375926
2022-12-11	Portugal	0.12958431	0.12958886	0.12957825
2022-12-12	Portugal	0.1220524	0.12205666	0.12204669
2022-12-13	Portugal	0.11497381	0.11497783	0.114968434
2022-12-14	Portugal	0.10832082	0.10832461	0.108315736
2022-12-15	Portugal	0.10206741	0.10207099	0.10206263
2022-12-16	Portugal	0.096189186	0.09619257	0.096184686
2022-12-17	Portugal	0.090663314	0.09066647	0.09065903
2022-12-18	Portugal	0.08546828	0.085471265	0.08546425
2022-12-19	Portugal	0.080584034	0.08058685	0.08058022
2022-12-20	Portugal	0.07599174	0.0759944	0.07598815
2022-12-21	Portugal	0.071673736	0.07167627	0.071670346
2022-12-22	Portugal	0.067613505	0.06761589	0.067610316
2022-12-23	Portugal	0.06379554	0.063797794	0.06379253
2022-12-24	Portugal	0.060205296	0.060207427	0.060202442
2022-12-25	Portugal	0.056829087	0.056831107	0.056826398
2022-12-26	Portugal	0.05365411	0.053656016	0.05365156
2022-12-27	Portugal	0.05066832	0.05067012	0.050665915
2022-12-28	Portugal	0.04786043	0.04786212	0.04785815
2022-12-29	Portugal	0.04521977	0.04522137	0.04521762
2022-12-30	Portugal	0.04273635	0.04273787	0.042734325
2022-12-31	Portugal	0.040400766	0.040402196	0.040398847
2023-01-01	Portugal	0.03820415	0.038205497	0.038202334
2023-01-02	Portugal	0.036138136	0.036139414	0.036136426
2023-01-03	Portugal	0.0341949	0.034196112	0.03419328
2023-01-04	Portugal	0.032367036	0.032368183	0.03236551
2023-01-05	Portugal	0.03064758	0.030648667	0.030646136
2023-01-06	Portugal	0.029029965	0.02903099	0.029028598
2023-01-07	Portugal	0.027508024	0.027508987	0.027506724
2023-01-08	Portugal	0.026075931	0.026076846	0.026074698
2023-01-09	Portugal	0.024728216	0.024729082	0.024727046
2023-01-10	Portugal	0.023459729	0.023460554	0.02345862
2023-01-11	Portugal	0.022265628	0.022266414	0.022264583
2023-01-12	Portugal	0.021141361	0.021142107	0.021140369
2023-01-13	Portugal	0.020082656	0.020083362	0.020081712
2023-01-14	Portugal	0.019085493	0.01908616	0.019084593
2023-01-15	Portugal	0.018146094	0.01814673	0.01814524
2023-01-16	Portugal	0.017260928	0.017261531	0.017260114
2023-01-17	Portugal	0.01642667	0.016427249	0.016425898
2023-01-18	Portugal	0.015640222	0.01564077	0.015639488
2023-01-19	Portugal	0.014898663	0.014899184	0.01489796
2023-01-20	Portugal	0.014199268	0.014199765	0.014198598
2023-01-21	Portugal	0.01353948	0.013539955	0.013538839
2023-01-22	Portugal	0.012920974	0.012921426	0.012920363
2023-01-23	Portugal	0.015457997	0.015458541	0.015457271
2023-01-24	Portugal	0.038088664	0.038090013	0.038086876
2023-01-25	Portugal	0.06182412	0.06182631	0.061821215
2023-01-26	Portugal	0.06905359	0.06905604	0.06905035
2022-07-07	Slovakia	1.1953096	1.1953096	1.1953096
2022-07-08	Slovakia	1.2366656	1.2366656	1.2366656
2022-07-09	Slovakia	1.223209	1.2232091	1.2232089
2022-07-10	Slovakia	0.87244624	0.8724469	0.8724457
2022-07-11	Slovakia	0.4720152	0.47201666	0.47201422
2022-07-12	Slovakia	0.3104878	0.31048977	0.31048667
2022-07-13	Slovakia	0.27592105	0.27592316	0.27591985
2022-07-14	Slovakia	0.27483428	0.27483645	0.27483305
2022-07-15	Slovakia	0.27948406	0.2794863	0.27948284
2022-07-16	Slovakia	0.284236	0.28423828	0.28423482
2022-07-17	Slovakia	0.2882906	0.28829294	0.28828943
2022-07-18	Slovakia	0.29159907	0.29160142	0.29159793
2022-07-19	Slovakia	0.29435	0.29435238	0.2943488
2022-07-20	Slovakia	0.29672608	0.29672852	0.29672492
2022-07-21	Slovakia	0.29890335	0.29890588	0.29890224
2022-07-22	Slovakia	0.30105114	0.30105367	0.30105004
2022-07-23	Slovakia	0.30333233	0.30333483	0.30333123
2022-07-24	Slovakia	0.30590233	0.3059049	0.30590126
2022-07-25	Slovakia	0.30890736	0.30890992	0.3089063
2022-07-26	Slovakia	0.3124795	0.31248206	0.31247836
2022-07-27	Slovakia	0.31672788	0.3167305	0.31672674
2022-07-28	Slovakia	0.3217255	0.32172814	0.32172433
2022-07-29	Slovakia	0.32749093	0.3274937	0.3274898
2022-07-30	Slovakia	0.33396655	0.33396938	0.3339654
2022-07-31	Slovakia	0.3409965	0.34099942	0.3409953
2022-08-01	Slovakia	0.34831014	0.34831312	0.34830895
2022-08-02	Slovakia	0.35551634	0.3555194	0.35551512
2022-08-03	Slovakia	0.36211395	0.36211702	0.3621127
2022-08-04	Slovakia	0.36752847	0.3675317	0.3675272
2022-08-05	Slovakia	0.37116146	0.3711647	0.37116015
2022-08-06	Slovakia	0.37244886	0.37245214	0.37244752
2022-08-07	Slovakia	0.3709276	0.37093088	0.37092623
2022-08-08	Slovakia	0.3662943	0.36629757	0.3662929
2022-08-09	Slovakia	0.3584458	0.358449	0.35844436
2022-08-10	Slovakia	0.34749538	0.34749857	0.347494
2022-08-11	Slovakia	0.33376336	0.33376646	0.33376193
2022-08-12	Slovakia	0.317743	0.31774604	0.31774163
2022-08-13	Slovakia	0.3000506	0.30005354	0.30004928
2022-08-14	Slovakia	0.28136533	0.2813682	0.28136405
2022-08-15	Slovakia	0.26237002	0.2623728	0.26236883
2022-08-16	Slovakia	0.24369821	0.24370086	0.24369705
2022-08-17	Slovakia	0.2258941	0.22589661	0.22589293
2022-08-18	Slovakia	0.20938721	0.20938969	0.2093861
2022-08-19	Slovakia	0.19448207	0.19448443	0.19448099
2022-08-20	Slovakia	0.18136066	0.18136296	0.18135962
2022-08-21	Slovakia	0.17009524	0.1700975	0.17009422
2022-08-22	Slovakia	0.16066682	0.16066904	0.16066583
2022-08-23	Slovakia	0.15298687	0.15298904	0.15298587
2022-08-24	Slovakia	0.14691852	0.14692068	0.14691752
2022-08-25	Slovakia	0.14229585	0.14229797	0.14229484
2022-08-26	Slovakia	0.13893932	0.13894144	0.13893832
2022-08-27	Slovakia	0.13666749	0.13666964	0.1366665
2022-08-28	Slovakia	0.1353044	0.13530655	0.1353034
2022-08-29	Slovakia	0.13468383	0.134686	0.13468283
2022-08-30	Slovakia	0.1346507	0.13465288	0.13464972
2022-08-31	Slovakia	0.13506082	0.13506301	0.13505977
2022-09-01	Slovakia	0.13577934	0.13578153	0.13577828
2022-09-02	Slovakia	0.13667965	0.13668184	0.13667853
2022-09-03	Slovakia	0.13764185	0.1376441	0.13764074
2022-09-04	Slovakia	0.13855267	0.13855489	0.13855153
2022-09-05	Slovakia	0.13930558	0.13930781	0.13930441
2022-09-06	Slovakia	0.13980232	0.13980454	0.13980113
2022-09-07	Slovakia	0.13995486	0.13995709	0.13995364
2022-09-08	Slovakia	0.13968793	0.13969015	0.13968669
2022-09-09	Slovakia	0.13894148	0.13894369	0.13894024
2022-09-10	Slovakia	0.13767321	0.13767539	0.13767193
2022-09-11	Slovakia	0.13586076	0.13586292	0.13585949
2022-09-12	Slovakia	0.13350528	0.13350745	0.13350405
2022-09-13	Slovakia	0.13062376	0.13062592	0.13062252
2022-09-14	Slovakia	0.12724942	0.1272515	0.12724818
2022-09-15	Slovakia	0.12343547	0.12343751	0.12343427
2022-09-16	Slovakia	0.11925119	0.11925319	0.119250014
2022-09-17	Slovakia	0.114777036	0.114778996	0.114775896
2022-09-18	Slovakia	0.11010037	0.11010228	0.11009926
2022-09-19	Slovakia	0.105311416	0.105313286	0.10531035
2022-09-20	Slovakia	0.10049942	0.10050124	0.10049838
2022-09-21	Slovakia	0.095749095	0.09575085	0.09574808
2022-09-22	Slovakia	0.09113765	0.09113934	0.091136664
2022-09-23	Slovakia	0.08673246	0.086734094	0.0867315
2022-09-24	Slovakia	0.082589425	0.08259103	0.08258849
2022-09-25	Slovakia	0.07875199	0.078753546	0.07875109
2022-09-26	Slovakia	0.07525088	0.07525239	0.07525001
2022-09-27	Slovakia	0.07210437	0.07210584	0.072103515
2022-09-28	Slovakia	0.069318935	0.06932038	0.06931809
2022-09-29	Slovakia	0.06689047	0.066891894	0.06688964
2022-09-30	Slovakia	0.06480549	0.06480691	0.06480468
2022-10-01	Slovakia	0.0630427	0.063044086	0.06304188
2022-10-02	Slovakia	0.061574396	0.061575763	0.061573595
2022-10-03	Slovakia	0.060368065	0.06036942	0.06036727
2022-10-04	Slovakia	0.05938776	0.0593891	0.059386976
2022-10-05	Slovakia	0.05859545	0.058596786	0.058594674
2022-10-06	Slovakia	0.05795225	0.057953574	0.05795148
2022-10-07	Slovakia	0.057419524	0.05742084	0.05741874
2022-10-08	Slovakia	0.056959853	0.05696117	0.056959074
2022-10-09	Slovakia	0.056537915	0.056539234	0.056537133
2022-10-10	Slovakia	0.056121185	0.05612252	0.056120418
2022-10-11	Slovakia	0.055680607	0.05568194	0.055679843
2022-10-12	Slovakia	0.055191025	0.055192363	0.055190247
2022-10-13	Slovakia	0.05463162	0.05463295	0.054630846
2022-10-14	Slovakia	0.053986102	0.053987425	0.053985327
2022-10-15	Slovakia	0.05324289	0.053244203	0.053242113
2022-10-16	Slovakia	0.05239508	0.05239638	0.052394304
2022-10-17	Slovakia	0.051440317	0.0514416	0.051439542
2022-10-18	Slovakia	0.050380528	0.050381787	0.05037976
2022-10-19	Slovakia	0.049221575	0.04922281	0.04922082
2022-10-20	Slovakia	0.04797277	0.04797397	0.047972027
2022-10-21	Slovakia	0.046646334	0.04664751	0.046645608
2022-10-22	Slovakia	0.045256797	0.04525795	0.045256082
2022-10-23	Slovakia	0.04382033	0.043821454	0.043819632
2022-10-24	Slovakia	0.0423541	0.042355195	0.042353425
2022-10-25	Slovakia	0.040875662	0.04087672	0.04087499
2022-10-26	Slovakia	0.039402276	0.039403304	0.03940162
2022-10-27	Slovakia	0.037950423	0.037951425	0.037949786
2022-10-28	Slovakia	0.036535304	0.036536276	0.03653468
2022-10-29	Slovakia	0.03517041	0.035171356	0.035169795
2022-10-30	Slovakia	0.033867244	0.033868164	0.03386665
2022-10-31	Slovakia	0.032635115	0.03263601	0.032634534
2022-11-01	Slovakia	0.03148098	0.03148184	0.031480413
2022-11-02	Slovakia	0.03040942	0.030410266	0.03040886
2022-11-03	Slovakia	0.0294227	0.029423531	0.029422157
2022-11-04	Slovakia	0.028520878	0.02852169	0.028520338
2022-11-05	Slovakia	0.027701972	0.027702764	0.02770144
2022-11-06	Slovakia	0.02696218	0.026962958	0.026961658
2022-11-07	Slovakia	0.026296165	0.026296929	0.026295647
2022-11-08	Slovakia	0.025697302	0.02569805	0.025696788
2022-11-09	Slovakia	0.025158007	0.025158744	0.025157496
2022-11-10	Slovakia	0.024670027	0.024670755	0.02466952
2022-11-11	Slovakia	0.024224725	0.024225445	0.024224222
2022-11-12	Slovakia	0.023813365	0.023814078	0.023812868
2022-11-13	Slovakia	0.023427378	0.023428082	0.02342688
2022-11-14	Slovakia	0.02305858	0.023059277	0.023058083
2022-11-15	Slovakia	0.022699378	0.022700068	0.022698887
2022-11-16	Slovakia	0.022342946	0.02234363	0.02234246
2022-11-17	Slovakia	0.021983353	0.02198403	0.021982864
2022-11-18	Slovakia	0.021615647	0.021616308	0.021615159
2022-11-19	Slovakia	0.021235915	0.021236569	0.021235434
2022-11-20	Slovakia	0.02084133	0.020841975	0.020840855
2022-11-21	Slovakia	0.020430125	0.020430759	0.020429652
2022-11-22	Slovakia	0.020001536	0.020002162	0.020001069
2022-11-23	Slovakia	0.019555768	0.019556386	0.01955531
2022-11-24	Slovakia	0.019093882	0.019094488	0.01909343
2022-11-25	Slovakia	0.018617693	0.018618282	0.01861725
2022-11-26	Slovakia	0.01812964	0.018130219	0.018129203
2022-11-27	Slovakia	0.01763266	0.017633222	0.017632231
2022-11-28	Slovakia	0.01713005	0.017130602	0.01712963
2022-11-29	Slovakia	0.016625332	0.016625868	0.016624918
2022-11-30	Slovakia	0.0161221	0.016122624	0.016121695
2022-12-01	Slovakia	0.015623928	0.0156244375	0.01562353
2022-12-02	Slovakia	0.0151342265	0.015134724	0.015133838
2022-12-03	Slovakia	0.01465616	0.014656643	0.01465578
2022-12-04	Slovakia	0.014192554	0.0141930245	0.014192179
2022-12-05	Slovakia	0.013745832	0.0137462905	0.0137454625
2022-12-06	Slovakia	0.013317969	0.013318416	0.0133176055
2022-12-07	Slovakia	0.012910457	0.012910893	0.012910102
2022-12-08	Slovakia	0.0125243	0.012524723	0.012523948
2022-12-09	Slovakia	0.012160001	0.012160413	0.012159655
2022-12-10	Slovakia	0.011817599	0.011818005	0.011817259
2022-12-11	Slovakia	0.011496695	0.011497091	0.011496358
2022-12-12	Slovakia	0.011196481	0.011196869	0.011196151
2022-12-13	Slovakia	0.01091582	0.0109162	0.010915494
2022-12-14	Slovakia	0.010653274	0.0106536485	0.010652953
2022-12-15	Slovakia	0.010407187	0.010407554	0.010406869
2022-12-16	Slovakia	0.010175737	0.010176096	0.010175419
2022-12-17	Slovakia	0.009957001	0.009957355	0.009956689
2022-12-18	Slovakia	0.009749029	0.009749375	0.009748718
2022-12-19	Slovakia	0.009549884	0.009550224	0.009549575
2022-12-20	Slovakia	0.009357702	0.009358036	0.009357395
2022-12-21	Slovakia	0.009170744	0.009171073	0.009170439
2022-12-22	Slovakia	0.008987427	0.008987749	0.008987125
2022-12-23	Slovakia	0.008806355	0.008806674	0.008806057
2022-12-24	Slovakia	0.008626348	0.008626661	0.008626052
2022-12-25	Slovakia	0.008446448	0.008446756	0.008446154
2022-12-26	Slovakia	0.008265932	0.008266235	0.008265643
2022-12-27	Slovakia	0.00808431	0.008084607	0.008084023
2022-12-28	Slovakia	0.007901315	0.007901606	0.007901031
2022-12-29	Slovakia	0.0077168886	0.007717177	0.0077166087
2022-12-30	Slovakia	0.0075311693	0.0075314525	0.007530893
2022-12-31	Slovakia	0.00734446	0.0073447395	0.007344188
2023-01-01	Slovakia	0.0071572075	0.007157481	0.00715694
2023-01-02	Slovakia	0.006969968	0.006970234	0.0069697048
2023-01-03	Slovakia	0.0067833858	0.006783646	0.006783127
2023-01-04	Slovakia	0.0065981573	0.0065984116	0.0065979017
2023-01-05	Slovakia	0.006415005	0.006415251	0.006414752
