date	location	median_R	R_upper_80	R_lower_80
2022-11-09	Austria	0.13182451	0.13182457	0.13182443
2022-11-10	Austria	0.13048978	0.13048984	0.1304897
2022-11-11	Austria	0.12919462	0.12919468	0.12919453
2022-11-12	Austria	0.1279379	0.12793796	0.12793781
2022-11-13	Austria	0.12671874	0.12671879	0.12671867
2022-11-14	Austria	0.12553604	0.12553607	0.12553595
2022-11-15	Austria	0.12438894	0.12438897	0.12438885
2022-11-16	Austria	0.12327646	0.12327651	0.1232764
2022-11-17	Austria	0.12219781	0.12219784	0.12219774
2022-11-18	Austria	0.12115207	0.12115213	0.12115201
2022-11-19	Austria	0.12013849	0.12013852	0.12013844
2022-11-20	Austria	0.1191562	0.11915626	0.119156145
2022-11-21	Austria	0.118204564	0.11820459	0.11820451
2022-11-22	Austria	0.1172827	0.11728276	0.11728267
2022-11-23	Austria	0.11639005	0.116390094	0.11639001
2022-11-24	Austria	0.11552584	0.115525864	0.11552578
2022-11-25	Austria	0.11468938	0.11468941	0.11468933
2022-11-26	Austria	0.113880135	0.11388016	0.113880105
2022-11-27	Austria	0.11309744	0.11309746	0.113097414
2022-11-28	Austria	0.11234071	0.11234073	0.11234068
2022-11-29	Austria	0.11160935	0.11160935	0.111609295
2022-11-30	Austria	0.110902846	0.11090287	0.110902816
2022-12-01	Austria	0.11022068	0.1102207	0.11022065
2022-12-02	Austria	0.10956227	0.10956229	0.10956224
2022-12-03	Austria	0.10892719	0.10892722	0.10892717
2022-12-04	Austria	0.108314954	0.108314954	0.10831493
2022-12-05	Austria	0.10772504	0.10772506	0.10772503
2022-12-06	Austria	0.10715708	0.10715711	0.10715705
2022-12-07	Austria	0.106610596	0.106610626	0.10661059
2022-12-08	Austria	0.10608524	0.10608526	0.10608521
2022-12-09	Austria	0.10558051	0.10558054	0.10558051
2022-12-10	Austria	0.10509613	0.10509615	0.10509613
2022-12-11	Austria	0.10463168	0.10463168	0.10463165
2022-12-12	Austria	0.104186736	0.104186736	0.10418671
2022-12-13	Austria	0.10376108	0.10376108	0.103761055
2022-12-14	Austria	0.10335429	0.10335431	0.10335429
2022-12-15	Austria	0.1029661	0.1029661	0.10296607
2022-12-16	Austria	0.10259617	0.10259617	0.10259615
2022-12-17	Austria	0.1022442	0.1022442	0.1022442
2022-12-18	Austria	0.10190993	0.10190993	0.101909906
2022-12-19	Austria	0.101593055	0.101593055	0.101593055
2022-12-20	Austria	0.10129332	0.10129332	0.10129332
2022-12-21	Austria	0.1010105	0.1010105	0.10101048
2022-12-22	Austria	0.100744285	0.100744285	0.100744285
2022-12-23	Austria	0.10049453	0.10049453	0.10049453
2022-12-24	Austria	0.10026093	0.10026093	0.100260906
2022-12-25	Austria	0.100043304	0.100043304	0.10004328
2022-12-26	Austria	0.09984143	0.09984143	0.09984143
2022-12-27	Austria	0.09965512	0.09965512	0.09965512
2022-12-28	Austria	0.09948415	0.09948416	0.09948415
2022-12-29	Austria	0.09932835	0.09932837	0.09932835
2022-12-30	Austria	0.09918759	0.09918759	0.09918759
2022-12-31	Austria	0.09906162	0.09906162	0.09906162
2023-01-01	Austria	0.098950356	0.098950356	0.098950356
2023-01-02	Austria	0.09885358	0.09885358	0.09885358
2023-01-03	Austria	0.09877117	0.09877117	0.09877117
2023-01-04	Austria	0.098702975	0.098702975	0.098702975
2023-01-05	Austria	0.09864889	0.09864889	0.09864889
2023-01-06	Austria	0.09860875	0.09860875	0.09860875
2023-01-07	Austria	0.09858242	0.09858242	0.09858242
2023-01-08	Austria	0.098569825	0.098569825	0.098569825
2023-01-09	Austria	0.09857083	0.09857083	0.09857083
2023-01-10	Austria	0.09858531	0.09858531	0.09858531
2023-01-11	Austria	0.09861324	0.09861324	0.09861323
2023-01-12	Austria	0.098654434	0.098654434	0.098654434
2023-01-13	Austria	0.09870885	0.09870885	0.09870885
2023-01-14	Austria	0.0987764	0.0987764	0.0987764
2023-01-15	Austria	0.098857	0.098857	0.098857
2023-01-16	Austria	0.098950565	0.098950565	0.098950565
2023-01-17	Austria	0.09905704	0.09905704	0.09905704
2023-01-18	Austria	0.09917636	0.09917636	0.09917636
2023-01-19	Austria	0.09930843	0.09930843	0.09930843
2023-01-20	Austria	0.099453256	0.099453256	0.099453256
2023-01-21	Austria	0.09961075	0.09961076	0.09961075
2023-01-22	Austria	0.09978087	0.09978087	0.09978087
2023-01-23	Austria	0.099963546	0.099963546	0.099963546
2023-01-24	Austria	0.100158766	0.100158766	0.100158766
2023-01-25	Austria	0.100366496	0.100366496	0.1003665
2023-01-26	Austria	0.1005867	0.1005867	0.1005867
2022-05-19	Belgium	0.5819751	0.5819751	0.5819751
2022-05-20	Belgium	0.65962195	0.65962195	0.65962195
2022-05-21	Belgium	0.7446275	0.7446275	0.7446275
2022-05-22	Belgium	0.8372512	0.8372512	0.8372512
2022-05-23	Belgium	0.93770134	0.93770134	0.93770134
2022-05-24	Belgium	1.0461283	1.0461283	1.0461283
2022-05-25	Belgium	1.1626161	1.1626161	1.1626161
2022-05-26	Belgium	1.2871767	1.2871767	1.2871767
2022-05-27	Belgium	1.4197435	1.4197435	1.4197435
2022-05-28	Belgium	1.5601665	1.5601665	1.5601666
2022-05-29	Belgium	1.708208	1.7082078	1.708208
2022-05-30	Belgium	1.86354	1.86354	1.86354
2022-05-31	Belgium	2.025743	2.025743	2.025743
2022-06-01	Belgium	2.1943052	2.1943052	2.1943052
2022-06-02	Belgium	2.368624	2.368624	2.368624
2022-06-03	Belgium	2.548011	2.5480113	2.548011
2022-06-04	Belgium	2.7316916	2.7316916	2.7316916
2022-06-05	Belgium	2.9188178	2.9188178	2.9188178
2022-06-06	Belgium	3.108468	3.108468	3.108468
2022-06-07	Belgium	3.299663	3.299663	3.299663
2022-06-08	Belgium	3.49137	3.49137	3.49137
2022-06-09	Belgium	3.682516	3.682516	3.682516
2022-06-10	Belgium	3.8720021	3.8720021	3.8720021
2022-06-11	Belgium	4.0587063	4.0587063	4.0587063
2022-06-12	Belgium	4.2415123	4.2415123	4.2415123
2022-06-13	Belgium	4.419306	4.419306	4.419306
2022-06-14	Belgium	4.590998	4.590998	4.590998
2022-06-15	Belgium	4.755535	4.755535	4.755535
2022-06-16	Belgium	4.9119067	4.9119067	4.9119067
2022-06-17	Belgium	5.0591664	5.0591664	5.0591664
2022-06-18	Belgium	5.1964326	5.1964326	5.1964326
2022-06-19	Belgium	5.3229	5.3229	5.3229
2022-06-20	Belgium	5.4378567	5.4378567	5.4378567
2022-06-21	Belgium	5.540682	5.540682	5.540682
2022-06-22	Belgium	5.6308446	5.6308446	5.6308446
2022-06-23	Belgium	5.707932	5.7079315	5.707932
2022-06-24	Belgium	5.771622	5.771622	5.7716217
2022-06-25	Belgium	5.8217106	5.8217106	5.8217106
2022-06-26	Belgium	5.858094	5.858094	5.858094
2022-06-27	Belgium	5.88077	5.88077	5.88077
2022-06-28	Belgium	5.8898487	5.8898487	5.8898487
2022-06-29	Belgium	5.8855257	5.8855257	5.8855257
2022-06-30	Belgium	5.8680916	5.8680916	5.8680916
2022-07-01	Belgium	5.8379316	5.8379316	5.8379316
2022-07-02	Belgium	5.795493	5.795493	5.795493
2022-07-03	Belgium	5.741307	5.741307	5.741307
2022-07-04	Belgium	5.675966	5.675966	5.675966
2022-07-05	Belgium	5.600107	5.600107	5.600107
2022-07-06	Belgium	5.514429	5.514429	5.514429
2022-07-07	Belgium	5.419651	5.419651	5.419651
2022-07-08	Belgium	5.3165283	5.3165283	5.3165283
2022-07-09	Belgium	5.20584	5.20584	5.20584
2022-07-10	Belgium	5.088365	5.088365	5.088365
2022-07-11	Belgium	4.9648986	4.9648986	4.9648986
2022-07-12	Belgium	4.836223	4.836223	4.836223
2022-07-13	Belgium	4.703115	4.703115	4.703115
2022-07-14	Belgium	4.5663357	4.5663357	4.5663357
2022-07-15	Belgium	4.426619	4.426619	4.426619
2022-07-16	Belgium	4.2846766	4.2846766	4.2846766
2022-07-17	Belgium	4.1411915	4.1411915	4.1411915
2022-07-18	Belgium	3.9968011	3.9968011	3.9968011
2022-07-19	Belgium	3.852124	3.852124	3.852124
2022-07-20	Belgium	3.707721	3.7077208	3.707721
2022-07-21	Belgium	3.5641246	3.5641246	3.5641246
2022-07-22	Belgium	3.4218183	3.4218183	3.4218183
2022-07-23	Belgium	3.281246	3.281246	3.2812457
2022-07-24	Belgium	3.1428053	3.1428053	3.1428053
2022-07-25	Belgium	3.0068579	3.0068579	3.0068579
2022-07-26	Belgium	2.87372	2.87372	2.87372
2022-07-27	Belgium	2.7436674	2.7436674	2.7436674
2022-07-28	Belgium	2.6169357	2.6169357	2.6169357
2022-07-29	Belgium	2.4937282	2.4937282	2.4937282
2022-07-30	Belgium	2.3742094	2.3742094	2.3742094
2022-07-31	Belgium	2.2585094	2.2585094	2.2585094
2022-08-01	Belgium	2.1467307	2.1467307	2.1467307
2022-08-02	Belgium	2.0389442	2.0389442	2.0389442
2022-08-03	Belgium	1.9351946	1.9351946	1.9351946
2022-08-04	Belgium	1.8355002	1.8355002	1.8355002
2022-08-05	Belgium	1.7398624	1.7398624	1.7398624
2022-08-06	Belgium	1.6482582	1.6482582	1.6482582
2022-08-07	Belgium	1.5606475	1.5606475	1.5606475
2022-08-08	Belgium	1.4769742	1.4769742	1.4769742
2022-08-09	Belgium	1.3971694	1.3971694	1.3971694
2022-08-10	Belgium	1.3211527	1.3211527	1.3211527
2022-08-11	Belgium	1.2488308	1.2488308	1.2488308
2022-08-12	Belgium	1.1801062	1.1801062	1.1801062
2022-08-13	Belgium	1.1148696	1.1148696	1.1148696
2022-08-14	Belgium	1.0530094	1.0530094	1.0530094
2022-08-15	Belgium	0.99440974	0.99440974	0.99440974
2022-08-16	Belgium	0.93895	0.93895006	0.93895
2022-08-17	Belgium	0.88650894	0.88650894	0.88650894
2022-08-18	Belgium	0.8369646	0.8369646	0.8369646
2022-08-19	Belgium	0.7901933	0.7901933	0.7901933
2022-08-20	Belgium	0.7460732	0.7460731	0.7460732
2022-08-21	Belgium	0.7044834	0.7044834	0.7044834
2022-08-22	Belgium	0.6653054	0.6653054	0.6653054
2022-08-23	Belgium	0.6284225	0.6284225	0.6284225
2022-08-24	Belgium	0.5937199	0.59371984	0.59371996
2022-08-25	Belgium	0.56108767	0.56108767	0.5610877
2022-08-26	Belgium	0.5304179	0.5304179	0.5304179
2022-08-27	Belgium	0.50160706	0.50160706	0.50160706
2022-08-28	Belgium	0.4745553	0.4745553	0.4745553
2022-08-29	Belgium	0.4491657	0.4491657	0.4491657
2022-08-30	Belgium	0.4253461	0.4253461	0.4253461
2022-08-31	Belgium	0.4030084	0.4030084	0.4030084
2022-09-01	Belgium	0.38206828	0.38206828	0.38206828
2022-09-02	Belgium	0.36244503	0.36244503	0.36244503
2022-09-03	Belgium	0.3440628	0.3440628	0.3440628
2022-09-04	Belgium	0.3268484	0.3268484	0.3268484
2022-09-05	Belgium	0.31073365	0.31073365	0.31073365
2022-09-06	Belgium	0.2956529	0.2956529	0.2956529
2022-09-07	Belgium	0.28154492	0.28154492	0.28154492
2022-09-08	Belgium	0.26835173	0.26835173	0.26835173
2022-09-09	Belgium	0.25601888	0.25601888	0.25601888
2022-09-10	Belgium	0.24449463	0.24449465	0.24449463
2022-09-11	Belgium	0.23373096	0.23373096	0.23373096
2022-09-12	Belgium	0.22368251	0.22368252	0.22368251
2022-09-13	Belgium	0.21430711	0.21430711	0.21430711
2022-09-14	Belgium	0.20556453	0.20556453	0.20556453
2022-09-15	Belgium	0.19741823	0.19741823	0.19741823
2022-09-16	Belgium	0.18983369	0.18983369	0.18983369
2022-09-17	Belgium	0.18277857	0.18277857	0.18277857
2022-09-18	Belgium	0.17622295	0.17622295	0.17622295
2022-09-19	Belgium	0.17013943	0.17013943	0.17013943
2022-09-20	Belgium	0.16450219	0.16450219	0.16450219
2022-09-21	Belgium	0.15928754	0.15928754	0.15928754
2022-09-22	Belgium	0.1544686	0.1544686	0.1544686
2022-09-23	Belgium	0.15001664	0.15001664	0.15001664
2022-09-24	Belgium	0.14590499	0.14590499	0.14590499
2022-09-25	Belgium	0.14210966	0.14210966	0.14210966
2022-09-26	Belgium	0.13860902	0.13860902	0.13860902
2022-09-27	Belgium	0.13538328	0.13538328	0.13538328
2022-09-28	Belgium	0.13241434	0.13241434	0.13241434
2022-09-29	Belgium	0.12968595	0.12968595	0.12968595
2022-09-30	Belgium	0.12718333	0.12718333	0.12718333
2022-10-01	Belgium	0.124892935	0.124892935	0.124892935
2022-10-02	Belgium	0.12280255	0.12280255	0.12280255
2022-10-03	Belgium	0.12090098	0.12090098	0.12090098
2022-10-04	Belgium	0.1191781	0.1191781	0.1191781
2022-10-05	Belgium	0.11762479	0.11762479	0.11762479
2022-10-06	Belgium	0.11623261	0.11623261	0.11623261
2022-10-07	Belgium	0.11499391	0.11499391	0.11499391
2022-10-08	Belgium	0.11390199	0.11390199	0.11390199
2022-10-09	Belgium	0.11295049	0.11295049	0.11295049
2022-10-10	Belgium	0.11213388	0.11213388	0.11213388
2022-10-11	Belgium	0.111447066	0.111447066	0.111447066
2022-10-12	Belgium	0.1108855	0.1108855	0.1108855
2022-10-13	Belgium	0.11044509	0.11044511	0.11044508
2022-10-14	Belgium	0.110122204	0.110122204	0.110122204
2022-10-15	Belgium	0.109913595	0.109913595	0.109913595
2022-10-16	Belgium	0.10981647	0.10981647	0.10981647
2022-10-17	Belgium	0.10982825	0.10982828	0.10982825
2022-10-18	Belgium	0.10994675	0.10994675	0.10994675
2022-10-19	Belgium	0.110170186	0.110170186	0.110170186
2022-10-20	Belgium	0.11049684	0.11049687	0.11049684
2022-10-21	Belgium	0.11092551	0.11092551	0.11092551
2022-10-22	Belgium	0.11145507	0.11145509	0.11145507
2022-10-23	Belgium	0.1120847	0.11208473	0.1120847
2022-10-24	Belgium	0.11281385	0.11281385	0.11281385
2022-10-25	Belgium	0.11364205	0.11364208	0.11364205
2022-10-26	Belgium	0.11456916	0.11456916	0.11456916
2022-10-27	Belgium	0.1155951	0.11559513	0.1155951
2022-10-28	Belgium	0.11672009	0.11672011	0.116720095
2022-10-29	Belgium	0.11794451	0.11794453	0.11794451
2022-10-30	Belgium	0.11926869	0.11926872	0.11926869
2022-10-31	Belgium	0.120693415	0.120693445	0.120693415
2022-11-01	Belgium	0.12221942	0.12221944	0.12221941
2022-11-02	Belgium	0.12384752	0.12384758	0.12384752
2022-11-03	Belgium	0.12557891	0.12557894	0.12557891
2022-11-04	Belgium	0.1274146	0.12741463	0.1274146
2022-11-05	Belgium	0.12935588	0.12935594	0.12935588
2022-11-06	Belgium	0.13140409	0.13140415	0.13140409
2022-11-07	Belgium	0.13356069	0.13356072	0.13356069
2022-11-08	Belgium	0.13582715	0.13582723	0.13582715
2022-11-09	Belgium	0.13820519	0.13820526	0.13820519
2022-11-10	Belgium	0.14069627	0.14069633	0.14069627
2022-11-11	Belgium	0.14330223	0.14330232	0.14330223
2022-11-12	Belgium	0.14602484	0.14602491	0.14602484
2022-11-13	Belgium	0.14886574	0.14886583	0.14886574
2022-11-14	Belgium	0.15182698	0.15182707	0.15182698
2022-11-15	Belgium	0.15491024	0.15491033	0.15491024
2022-11-16	Belgium	0.1581173	0.15811738	0.1581173
2022-11-17	Belgium	0.16145018	0.1614503	0.16145018
2022-11-18	Belgium	0.16491055	0.16491067	0.16491055
2022-11-19	Belgium	0.16850016	0.16850027	0.16850016
2022-11-20	Belgium	0.17222086	0.17222099	0.17222086
2022-11-21	Belgium	0.17607416	0.17607433	0.17607416
2022-11-22	Belgium	0.18006179	0.18006194	0.18006179
2022-11-23	Belgium	0.18418509	0.18418527	0.18418509
2022-11-24	Belgium	0.18844551	0.18844569	0.18844551
2022-11-25	Belgium	0.19284429	0.1928445	0.19284429
2022-11-26	Belgium	0.19738251	0.19738272	0.19738251
2022-11-27	Belgium	0.20206112	0.20206136	0.20206112
2022-11-28	Belgium	0.20688081	0.20688105	0.20688081
2022-11-29	Belgium	0.2118421	0.21184237	0.2118421
2022-11-30	Belgium	0.21694541	0.2169457	0.21694541
2022-12-01	Belgium	0.22219059	0.2221909	0.22219059
2022-12-02	Belgium	0.22757751	0.22757784	0.22757751
2022-12-03	Belgium	0.23310566	0.233106	0.23310566
2022-12-04	Belgium	0.23877412	0.23877446	0.23877412
2022-12-05	Belgium	0.24458161	0.244582	0.24458161
2022-12-06	Belgium	0.25052667	0.25052708	0.25052667
2022-12-07	Belgium	0.25660712	0.25660753	0.25660712
2022-12-08	Belgium	0.26282063	0.2628211	0.26282063
2022-12-09	Belgium	0.26916435	0.26916483	0.26916435
2022-12-10	Belgium	0.27563483	0.27563533	0.27563483
2022-12-11	Belgium	0.2822282	0.28222877	0.2822282
2022-12-12	Belgium	0.28894	0.28894064	0.28894
2022-12-13	Belgium	0.2957654	0.29576603	0.2957654
2022-12-14	Belgium	0.30269867	0.30269933	0.30269867
2022-12-15	Belgium	0.30973366	0.30973437	0.30973366
2022-12-16	Belgium	0.3168637	0.31686443	0.3168637
2022-12-17	Belgium	0.32408112	0.32408193	0.32408112
2022-12-18	Belgium	0.33137792	0.33137876	0.33137792
2022-12-19	Belgium	0.33874536	0.33874625	0.33874536
2022-12-20	Belgium	0.34617364	0.3461746	0.34617364
2022-12-21	Belgium	0.35365286	0.35365388	0.35365286
2022-12-22	Belgium	0.36117184	0.36117288	0.36117184
2022-12-23	Belgium	0.36871892	0.36872005	0.36871892
2022-12-24	Belgium	0.37628168	0.37628287	0.37628168
2022-12-25	Belgium	0.38384697	0.3838482	0.38384697
2022-12-26	Belgium	0.39140084	0.3914021	0.39140084
2022-12-27	Belgium	0.39892873	0.39893007	0.39892873
2022-12-28	Belgium	0.40641522	0.40641665	0.40641522
2022-12-29	Belgium	0.41384435	0.41384587	0.41384435
2022-12-30	Belgium	0.42119944	0.421201	0.42119944
2022-12-31	Belgium	0.42846307	0.4284647	0.42846307
2023-01-01	Belgium	0.43561742	0.43561912	0.43561742
2023-01-02	Belgium	0.44264385	0.44264564	0.44264385
2023-01-03	Belgium	0.44952342	0.4495253	0.44952342
2023-01-04	Belgium	0.4562367	0.45623866	0.4562367
2023-01-05	Belgium	0.46276367	0.4627657	0.46276367
