	accession	date	region_coarse	country	strain
153	ON619838	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_4
154	ON808415	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1c
155	OP382484	2022-07-06	Western Europe	France	hMPXV-IHU00007
156	OP605566	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-24-2022
157	ON619836	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_2
158	OP415259	2022-08-01	Western Europe	United Kingdom	MPX_VghSe2_9000318
159	ON929078	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI123
160	OP536697	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-036
161	OP205096	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000108
162	OX336004	2022-08-26	Central Europe	Slovakia	RNA_qepqr7
163	OP414300	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0259/2022
164	OP324540	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0232/2022
165	OP748946	2022-10-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00260/2022
166	OP605554	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-11-2022
167	OP752120	2022-07-01	North America	USA	MPXV_USA_2022_TN0007
168	OP555521	2022-08-02	Southern Europe	Portugal	Monkeypox/PT0437/2022
169	OP414339	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0305/2022
170	ON803434	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2886/2022
171	OP920696	2022-11-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00358/2022
172	OP414331	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0297/2022
173	OP743969	2022-09-30	North America	USA	MpxV/human/USA/WA-UW-099881/2022
174	OP215281	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI262
175	OP920692	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00354/2022
176	ON736420	2022-05-31	North America	Canada	MPX/2022/Canada/AB1
177	OP524002	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI401
178	OP382494	2022-07-22	Western Europe	France	hMPXV-IHU00017
179	OP324512	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0201/2022
180	ON880518	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3486/2022
181	ON622713	2022-05-22	Western Europe	Belgium	MPX/UZ_REGA_2/Belgium/2022
182	ON959155	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI138
183	OP245333	2022-07-26	Southern Europe	Portugal	MPX/PT0080/2022
184	OP062233	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-3913/2022
185	OP820454	2022-09-07	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10005/2022
186	ON880509	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3137/2022
187	OP689658	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI505
188	OP580603	2022-09-20	North America	USA	hMPX/USA/CA-LACPHL-MA00170/2022
189	OP523992	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI390
190	ON780016	2022-05-19	Southern Europe	Italy	INMI-Pt3
191	OP539921	2022-08-08	North America	USA	MPX/Human/USA/CA-LACPHL-MA00136/2022
192	OP324491	2022-07-01	Southern Europe	Portugal	Monkeypox/PT0176/2022
193	ON843168	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0032/2022
194	OP414325	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0290/2022
195	OP920697	2022-11-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00359/2022
196	OP414378	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0349/2022
197	OP205068	2022-06-05	Western Europe	United Kingdom	MPXV_UK_2022_9000062
198	OP555539	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0458/2022
199	OP303784	2022-06-01	North America	USA	MPXV_USA_2022_IL0034
200	OP185715	2022-05-01	North America	USA	MPXV_USA_2022_CO0002
201	ON853657	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI071
202	OP324497	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0182/2022
203	ON880527	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3141/2022
204	OP205124	2022-05-26	Western Europe	United Kingdom	MPXV_UK_2022_9000173
205	ON595760	2022-05-19	Western Europe	Switzerland	MPXV-CH-38134631/2022
206	ON682269	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI07
207	ON843177	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0047/2022
208	ON843173	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0029/2022
209	ON614676	2022-05-18	Southern Europe	Italy	INMI-Pt1
210	OP415268	2022-08-01	Western Europe	United Kingdom	MPX_Qjmiyl_9000330
211	OP245361	2022-07-12	Southern Europe	Portugal	MPX/PT0128/2022
212	OP555464	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0367/2022
213	OP324542	2022-06-20	Southern Europe	Portugal	Monkeypox/PT0234/2022
214	OP414343	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0309/2022
215	OP324475	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0158/2022
216	OP324489	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0174/2022
217	OP120938	2022-06-01	Southern Europe	Spain	MP03CHUAC
218	ON649709	2022-05-18	Southern Europe	Portugal	Monkeypox/PT0028/2022
219	OP743358	2022-05-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200023/2022
220	OP693649	2022-07-29	South America	Colombia	ANT_INS_MPX_0039_L
221	OP715829	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI549
222	OP390197	2022-07-11	Western Europe	United Kingdom	hMpxV/UK/LMO-032a/2022
223	OP451016	2022-06-01	North America	USA	MPXV_USA_2022_CA0043
224	OP536730	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-069
225	OP019275	2022-06-10	Western Europe	Austria	hMPXV/Austria/MUW1525179/2022
226	OP062234	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-3921/2022
227	OP597778	2022-06-27	North America	USA	MN-MDH-MPXV_0004
228	OP414370	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0341/2022
229	OP414382	2022-05-22	Southern Europe	Portugal	Monkeypox/PT0355/2022
230	OP414371	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0342/2022
231	OP605565	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-23-2022
232	OP539906	2022-09-12	North America	USA	MPX/Human/USA/CA-LACPHL-MA00121/2022
233	OP257247	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088432/2022
234	ON959165	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI151
235	ON803438	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2897/2022
236	ON803430	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2874/2022
237	ON843167	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0036/2022
238	OP257266	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083179/2022
239	ON843172	2022-05-27	Southern Europe	Portugal	Monkeypox/PT0035/2022
240	ON843178	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0040/2022
241	ON676703	2022-05-01	North America	USA	MPXV_USA_2022_CA001
242	ON880546	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3368/2022
243	ON959131	2022-05-01	North America	USA	MPXV_USA_2022_IL001
244	ON682267	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI010
245	ON959160	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI146
246	OP205107	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000144
247	ON649722	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0022/2022
248	ON649718	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0018/2022
249	ON929072	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI114
250	ON880420	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_4/Belgium/2022
251	ON813252	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI052
252	ON694336	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI024
253	ON649724	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0014/2022
254	ON808414	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1b
255	ON803429	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2873/2022
256	OP205069	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000063
257	OP205117	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000159
258	OP205139	2022-05-25	Western Europe	United Kingdom	MPXV_UK_2022_9000090
259	ON808417	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1e
260	OP205114	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_9000152
261	ON631241	2022-05-24	Central Europe	Slovenia	2022/2 SLO
262	OP415233	2022-08-01	Western Europe	United Kingdom	MPX_qQzToC_9000264
263	ON649723	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0013/2022
264	ON880422	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_6/Belgium/2022
265	ON929091	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI136
266	ON880526	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3100/2022
267	ON880421	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_5/Belgium/2022
268	OP382482	2022-07-04	Western Europe	France	hMPXV-IHU00005
269	OP523981	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI379
270	OP523987	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI385
271	OP415195	2022-03-28	Western Europe	United Kingdom	MPX_96X1Vd_9000217
272	OP580154	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000006/2022
273	ON929071	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI113
274	OP123043	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-077836/2022
275	OP018597	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI172
276	ON880419	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_3/Belgium/2022
277	ON803424	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2852/2022
278	ON983162	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3531/2022
279	ON929070	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI112
280	OP018594	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI168
281	OP205085	2022-06-07	Western Europe	United Kingdom	MPXV_UK_2022_9000096
282	ON880539	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3339/2022
283	ON755040	2022-05-20	Western Europe	France	MPXV_IRBA22-14
284	OP123044	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071246/2022
285	OP523988	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI386
286	OP382480	2022-07-04	Western Europe	France	hMPXV-IHU00003
287	ON563414	2022-05-01	North America	USA	MPXV_USA_2022_MA001
288	ON880541	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3344/2022
289	OP605561	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-19-2022
290	OP536727	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-066
291	OQ121030	2022-07-11	North America	USA	hMpxV/USA/CA-CDPH-1000076/2022
292	OP764615	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI557
293	OP414302	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0262/2022
294	OP382491	2022-07-22	Western Europe	France	hMPXV-IHU00014
295	OP414342	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0308/2022
296	ON954773	2022-05-16	North America	USA	MPXV_USA_2022_CA002
297	OP555626	2022-08-29	Southern Europe	Portugal	Monkeypox/PT0555/2022
298	ON755245	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI039
299	OP605569	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-27-2022
300	OP837338	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI576
301	OP055806	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-079141/2022
302	OQ159034	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI639
303	ON649712	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0025/2022
304	ON959157	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI142
305	OP382478	2022-06-13	Western Europe	France	hMPXV-IHU00001
306	ON622712	2022-05-19	Western Europe	Belgium	MPX/UZ_REGA_1/Belgium/2022
307	OP615332	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI455
308	OP245335	2022-07-22	Southern Europe	Portugal	MPX/PT0084/2022
309	OP205126	2022-06-26	Western Europe	United Kingdom	MPXV_UK_2022_9000177
310	OP680503	2022-10-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00225/2022
311	ON853666	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI084
312	OP605582	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-41-2022
313	OP605573	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-31-2022
314	ON649715	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0017/2022
315	ON644344	2022-05-25	Southern Europe	Italy	MPXV_FVG-ITA_01_2022
316	OP355566	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI306
317	ON880522	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2870/2022
318	ON745225	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-66649483/2022
319	OP890542	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00284/2022
320	OP715825	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI545
321	ON959162	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI148
322	OP920698	2022-11-02	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00360/2022
323	OP205075	2022-06-11	Western Europe	United Kingdom	MPXV_UK_2022_9000069
324	OP588278	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI415
325	ON676705	2022-05-01	North America	USA	MPXV_USA_2022_UT001
326	OP382483	2022-07-04	Western Europe	France	hMPXV-IHU00006
327	ON803421	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2849/2022
328	OP414334	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0300/2022
329	ON843163	2022-05-13	Southern Europe	Portugal	Monkeypox/PT0048/2022
330	OP451014	2022-06-01	North America	USA	MPXV_USA_2022_CA0056
331	OP022171	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_6
332	ON880521	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2858/2022
333	OP245316	2022-08-01	Southern Europe	Portugal	MPX/PT0062/2022
334	OP422343	2022-08-08	Western Europe	Austria	hMPXV/Austria/MUW1540386/2022
335	OP422340	2022-07-13	Western Europe	Austria	hMPXV/Austria/MUW1533948/2022
336	OQ159038	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI643
337	OP484686	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI365
338	OP013011	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3611/2022
339	OP013004	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3518/2022
340	OP555469	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0373/2022
341	OP324474	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0157/2022
342	OQ148465	2022-09-14	South America	Colombia	LBMB-UTP_MP-007_TOL
343	OQ148466	2022-09-13	South America	Colombia	LBMB-UTP_MP-009_TOL
344	OP628470	2022-08-12	North America	USA	MpxV/human/USA/WA-UW-086652/2022
345	OP257265	2022-08-08	North America	USA	MpxV/human/USA/WA-UW-089183/2022
346	OP414284	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0240/2022
347	OP324460	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0139/2022
348	OP555647	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0576/2022
