	accession	date	region_coarse	country	strain
349	OP555634	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0563/2022
350	ON682266	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI09
351	ON682268	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI08
352	OP626138	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI499
353	OP615327	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI450
354	OP752119	2022-08-04	North America	USA	MPXV_USA_2022_TN0006
355	OP531887	2022-08-03	North America	USA	B1118307
356	ON880544	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3363/2022
357	ON880517	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3476/2022
358	OP414367	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0338/2022
359	OP414347	2022-06-05	Southern Europe	Portugal	Monkeypox/PT0314/2022
360	OP062232	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3909/2022
361	OP013016	2022-06-13	North America	Canada	MpxV/human/CAN/UN-NML-3678/2022
362	OP743992	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-096711/2022
363	ON755241	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI035
364	OP920689	2022-10-11	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00351/2022
365	ON843174	2022-05-30	Southern Europe	Portugal	Monkeypox/PT0046/2022
366	OP324472	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0155/2022
367	OP215270	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI255
368	OP555548	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0469/2022
369	OP133007	2022-07-22	Western Europe	Austria	hMPXV/Austria/MUW1536480/2022
370	OQ330982	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00377/2022
371	OP920685	2022-10-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00347/2022
372	OP555658	2022-09-13	Southern Europe	Portugal	Monkeypox/PT0591/2022
373	OP245311	2022-07-28	Southern Europe	Portugal	MPX/PT0055/2022
374	OP837354	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI592
375	OP764629	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI571
376	OQ054245	2022-09-01	North America	USA	MPXV_USA_2022_CA0030
377	OP920679	2022-10-19	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00341/2022
378	OP205123	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000167
379	ON755243	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI037
380	OP594190	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/RKI426
381	OP594188	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/RKI424
382	OP324481	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0164/2022
383	OP245350	2022-07-14	Southern Europe	Portugal	MPX/PT0117/2022
384	OX291424	2022-07-25	Central Europe	Slovakia	RNA_2ivwg0
385	OX291435	2022-07-25	Central Europe	Slovakia	RNA_3rno9i
386	OP133005	2022-07-05	Western Europe	Austria	hMPXV/Austria/MUW1531848/2022
387	OP133004	2022-07-11	Western Europe	Austria	hMPXV/Austria/MUW1533374/2022
388	OQ330992	2022-10-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00385/2022
389	OP536739	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-078
390	OX297403	2022-08-09	Central Europe	Slovakia	RNA_4cmnyo
391	OX261749	2022-07-20	Central Europe	Slovakia	RNA_3jld8y
392	OP205102	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000137
393	OP324453	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0129/2022
394	ON694335	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI018
395	OP920691	2022-10-12	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00353/2022
396	OP680496	2022-10-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022
397	OP820452	2022-08-06	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022
398	OP451005	2022-07-10	North America	USA	MPXV_USA_2022_LA0001
399	OX291694	2022-08-01	Central Europe	Slovakia	RNA_6lcrvj
400	OX336038	2022-08-31	Central Europe	Slovakia	RNA_6almjl
401	OQ159042	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI647
402	OP215271	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI269
403	OP215260	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI236
404	OP373388	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI330
405	OP415280	2022-08-01	Western Europe	United Kingdom	MPX_3LjZEY_9000355
406	OP205129	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000184
407	OP524010	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI408
408	OP689663	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI510
409	OP615339	2022-09-23	Western Europe	Germany	MPXV/Germany/2022/ON/RKI462
410	OP615325	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI449
411	OX291780	2022-07-25	Central Europe	Slovakia	RNA_72ny65
412	OX291676	2022-08-01	Central Europe	Slovakia	RNA_qbw60k
413	OP022170	2022-05-16	Western Europe	United Kingdom	MPXV_UK_2022_5
414	OP415266	2022-08-01	Western Europe	United Kingdom	MPX_ElGfGw_9000328
415	OP205105	2022-06-15	Western Europe	United Kingdom	MPXV_UK_2022_9000142
416	ON927243	2022-06-21	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6642566/2022
417	OP215283	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI264
418	ON568298	2022-05-19	Western Europe	Germany	MPXV-BY-IMB25241
419	OP587259	2022-08-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000037/2022
420	OP013007	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3549/2022
421	ON880536	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3272/2022
422	OP324500	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0186/2022
423	OP555497	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0401/2022
424	OP555478	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0382/2022
425	OP415211	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000237
426	OP415210	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000236
427	OP215251	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI221
428	OP263627	2022-08-07	Western Europe	Germany	MPXV/Germany/2022/RKI272
429	OP484685	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI364
430	OP215263	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI239
431	OP539887	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00102/2022
432	OP580587	2022-08-05	North America	USA	hMPX/USA/CA-LACPHL-MA00154/2022
433	OP539894	2022-08-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00109/2022
434	OP390190	2022-06-21	Western Europe	United Kingdom	hMpxV/UK/LMO-012a/2022
435	OP555646	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0575/2022
436	OP555637	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0566/2022
437	OP555642	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0571/2022
438	OP555636	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0565/2022
439	OP324490	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0175/2022
440	OP324466	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0149/2022
441	OP414309	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0269/2022
442	OP245356	2022-07-13	Southern Europe	Portugal	MPX/PT0123/2022
443	OP837473	2022-10-25	South America	Colombia	VAC_INS_MPX_1054_L
444	OP603005	2022-07-25	North America	USA	MPXV_USA_2022_SC0003
445	OP879731	2022-08-17	North America	USA	NJ-MPXV-011
446	OP598104	2022-09-13	North America	USA	MPXV/Human/USA/MA-USAFSAM-M0002/2022
447	OP144217	2022-06-02	Western Europe	Belgium	MPXV/ITM_pt_09/Belgium/2-Jun-2022
448	OP144213	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_24/Belgium/16-Jun-2022
449	OP144216	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_07/Belgium/30-May-2022
450	OP144211	2022-06-01	Western Europe	Belgium	MPXV/ITM_pt_10/Belgium/1-Jun-2022
451	OP144215	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_05/Belgium/30-May-2022
452	OP328311	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088258/2022
453	OP605567	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-25-2022
454	OP597779	2022-06-29	North America	USA	MN-MDH-MPXV_0005
455	OQ331003	2022-12-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022
456	OQ330995	2022-12-10	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00388/2022
457	OP494258	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI305
458	OP215266	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI246
459	OP626118	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI480
460	OP837334	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI572
461	OP689679	2022-06-20	Western Europe	Germany	MPXV/Germany/2022/RKI526
462	OQ331004	2022-12-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00393/2022
463	OP890544	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00286/2022
464	OQ121027	2022-11-06	North America	USA	hMpxV/USA/CA-CDPH-1000073/2022
465	OP863229	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000055/2022
466	OP422342	2022-08-02	Western Europe	Austria	hMPXV/Austria/MUW1539124/2022
467	OP422341	2022-08-01	Western Europe	Austria	hMPXV/Austria/MUW1538395/2022
468	OP414376	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0347/2022
469	OP390202	2022-07-17	Western Europe	United Kingdom	hMpxV/UK/LMO-040a/2022
470	OP390203	2022-07-15	Western Europe	United Kingdom	hMpxV/UK/LMO-042a/2022
471	OP390186	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-004a/2022
472	OP555659	2022-09-14	Southern Europe	Portugal	Monkeypox/PT0592/2022
473	OP390196	2022-07-08	Western Europe	United Kingdom	hMpxV/UK/LMO-031a/2022
474	ON853670	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI090
475	OP837344	2022-06-19	Western Europe	Germany	MPXV/Germany/2022/RKI582
476	ON813254	2022-06-19	Western Europe	Germany	MPXV/Germany/2022/RKI057
477	OP215241	2022-08-21	Western Europe	Germany	MPXV/Germany/2022/RKI201
478	OP626120	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI482
479	OP626122	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI484
480	OQ330989	2022-10-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00365/2022
481	OP628451	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083401/2022
482	OP722512	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00253/2022
483	OP819952	2022-10-13	South America	Colombia	VAC_INS_MPX_0958_L
484	OQ148474	2022-11-15	South America	Colombia	LBMB-UTP_MP-025_VAC
485	OP837471	2022-10-25	South America	Colombia	VAC_INS_MPX_1052_E
486	OP819957	2022-10-12	South America	Colombia	VAC_INS_MPX_0965_HL
487	OP205095	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000107
488	ON619837	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_3
489	ON880529	2022-05-28	North America	Canada	MpxV/human/CAN/UN-NML-3153/2022
490	OP013001	2022-05-14	North America	Canada	MpxV/human/CAN/UN-NML-2831/2022
491	OP013002	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3164/2022
492	OP013005	2022-06-06	North America	Canada	MpxV/human/CAN/UN-NML-3519/2022
493	ON803439	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2899/2022
494	OQ159028	2022-11-01	Western Europe	Germany	MPXV/Germany/2022/RKI633
495	OQ331008	2022-12-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00399/2022
496	OP580593	2022-08-10	North America	USA	hMPX/USA/CA-LACPHL-MA00160/2022
497	OQ331006	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00397/2023
498	OQ331005	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00396/2023
499	OQ331007	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00398/2023
500	OP722513	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00254/2022
501	OP536716	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-055
502	OQ330977	2022-10-26	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00370/2022
503	OP881954	2022-07-01	North America	USA	MPXV_USA_2022_VA0009
504	OP378693	2022-06-23	North America	USA	MPXV_USA_2022_DC0009
505	OP303797	2022-06-23	North America	USA	MPXV_USA_2022_VA0003
506	OP615270	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00197/2022
507	OP378710	2022-06-23	North America	USA	MPXV_USA_2022_VA0007
508	OP394229	2022-05-14	Western Europe	United Kingdom	9000220_NCPV_1703
509	OP415240	2022-08-01	Western Europe	United Kingdom	MPX_OSmnPq_9000278
510	OP415213	2022-07-24	Western Europe	United Kingdom	MPX_UbfBKN_9000239
511	OP415257	2022-08-01	Western Europe	United Kingdom	MPX_eunRrC_9000312
512	OP415269	2022-08-01	Western Europe	United Kingdom	MPX_i0Eo3X_9000331
513	OP415212	2022-07-24	Western Europe	United Kingdom	MPX_UbfBKN_9000238
514	OP555535	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0454/2022
515	OP555528	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0447/2022
516	OP555512	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0424/2022
517	OP245327	2022-07-27	Southern Europe	Portugal	MPX/PT0073/2022
518	OP555605	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0534/2022
519	OP555662	2022-09-16	Southern Europe	Portugal	Monkeypox/PT0595/2022
520	OP555645	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0574/2022
521	OP603009	2022-07-31	North America	USA	MPXV_USA_2022_AZ0003
522	OP536662	2022-07-23	North America	USA	MPXV-USA-IL-IDPH-001
523	OP597788	2022-07-17	North America	USA	MN-MDH-MPXV_0014
524	OP536733	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-072
525	OP536734	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-073
526	OP820455	2022-08-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
527	OP390205	2022-07-26	Western Europe	United Kingdom	hMpxV/UK/LMO-046a/2022
528	OP310053	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082670/2022
529	OQ330973	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00394/2022
530	OP920693	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00355/2022
531	OQ330974	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00395/2022
532	OP890525	2022-10-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00321/2022
533	OP920700	2022-10-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00362/2022
534	OP920695	2022-11-08	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00357/2022
535	OQ331002	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00374/2022
536	OQ331001	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00373/2022
537	OP524001	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI399
538	OP415207	2022-07-25	Western Europe	United Kingdom	MPX_BhVKjm_9000233
539	OP415206	2022-07-25	Western Europe	United Kingdom	MPX_BhVKjm_9000232
540	OQ121959	2022-10-18	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10015/2022
541	ON880540	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3342/2022
542	OP879758	2022-07-21	North America	USA	NJ-MPXV-044
543	OP171919	2022-06-25	North America	USA	MPXV22/human/USA-NE-25
544	OP270022	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3972/2022
545	OP390179	2022-08-24	South America	Colombia	BOL-UNIMOL-MPX-293015-L
546	OP382485	2022-07-05	Western Europe	France	hMPXV-IHU00008
547	OP555514	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0427/2022
548	OP555656	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0588/2022
549	OP555580	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0507/2022
550	OP555567	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0492/2022
551	OP555588	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0517/2022
552	OP555554	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0475/2022
553	OP555561	2022-08-10	Southern Europe	Portugal	Monkeypox/PT0483/2022
554	OP555651	2022-09-09	Southern Europe	Portugal	Monkeypox/PT0580/2022
555	OP555638	2022-09-03	Southern Europe	Portugal	Monkeypox/PT0567/2022
556	OP555649	2022-09-12	Southern Europe	Portugal	Monkeypox/PT0578/2022
557	OP555639	2022-09-02	Southern Europe	Portugal	Monkeypox/PT0568/2022
558	OP605584	2022-08-08	Central Europe	Slovenia	Slovenia-MPXV-43-2022
559	OP484680	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI359
560	OP642402	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-24957C
561	OP623590	2022-09-03	South America	Colombia	BOL-UNIMOL-MPX-293130-L
562	OP959066	2022-09-14	South America	Colombia	CES-UNIMOL-MPX-202203848-L
563	OP959067	2022-09-15	South America	Colombia	CES-UNIMOL-MPX-202203853-L
564	OP959065	2022-09-12	South America	Colombia	CES-UNIMOL-MPX-202203820-L
565	OP623589	2022-08-30	South America	Colombia	BOL-UNIMOL-MPX-293064-O
566	OP431400	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22751-L
567	OP837477	2022-09-20	South America	Colombia	DC_INS_MPX_0998_L
568	OP623592	2022-08-09	South America	Colombia	BOL-UNIMOL-MPX-293165-L
569	OQ159055	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI660
570	ON755039	2022-05-19	Western Europe	France	MPXV_IRBA22-11
571	OP838893	2022-06-21	Southern Europe	Italy	ID6821
572	OP382481	2022-07-04	Western Europe	France	hMPXV-IHU00004
573	OP270026	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4017/2022
574	OP382486	2022-07-07	Western Europe	France	hMPXV-IHU00009
575	OQ172215	2022-06-07	Western Europe	France	MPXV-1047
576	OP555643	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0572/2022
577	OP555661	2022-09-15	Southern Europe	Portugal	Monkeypox/PT0594/2022
578	OP693652	2022-08-16	South America	Colombia	DC_INS_MPX_0718_L
579	OP555477	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0381/2022
580	OP414362	2022-05-28	Southern Europe	Portugal	Monkeypox/PT0331/2022
581	OP414345	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0311/2022
582	ON585038	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0008/2022
583	OP414296	2022-06-18	Southern Europe	Portugal	Monkeypox/PT0255/2022
584	ON880538	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3336/2022
585	OP555485	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0389/2022
586	ON649713	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0020/2022
587	OP324538	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0229/2022
588	ON843181	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0045/2022
589	OP555549	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0470/2022
590	OP324525	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0215/2022
591	OP555571	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0497/2022
592	OP555632	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0561/2022
593	OP555607	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0536/2022
594	OP451009	2022-07-01	North America	USA	MPXV_USA_2022_CT0002
595	OP523989	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI387
596	ON694342	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI011
597	ON959135	2022-05-25	North America	USA	MPXV_USA_2022_NY004
598	OQ274887	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI668
599	ON959133	2022-05-19	North America	USA	MPXV_USA_2022_NY002
600	ON694330	2022-05-29	Western Europe	Germany	MPXV/Germany/2022/RKI019
601	OP764616	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI558
602	OP626108	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI470
603	OP837351	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI589
604	OP355572	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI314
605	OP555644	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0573/2022
606	OP555562	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0486/2022
607	OP605553	2022-07-22	Central Europe	Slovenia	Slovenia-MPXV-10-2022
608	OP555575	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0501/2022
609	OP382493	2022-07-22	Western Europe	France	hMPXV-IHU00016
610	OP382492	2022-07-22	Western Europe	France	hMPXV-IHU00015
611	OP819947	2022-10-14	South America	Colombia	CUN_INS_MPX_0951_C
612	OP320554	2022-07-09	South America	Peru	LIM-INS-016
613	OQ261706	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28353C
614	OQ197863	2022-10-22	South America	Colombia	DC_INS_MPX-1122-H
615	OP320552	2022-07-06	South America	Peru	LIM-INS-012
616	OP837476	2022-09-20	South America	Colombia	DC_INS_MPX_0984_L
617	OP693655	2022-09-03	South America	Colombia	CUN_INS_MPX_0748_L
618	OP320549	2022-07-02	South America	Peru	LIM-INS-010
619	OP289783	2022-06-27	South America	Peru	LIM-INS-003
620	OP431402	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22752-O
621	OP320553	2022-07-08	South America	Peru	LIM-INS-013
622	OP320548	2022-07-01	South America	Peru	LIM-INS008
623	OP320555	2022-07-09	South America	Peru	LIM-INS-021
624	OP320550	2022-07-09	South America	Peru	LIM-INS-015
625	OP320551	2022-07-09	South America	Peru	LIM-INS-018
626	OP289782	2022-06-25	South America	Peru	LIM-INS-001
627	OP881939	2022-09-29	South America	Colombia	ANT-LDSP-ANT-MPX-26719E
628	OP642380	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24725-L
629	OP019277	2022-07-04	Western Europe	Austria	hMPXV/Austria/MUW1531254/2022
630	OP555491	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0395/2022
631	OP324457	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0134/2022
632	OP245319	2022-07-27	Southern Europe	Portugal	MPX/PT0065/2022
633	OP013014	2022-06-11	North America	Canada	MpxV/human/CAN/UN-NML-3672/2022
634	OP279046	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4150/2022
635	OP270024	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3976/2022
636	ON880528	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3147/2022
637	ON803420	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2846/2022
638	OP013006	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3542/2022
639	OP013010	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3607/2022
640	OP062231	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-3907/2022
641	ON880549	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3450/2022
642	OP013012	2022-06-10	North America	Canada	MpxV/human/CAN/UN-NML-3657/2022
643	OP270027	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4024/2022
644	OP270025	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4014/2022
645	ON880533	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3257/2022
646	OP270023	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3975/2022
647	OP270021	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3971/2022
648	OP226139	2022-07-11	North America	Canada	MpxV/human/CAN/UN-NML-4050/2022
649	OP642395	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24561-E
650	OP693651	2022-08-23	South America	Colombia	CUN_INS_MPX_0649_C
651	OP693653	2022-08-29	South America	Colombia	DC_INS_MPX_0719_L
652	OP390195	2022-07-07	Western Europe	United Kingdom	hMpxV/UK/LMO-029a/2022
653	OP819959	2022-10-11	South America	Colombia	SAN_INS_MPX_0971_L
654	OP459211	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23596-O
655	OQ197862	2022-10-24	South America	Colombia	DC_INS_MPX-1119-H
656	OQ197861	2022-10-20	South America	Colombia	DC_INS_MPX-1118-H
657	OQ148473	2022-11-11	South America	Colombia	LBMB-UTP_MP-021_VAC
658	OP642378	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24594-L
659	OP642394	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24537-E
660	OP819954	2022-10-15	South America	Colombia	VAC_INS_MPX_0960_C
661	OP642397	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24922E
662	OP837470	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_E
663	OP837481	2022-10-26	South America	Colombia	VAC_INS_MPX_1050_C
664	OQ148468	2022-11-11	South America	Colombia	LBMB-UTP_MP-014_VAC
665	OP819951	2022-10-15	South America	Colombia	VAC_INS_MPX_0957_HO
666	OQ261702	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28292C
667	OP819955	2022-10-13	South America	Colombia	VAC_INS_MPX_0962_C
668	OP819949	2022-10-11	South America	Colombia	VAC_INS_MPX_0955_C
669	ON720849	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6532064/2022
670	ON622718	2022-05-20	Southern Europe	Spain	MPXV/ES0001/HUGTiP/2022
671	OP459214	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23631-L
672	OP477454	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23267-O
673	OP303778	2022-06-30	North America	USA	MPXV_USA_2022_FL0015
674	OP450996	2022-07-01	North America	USA	MPXV_USA_2022_TN0002
675	OP442939	2022-07-14	North America	USA	MpxV/human/USA/OH-UW-078962/2022
676	OP681774	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092889/2022
677	OP681773	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091243/2022
678	OQ159039	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI644
679	OP018602	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI177
680	OP263630	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI275
681	OP215211	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI203
682	OP390194	2022-07-01	Western Europe	United Kingdom	hMpxV/UK/LMO-026a/2022
683	OP580609	2022-08-02	North America	USA	hMPX/USA/CA-LACPHL-MA00176/2022
