region,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
CentralEurope,4.03162512e-05,9.3504117e-05,0.000176722687,0.000348407978,0.00070034277,0.0013255421,0.00242717831,0.00475874646,0.00875833095,0.0163142564,0.0299216859,0.0546564972,0.096861928,0.16712359400000001,0.292735816,0.517802267,0.8918197,1.47428377,2.44622045,3.88324535,5.91580012,8.812463,12.6570008,17.188096,22.516689500000002,28.1521368,33.1525399,37.1094809,39.3136061,38.9268846,36.861201,33.0887653,27.9760209,23.1497403,18.2734165,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001,11.080118200000001
NorthAmerica,293.440884,537.680165,709.383198,902.923015,1100.28253,1285.14929,1450.97013,1605.4531299999999,1765.6391,1954.33894,2188.0383,2491.65975,2900.02989,3451.95912,4188.2456600000005,5160.35123,6419.50234,7989.8516,9843.696,11909.3544,13979.2088,15753.0957,16849.9247,16882.2958,15666.7673,13261.019199999999,10031.311099999999,6737.8497,4043.19744,2209.93452,1133.006464,575.216506,310.014165,175.68159500000002,46.132035,46.132035,46.132035,46.132035,46.132035,46.132035,46.132035,46.132035,46.132035,46.132035
SouthAmerica,54.062394999999995,99.8785965,138.992186,194.190825,269.551698,367.369998,485.169847,619.14709,758.479015,885.96782,993.1405500000001,1068.92705,1111.40429,1132.80928,1140.16822,1148.01649,1162.2279800000001,1182.7214000000001,1212.77232,1244.08895,1268.53412,1271.9858,1231.45326,1125.90159,957.408735,749.109681,540.2210239999999,360.587002,226.321808,137.822871,81.352779,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386,9.093386
SouthernEurope,73.0716345,207.309976,367.790597,529.972006,641.681186,690.6911359999999,682.173986,643.54146,606.037145,572.438507,551.485855,547.417795,560.558735,594.41033,654.014849,748.343509,886.82757,1087.4674,1371.25736,1763.52307,2309.56763,3048.48678,4010.84647,5210.2383,6590.9180400000005,8004.8722,9195.2994,9772.0428,9427.5881,8089.9479,6116.39681,4084.0004200000003,2465.84701,1392.36038,778.824736,454.350629,226.558108,226.558108,226.558108,226.558108,226.558108,226.558108,226.558108,226.558108
WesternEurope,4.3195718,5.88577816,6.13643218,7.1803382,9.0927969,12.2331473,17.3302386,25.1205302,37.1662611,55.6203428,82.824288,121.58496600000001,175.321813,249.394907,344.83511699999997,456.286014,586.446633,736.262607,897.64417,1071.45983,1264.97713,1491.08501,1747.40408,2054.40364,2418.95931,2835.7933199999998,3290.5841100000002,3726.0875300000002,4070.41041,4192.75548,3975.2406499999997,3395.98629,2565.42728,1700.21637,988.30313,507.424333,233.438658,101.7975745,7.585474,7.585474,7.585474,7.585474,7.585474,7.585474
