time	date	datetime	milliseconds	mean	median	upper	lower
2022.7493	2022-09-30	2022-09-30T19:52:04	1664567524861	100.43155588570262	17.23154759072215	243.1776808290674	8.680516854381775
2022.7395587509823	2022-09-27	2022-09-27T06:32:04	1664260324832	38.379769485775306	17.215609248367684	197.13902725988592	8.678247094299275
2022.7298175019646	2022-09-23	2022-09-23T17:12:04	1663953124803	32.807988758831655	17.17572530331166	159.16222717649273	8.675586024938852
2022.720076252947	2022-09-20	2022-09-20T03:52:04	1663645924774	29.859281511370177	17.158130078062015	133.9559023966271	8.672466490258348
2022.7103350039292	2022-09-16	2022-09-16T14:32:04	1663338724745	27.860989764721342	17.141358885779578	114.24221732886674	8.668809923701334
2022.7005937549116	2022-09-13	2022-09-13T01:12:04	1663031524716	26.346142500921488	17.095902162979165	103.14510564598983	8.664524452421897
2022.6908525058939	2022-09-09	2022-09-09T11:52:04	1662724324687	25.12123583656904	17.067900606084564	92.02429153809587	8.65950270268841
2022.6811112568762	2022-09-05	2022-09-05T22:32:04	1662417124658	24.088308714788894	17.035976625949147	80.79013206013857	8.653619265493043
2022.6713700078585	2022-09-02	2022-09-02T09:12:04	1662109924629	23.19117777096044	16.93288536071522	72.95482046058228	8.64672777818133
2022.6616287588408	2022-08-29	2022-08-29T19:52:04	1661802724601	22.39471627154131	16.87874570985973	66.10144643206932	8.638657575509374
2022.6518875098232	2022-08-26	2022-08-26T06:32:04	1661495524572	21.675515199421906	16.76786067662071	60.068963562966296	8.629209862529368
2022.6421462608055	2022-08-22	2022-08-22T17:12:04	1661188324543	21.01718053904415	16.68673554484152	56.021313014311986	8.618153362931245
2022.6324050117878	2022-08-19	2022-08-19T03:52:04	1660881124514	20.40775909463456	16.608617633054635	51.74697667823981	8.605219401077775
2022.6226637627701	2022-08-15	2022-08-15T14:32:04	1660573924485	19.838234078684433	16.5037829799604	47.46405568498227	8.59556785553382
2022.6129225137524	2022-08-12	2022-08-12T01:12:04	1660266724456	19.30159797020524	16.38389868918127	44.10767682359414	8.58929640430745
2022.6031812647348	2022-08-08	2022-08-08T11:52:04	1659959524427	18.792255318383926	16.201943107833333	41.54868912200366	8.584833110957241
2022.593440015717	2022-08-04	2022-08-04T22:32:04	1659652324398	18.305623330594408	15.976090105891087	39.588254238256575	8.583115325765066
2022.5836987666994	2022-08-01	2022-08-01T09:12:04	1659345124369	17.837855910702213	15.831791760933001	36.95430614757378	8.56199412925253
2022.5739575176817	2022-07-28	2022-07-28T19:52:04	1659037924340	17.38564752636322	15.59940375953332	35.078724284716934	8.53280775591818
2022.564216268664	2022-07-25	2022-07-25T06:32:04	1658730724311	16.946090407257742	15.366566510515856	33.313672580151874	8.514413634071166
2022.5544750196464	2022-07-21	2022-07-21T17:12:04	1658423524282	16.516568547391003	15.110504454897702	31.773077102423624	8.495873277494447
2022.5447337706287	2022-07-18	2022-07-18T03:52:04	1658116324254	16.094678033717898	14.844952269104738	30.00860761140117	8.469701649285247
2022.534992521611	2022-07-14	2022-07-14T14:32:04	1657809124225	15.678167046609655	14.567554657505758	28.32513345288131	8.43827188337691
2022.5252512725933	2022-07-11	2022-07-11T01:12:04	1657501924196	15.264891401279193	14.243416498747786	27.341198309063113	8.343008244336044
2022.5155100235756	2022-07-07	2022-07-07T11:52:04	1657194724167	14.852783244819017	13.874927567787344	25.925758098703504	8.254779843219191
2022.505768774558	2022-07-03	2022-07-03T22:32:04	1656887524138	14.439831789204323	13.51141002526031	24.901954976075572	8.16370493317323
2022.4960275255403	2022-06-30	2022-06-30T09:12:04	1656580324109	14.024075912993714	13.202713131383657	23.86629510075228	8.043980086390656
2022.4862862765226	2022-06-26	2022-06-26T19:52:04	1656273124080	13.603609184241197	12.856721360608923	22.75518669613927	7.830891322165322
2022.476545027505	2022-06-23	2022-06-23T06:32:04	1655965924051	13.176598361082315	12.52744646124963	21.79972498365466	7.684506139368307
2022.4668037784872	2022-06-19	2022-06-19T17:12:04	1655658724022	12.741316677374392	12.128331116466741	20.86147715719988	7.47399704077033
2022.4570625294696	2022-06-16	2022-06-16T03:52:03	1655351523993	12.296193134444474	11.742352910271348	20.012489687026697	7.1976011430497415
2022.447321280452	2022-06-12	2022-06-12T14:32:03	1655044323964	11.839878477061001	11.303852811360022	19.136832060627025	6.944455025610548
2022.4375800314342	2022-06-09	2022-06-09T01:12:03	1654737123935	11.371327401700496	10.879591340627758	18.255712358680956	6.677508340693795
2022.4278387824165	2022-06-05	2022-06-05T11:52:03	1654429923906	10.889894726822208	10.413174904971251	17.423763928049414	6.387147276843487
2022.4180975333988	2022-06-01	2022-06-01T22:32:03	1654122723877	10.395440731043978	9.967756430464545	16.537445098428375	6.1050451343727525
2022.4083562843812	2022-05-29	2022-05-29T09:12:03	1653815523849	9.888437761214911	9.503748687349514	15.796664835902495	5.714296020027469
2022.3986150353635	2022-05-25	2022-05-25T19:52:03	1653508323820	9.370066843873195	9.030972609732398	15.102153173908151	5.378803199144945
2022.3888737863458	2022-05-22	2022-05-22T06:32:03	1653201123791	8.842289933833555	8.501457113910586	14.379881912743915	5.060305304410514
2022.3791325373281	2022-05-18	2022-05-18T17:12:03	1652893923762	8.307881365855135	7.930585105173575	13.600468691950502	4.757773849569365
2022.3693912883105	2022-05-15	2022-05-15T03:52:03	1652586723733	7.7704020259131745	7.409499380261839	12.912436006507836	4.370747451302062
2022.3596500392928	2022-05-11	2022-05-11T14:32:03	1652279523704	7.234102856459985	6.872006139282678	12.214828491566657	3.9974671365558856
2022.349908790275	2022-05-08	2022-05-08T01:12:03	1651972323675	6.703751534399261	6.348989594913372	11.348958222679912	3.676019830059952
2022.3401675412574	2022-05-04	2022-05-04T11:52:03	1651665123646	6.184387705669864	5.838853098140286	10.724099084645502	3.289822841888509
2022.3304262922397	2022-04-30	2022-04-30T22:32:03	1651357923617	5.681026578016018	5.335525164872625	10.096830329057283	2.968922926349838
2022.320685043222	2022-04-27	2022-04-27T09:12:03	1651050723588	5.198344395020493	4.863050313010533	9.383653692791437	2.647129452485351
2022.3109437942044	2022-04-23	2022-04-23T19:52:03	1650743523559	4.740387423626421	4.431541305878129	8.816565443985004	2.2909131755265606
